time 	x0 	y0 	psi 	u 	v 	heave 	trim 	roll 	z_VF 	z_VA 	n 	T_p 	Qp 	drud 	Xrud 	Yrud 	Qrud 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm/m 	° 	mm 	mm 	rps 	N 	Nmm 	° 	N 	N 	Nmm 	mm 	mm 	mm 	mm 	mm 	
69.5500	36.6987	0.0045	0.4100	0.9001	-0.0056	7.0071	1.4876	-1.1706	4.0469	9.9674	13.6748	8.3388	-139.4695	1.3635	0.1431	0.2537	5.6754	-27.0313	-10.0107	7.8239	-20.1120	12.2648
69.5750	36.7212	0.0048	0.4100	0.8801	-0.0057	7.8786	1.2421	-1.0045	5.4069	10.3504	13.8307	8.3411	-139.9875	1.1557	0.1457	0.5140	2.2525	-21.0466	-6.2478	5.3956	-14.9332	9.3970
69.6000	36.7432	0.0051	0.4200	0.8921	-0.0055	7.2854	2.1212	-1.1320	3.0642	11.5065	13.4891	8.2624	-140.8088	0.9633	0.2044	0.3381	28.3165	-16.3938	-3.1743	1.1557	-8.4445	5.3447
69.6250	36.7655	0.0054	0.4100	0.8720	-0.0018	7.9743	1.5097	1.0894	4.9701	10.9786	13.8715	8.3539	-140.8088	0.7831	0.0484	0.1680	12.4830	-9.8408	1.3605	-1.5420	-4.1611	2.2718
69.6500	36.7873	0.0056	0.4100	0.8841	-0.0057	6.7989	1.0034	0.2237	4.8021	8.7957	13.4666	8.3172	-136.7026	0.4791	0.1308	-0.3444	10.5535	-5.7563	3.9630	-5.2237	2.6528	-2.3260
69.6750	36.8094	0.0059	0.4100	0.8601	-0.0098	7.3843	-0.0837	0.7845	7.5508	7.2178	13.8039	7.9483	-136.2478	-0.0341	0.1850	-0.1067	20.2771	1.2318	8.6290	-8.7194	8.4582	-6.9798
69.7000	36.8309	0.0063	0.4000	0.8681	-0.0059	7.4926	0.0283	0.3396	7.4362	7.5490	13.5792	8.2269	-135.8435	-0.0967	-0.0123	0.3531	0.8136	3.3895	12.4404	-12.8859	12.7605	-10.5704
69.7250	36.8526	0.0066	0.4000	0.8601	-0.0100	7.8524	-0.4218	-0.1740	8.6917	7.0130	13.7625	8.2968	-134.0620	-0.2556	0.2080	-0.1959	17.6500	9.2766	15.4945	-15.8332	15.8470	-12.8180
69.7500	36.8741	0.0070	0.3900	0.8601	-0.0061	8.2098	-1.9135	0.2032	12.0177	4.4018	13.3321	8.1167	-138.4840	-0.6344	-0.0132	-0.4017	18.7401	11.8072	18.8932	-19.0498	19.8194	-17.1127
69.7750	36.8956	0.0073	0.3900	0.8440	-0.0023	8.7071	-2.1268	-0.0708	12.9395	4.4748	13.8672	8.2030	-133.3798	-1.1033	-0.0210	0.0122	-1.5574	14.7995	21.4471	-21.4929	20.8231	-17.9054
69.8000	36.9167	0.0075	0.3800	0.8601	-0.0103	8.4457	-2.6779	0.4690	13.7748	3.1166	13.5013	7.9786	-133.8978	-1.2942	0.0967	-0.5693	2.4432	22.0362	24.4866	-23.5394	20.1634	-22.0928
69.8250	36.9382	0.0079	0.3600	0.8441	-0.0067	7.9356	-2.6075	1.0843	13.1246	2.7466	13.7126	7.9016	-136.8416	-1.7433	0.0653	-0.3013	22.0267	21.3969	25.6567	-25.1110	20.4791	-24.2658
69.8500	36.9593	0.0082	0.3500	0.8561	-0.0068	7.5749	-2.3099	-0.5689	12.1715	2.9782	13.5050	8.0567	-131.9521	-2.0350	-0.0398	-0.7190	2.6994	25.1085	27.3027	-26.1685	19.8288	-23.0441
69.8750	36.9807	0.0085	0.3400	0.8441	-0.0070	8.7193	-3.0942	0.5913	14.8769	2.5618	13.6353	8.0135	-134.9338	-2.4352	0.1334	-1.1026	2.3724	25.8366	27.9581	-25.7181	17.8026	-25.6834
69.9000	37.0018	0.0088	0.3300	0.8561	-0.0111	9.2274	-2.7135	0.6516	14.6272	3.8276	13.7138	7.8072	-130.7771	-2.9224	0.0101	-0.6072	8.2480	27.2218	28.6330	-25.5565	14.3532	-24.4710
69.9250	37.0232	0.0092	0.3200	0.8481	-0.0073	8.6882	-1.7931	1.4115	12.2565	5.1200	13.4849	8.0153	-132.0027	-3.1118	-0.1135	-0.5282	1.1624	28.8112	28.7593	-24.1318	9.6504	-25.9306
69.9500	37.0444	0.0095	0.3000	0.8640	-0.0035	7.1282	-3.1137	0.7009	13.3246	0.9319	13.6407	7.9261	-131.1688	-3.4433	0.1522	-1.2425	5.0050	30.0011	28.3466	-21.7769	3.6565	-27.2969
69.9750	37.0660	0.0097	0.2700	0.8480	-0.0080	9.4068	-2.3122	0.1684	14.0081	4.8056	13.7862	7.9383	-133.8852	-3.7594	0.0526	-1.2377	6.2041	31.7059	27.8950	-17.8308	-1.0369	-23.9394
70.0000	37.0872	0.0100	0.2500	0.8640	-0.0082	9.6475	-1.9171	0.2436	13.4625	5.8326	13.7345	8.0473	-136.6647	-4.1092	0.0993	-1.0172	-7.5093	30.5516	26.1471	-15.2800	-7.1392	-24.5363
70.0250	37.1088	0.0103	0.2400	0.8521	-0.0124	8.4426	-0.9313	0.3074	10.2960	6.5893	13.3199	8.1418	-133.3798	-4.4911	0.2044	-0.9940	4.6071	27.6924	24.7002	-11.5738	-14.6458	-22.2467
70.0500	37.1301	0.0107	0.2200	0.8720	-0.0087	8.7569	-0.7401	-0.0148	10.2298	7.2841	13.7351	8.1727	-136.1972	-4.7263	0.2009	-1.3142	5.6917	27.1330	22.5056	-7.6472	-19.6454	-16.9448
70.0750	37.1519	0.0110	0.2000	0.8600	-0.0090	9.4061	-0.3195	-0.3645	10.0419	8.7704	13.4483	8.3714	-141.3899	-5.1723	0.1937	-1.1157	-11.1229	27.6214	20.2721	-4.8957	-24.7771	-14.9303
70.1000	37.1734	0.0113	0.1800	0.8840	-0.0092	9.6334	0.2190	0.1880	9.1977	10.0691	13.9165	8.4921	-138.1177	-5.3220	0.1944	-0.9825	0.0887	23.6079	17.9270	0.1226	-29.6919	-13.6853
70.1250	37.1955	0.0116	0.1500	0.8640	-0.0097	8.4775	0.3381	0.0068	7.8047	9.1503	13.6085	8.3703	-139.0526	-5.3373	0.2969	-1.0074	6.3294	21.7787	14.1932	2.4384	-31.1291	-7.8704
70.1500	37.2171	0.0119	0.1300	0.8880	-0.0100	8.0261	2.0751	-0.6132	3.8967	12.1556	13.7272	8.4676	-143.8157	-5.7817	0.1360	-1.2740	-12.0604	17.6676	10.1876	6.6244	-31.9726	-3.3426
70.1750	37.2393	0.0122	0.1100	0.8720	-0.0103	7.1209	1.2997	0.7629	4.5345	9.7074	13.4776	8.4746	-141.4531	-6.0506	0.3641	-1.3072	-2.4948	15.9805	6.3713	10.7762	-31.0914	-0.0971
70.2000	37.2611	0.0125	0.1000	0.8960	-0.0064	6.7075	2.2355	0.9535	2.2588	11.1563	13.8672	8.4338	-139.5201	-6.0170	0.0809	-0.8739	-5.8305	11.1945	1.1858	13.0822	-27.4866	5.3727
70.2250	37.2835	0.0127	0.0800	0.8800	-0.0108	5.6092	1.5685	-0.4221	2.4880	8.7304	13.4404	8.4554	-141.1246	-6.3820	0.2878	-0.9185	-1.0341	7.6605	-2.4558	16.5289	-21.6010	6.0395
70.2500	37.3055	0.0130	0.0700	0.9000	-0.0069	7.6739	1.5775	0.0899	4.5347	10.8132	13.8423	8.2898	-141.0614	-6.4721	0.1519	-1.5162	-2.4076	2.6081	-5.9419	18.8594	-17.1008	8.4737
70.2750	37.3280	0.0132	0.0500	0.8800	-0.0112	7.8263	2.1448	-0.7286	3.5581	12.0944	13.4173	8.3003	-136.9048	-6.3728	0.2830	-0.9841	-13.2758	-1.0857	-10.6370	20.9646	-9.7262	14.3305
70.3000	37.3500	0.0135	0.0200	0.9000	-0.0077	7.5186	0.5978	-0.0964	6.3290	8.7082	14.0164	8.3761	-141.9458	-6.3988	0.1143	-0.5906	-11.0248	-5.7119	-14.4145	22.2914	-4.5852	16.7880
70.3250	37.3725	0.0137	-0.0100	0.8800	-0.0122	8.1493	0.4491	1.3374	7.2557	9.0430	13.5926	8.2741	-135.7677	-6.3896	0.2564	-1.4212	7.3486	-9.2814	-18.6920	24.7786	0.8009	19.9309
70.3500	37.3945	0.0140	-0.0200	0.8960	-0.0083	8.0400	1.0322	0.2014	5.9860	10.0940	13.6626	8.0351	-135.3255	-6.3423	0.2531	-1.3588	-13.5756	-13.0551	-21.7655	25.1164	6.1068	21.2645
70.3750	37.4169	0.0142	-0.0300	0.8760	-0.0085	7.1977	0.9245	-0.1681	5.3578	9.0375	13.6328	8.2135	-136.5889	-6.3621	0.0332	-0.7764	-7.8036	-17.3971	-25.5721	25.6598	12.1243	24.0204
70.4000	37.4388	0.0144	-0.0400	0.9000	-0.0086	7.4243	-0.0195	1.1907	7.4631	7.3855	13.5360	8.1394	-135.9572	-6.3316	0.1895	-1.3091	3.7514	-21.4461	-27.5142	26.7076	15.7622	24.2909
70.4250	37.4613	0.0146	-0.0700	0.8760	-0.0091	7.0317	-0.6770	-0.2322	8.3789	5.6845	13.7199	8.0619	-136.9806	-6.4064	0.0007	-1.2623	-11.0302	-25.5307	-30.0535	26.8251	18.7733	25.4100
70.4500	37.4832	0.0148	-0.1000	0.8880	-0.0135	8.5518	-0.9596	-0.1915	10.4615	6.6422	13.5117	8.2170	-133.8220	-6.4981	0.1886	-1.0042	-11.7061	-26.8892	-30.5439	27.2657	20.2058	27.3452
70.4750	37.5054	0.0151	-0.1200	0.8800	-0.0098	8.7421	-3.0246	-0.0094	14.7610	2.7232	13.6200	8.1610	-137.0311	-6.2522	-0.0006	-1.0781	2.7267	-31.8173	-30.7576	25.7480	20.6393	26.1001
70.5000	37.5274	0.0153	-0.1400	0.8880	-0.0062	7.7168	-1.6423	1.0201	10.9850	4.4487	13.6553	8.0946	-139.3937	-6.3194	0.1568	-1.3049	-14.5294	-34.0460	-30.0050	25.2682	21.9587	26.0862
70.5250	37.5496	0.0154	-0.1500	0.8760	-0.0143	8.5440	-2.2401	-0.3681	13.0018	4.0862	13.9044	8.0817	-136.3362	-6.3072	0.0238	-1.1332	-10.9594	-36.2570	-26.8199	24.5240	20.6535	25.1955
70.5500	37.5715	0.0157	-0.1600	0.8880	-0.0065	8.6749	-3.1893	-0.2681	15.0216	2.3283	13.5007	7.9582	-132.7355	-6.2629	0.2463	-1.2530	10.1938	-36.8874	-23.9358	22.8936	18.7262	21.7122
70.5750	37.5937	0.0158	-0.1800	0.8720	-0.0107	8.2434	-2.3798	0.5948	12.9791	3.5076	13.8983	8.0450	-134.9464	-6.3392	-0.0165	-1.3381	-14.2405	-35.9284	-20.5128	20.4799	15.0930	22.5702
70.6000	37.6155	0.0160	-0.2100	0.8840	-0.0072	9.0841	-3.3122	-0.2360	15.6754	2.4929	13.4946	8.0975	-130.4486	-6.1865	0.1804	-1.2399	-15.9792	-33.0515	-17.1626	17.8606	10.2112	18.7231
70.6250	37.6376	0.0161	-0.2400	0.8720	-0.0117	8.5244	-1.7365	0.9236	11.9801	5.0686	13.8983	7.8573	-134.5548	-6.1651	0.0659	-1.3231	6.7709	-28.9048	-11.9043	14.6538	5.4236	15.7807
70.6500	37.6594	0.0163	-0.2600	0.8800	-0.0080	9.3852	-3.5148	-0.5430	16.3797	2.3907	13.6188	7.9955	-131.9016	-6.1712	0.2019	-1.1982	-7.4002	-24.6871	-8.2579	11.2462	0.4569	11.6306
70.6750	37.6814	0.0164	-0.2700	0.8680	-0.0041	8.4305	-1.3784	-0.0178	11.1735	5.6875	13.8246	8.0946	-133.3924	-6.0979	0.1373	-1.3330	-18.6990	-19.8923	-5.6117	6.2915	-5.5889	8.1613
70.7000	37.7031	0.0164	-0.2900	0.8760	-0.0084	9.7062	-2.4951	-0.0660	14.6715	4.7409	13.4368	7.9162	-137.8650	-6.2293	0.1691	-1.3320	0.1759	-14.0052	-2.2373	1.8166	-12.5488	2.7148
70.7250	37.7250	0.0165	-0.3100	0.8559	-0.0126	8.2627	-0.9500	0.5736	10.1532	6.3722	13.8837	8.2111	-133.0892	-6.0490	0.1220	-1.1867	-12.8616	-9.5744	2.1471	-3.3780	-17.0820	0.4019
70.7500	37.7464	0.0167	-0.3400	0.8760	-0.0052	7.9904	-0.0541	-0.0617	8.0980	7.8827	13.4276	8.3324	-138.3198	-6.0979	0.2278	-1.2861	-12.6327	-3.8117	5.8275	-8.1907	-22.3267	-2.5638
70.7750	37.7683	0.0167	-0.3600	0.8600	-0.0054	7.9323	-0.4670	-0.6501	8.8616	7.0029	13.7668	8.3096	-140.6571	-6.0735	0.3196	-1.4560	1.8819	1.6847	10.2216	-12.8908	-28.1604	-5.5855
70.8000	37.7898	0.0167	-0.3800	0.8720	-0.0098	8.4726	0.4814	-0.2647	7.5147	9.4306	13.4983	8.5043	-137.5996	-6.1193	0.1581	-0.9134	-10.3108	4.9523	13.4261	-16.7145	-31.0255	-10.8315
70.8250	37.8116	0.0168	-0.4000	0.8480	-0.0059	7.8278	0.0132	0.9120	7.8016	7.8540	13.6821	8.5078	-139.0652	-6.0704	0.2356	-0.9851	-14.3332	10.3510	17.7765	-21.4342	-32.0527	-15.6391
70.8500	37.8328	0.0168	-0.4100	0.8680	-0.0062	7.7408	1.8000	0.9346	4.1587	11.3228	13.5640	8.4350	-144.2832	-5.9085	0.3170	-1.1874	3.0646	14.5243	20.0633	-24.9495	-29.9181	-17.8914
70.8750	37.8545	0.0168	-0.4300	0.8519	-0.0144	7.1677	2.0839	0.5721	3.0207	11.3147	13.5835	8.4781	-140.1518	-5.7588	0.0711	-0.9096	-11.1447	17.1792	22.1754	-29.1159	-27.8117	-21.2628
70.9000	37.8758	0.0170	-0.4600	0.8600	-0.0069	7.6910	2.3439	-0.7631	3.0266	12.3553	13.5939	8.4134	-139.0905	-5.8642	0.2933	-1.2090	-5.3291	20.5001	24.3360	-31.9262	-24.7676	-24.4757
70.9250	37.8973	0.0170	-0.4800	0.8480	-0.0071	8.7498	2.1548	0.2208	4.4618	13.0378	13.5275	8.3738	-143.3861	-5.6977	0.2158	-1.0118	6.7654	24.6113	25.7587	-33.1746	-18.7077	-23.6830
70.9500	37.9185	0.0170	-0.5000	0.8599	-0.0115	7.1443	1.9270	0.4798	3.3095	10.9791	13.7150	8.5195	-139.0147	-5.8306	0.0640	-0.6802	-13.7173	24.5136	27.8319	-33.3802	-13.1049	-24.8860
70.9750	37.9400	0.0171	-0.5200	0.8480	-0.0077	6.7403	0.9882	-0.2075	4.7738	8.7067	13.3564	8.4746	-140.2781	-5.7451	0.3654	-0.9573	-5.1438	27.7368	27.9096	-32.6459	-6.5219	-25.9959
71.0000	37.9612	0.0171	-0.5300	0.8640	-0.0080	7.7340	1.1390	-0.0526	5.4674	10.0005	13.7497	8.3091	-138.4840	-5.7069	0.1328	-0.8283	3.1573	28.6869	28.0941	-30.1538	-1.1500	-26.3036
71.0250	37.9828	0.0171	-0.5500	0.8400	-0.0081	7.0630	1.5456	0.4442	3.9872	10.1388	13.5330	8.4711	-142.4891	-5.5816	0.1117	-0.7452	-11.7006	30.7736	28.3174	-28.1563	3.6565	-27.6559
71.0500	38.0038	0.0171	-0.5800	0.8640	-0.0087	8.2556	-0.1172	-0.1916	8.4887	8.0225	13.8952	8.3685	-137.5238	-5.6993	0.1503	-1.3139	-0.0912	29.6015	29.0069	-25.0670	9.4337	-27.4740
71.0750	38.0254	0.0171	-0.6000	0.8520	-0.0009	7.6159	-0.4336	0.5435	8.4788	6.7529	13.5981	8.2648	-133.8346	-5.5908	0.1256	-0.9879	-6.4301	29.9922	27.8270	-19.6765	12.7793	-24.9467
71.1000	38.0467	0.0169	-0.6300	0.8679	-0.0095	8.5889	-1.2615	-0.3346	11.0992	6.0785	13.7674	8.2811	-140.6950	-5.5709	0.0967	-0.6677	-5.7869	30.6315	26.7055	-15.2702	16.4879	-23.9767
71.1250	38.0684	0.0169	-0.6400	0.8600	-0.0056	7.2075	-0.5838	-0.5331	8.3693	6.0457	13.5171	8.2181	-134.5042	-5.4808	0.1876	-1.4034	-7.9998	29.0066	25.0789	-10.9471	20.2246	-20.5773
71.1500	38.0899	0.0168	-0.6600	0.8840	-0.0022	8.0496	-1.4707	-1.0772	10.9764	5.1229	13.8623	8.1762	-135.1107	-5.2258	-0.0161	-0.5167	-7.4984	26.9199	22.1706	-6.5260	20.9927	-19.8592
71.1750	38.1120	0.0166	-0.6800	0.8720	-0.0063	8.0679	-2.1307	0.3967	12.3079	3.8279	13.5293	8.1581	-137.6881	-5.1662	-0.0243	-0.7939	-8.2015	23.8210	19.6652	-2.4820	21.2708	-14.1516
71.2000	38.1338	0.0165	-0.6900	0.8920	-0.0067	8.8684	-3.0297	-0.4260	14.8975	2.8393	13.7929	8.1161	-134.2263	-5.1815	0.1422	-1.5375	0.4974	24.5491	16.6937	2.6440	21.1341	-11.5356
71.2250	38.1561	0.0164	-0.7200	0.8840	-0.0071	7.6649	-2.5504	-0.6679	12.7402	2.5896	13.4240	8.0135	-129.9938	-5.1448	0.0315	-0.8245	-12.4910	19.3014	12.2122	7.2560	19.2586	-6.2990
71.2500	38.1782	0.0163	-0.7400	0.9000	-0.0076	7.6231	-2.3524	-0.6241	12.3044	2.9418	13.9135	8.0602	-134.4790	-4.8928	0.0984	-0.5999	-3.8902	17.8185	9.3622	10.5803	16.5680	-1.0623
71.2750	38.2007	0.0162	-0.7600	0.8920	-0.0038	9.3642	-4.0360	0.5645	17.3959	1.3326	13.5050	8.0957	-133.1650	-4.9126	0.0951	-1.2992	-0.5109	14.1602	5.0312	15.4714	12.7652	3.0458
71.3000	38.2230	0.0160	-0.7600	0.9040	-0.0080	9.4582	-2.7693	0.7041	14.9691	3.9473	13.6736	8.0771	-132.7734	-4.8989	0.0380	-0.8605	-14.2351	9.4541	0.4332	18.3159	6.5404	7.0701
71.3250	38.2456	0.0159	-0.7800	0.8960	-0.0082	7.6671	-3.2155	0.0638	14.0659	1.2683	13.5963	8.0468	-135.6919	-4.7278	0.0504	-0.6343	-12.6654	5.0411	-3.3977	20.8863	1.9412	8.1613
71.3500	38.2680	0.0158	-0.8000	0.9120	-0.0087	8.8495	-1.8266	-0.0154	12.4844	5.2146	13.5567	8.0281	-133.5314	-4.4300	0.2294	-0.5769	8.1662	1.8001	-7.1946	23.7357	-3.8972	11.0151
71.3750	38.2908	0.0157	-0.8200	0.8960	-0.0088	10.0670	-2.5176	1.1968	15.0771	5.0569	13.6754	8.1418	-137.2964	-4.4575	0.0062	-0.7560	-10.4961	-1.7960	-11.2245	26.1543	-10.0844	12.1668
71.4000	38.3132	0.0156	-0.8400	0.9080	-0.0053	9.0548	-0.8403	0.6993	10.7271	7.3825	13.5482	8.3184	-136.4878	-4.5415	0.1954	-0.9239	-8.3868	-7.2214	-15.2593	27.2853	-16.1348	15.5429
71.4250	38.3359	0.0154	-0.8500	0.8960	-0.0053	9.0800	-0.8211	0.0562	10.7139	7.4461	13.5044	8.1738	-139.5959	-4.4025	0.0335	-0.6031	1.1351	-10.9152	-18.8571	30.0074	-22.1759	19.3853
71.4500	38.3583	0.0152	-0.8700	0.9080	-0.0058	9.1388	-0.7367	0.4606	10.6049	7.6727	13.8636	8.3190	-140.5561	-3.8526	0.1658	0.1116	-3.5631	-15.9764	-22.1879	30.1543	-26.9682	23.0971
71.4750	38.3810	0.0150	-0.8800	0.8921	-0.0017	9.0044	-0.3609	-0.2197	9.7226	8.2861	13.7753	8.4618	-139.1789	-3.7640	0.0860	-0.6352	-8.1906	-20.5937	-25.7177	31.9511	-29.8285	24.1929
71.5000	38.4033	0.0147	-0.8900	0.9000	-0.0100	8.1762	1.0657	0.4321	6.0554	10.2971	13.2602	8.3365	-142.3249	-3.7930	0.3391	-0.7515	8.5041	-24.0389	-28.8688	31.6035	-30.2574	26.7949
71.5250	38.4258	0.0146	-0.9100	0.8840	-0.0060	7.6602	2.4632	-0.1241	2.7583	12.5620	13.8496	8.4822	-143.7904	-3.7488	0.0452	0.0415	-16.8186	-27.2355	-30.6799	31.3636	-31.1338	25.7737
71.5500	38.4479	0.0144	-0.9100	0.8920	-0.0062	7.2018	1.5927	0.2535	4.0323	10.3713	13.6005	8.6425	-139.9117	-3.3333	0.2943	0.2030	-4.5769	-28.7717	-31.2528	30.9181	-28.4290	26.4732
71.5750	38.4702	0.0142	-0.9200	0.8720	-0.0060	7.7225	1.0628	0.8667	5.6075	9.8375	13.7948	8.4169	-141.5668	-3.3211	0.0367	-0.7614	16.7343	-32.5632	-30.8692	29.3661	-25.1729	26.8789
71.6000	38.4920	0.0140	-0.9300	0.8799	-0.0103	8.3642	1.2451	-0.6943	5.8865	10.8419	13.3223	8.5393	-143.0703	-3.2401	0.2006	-0.3074	-10.7795	-36.6566	-28.7766	27.3881	-20.3664	26.5152
71.6250	38.5140	0.0139	-0.9300	0.8600	-0.0060	5.7317	1.8102	-0.3496	2.1294	9.3341	13.8209	8.6635	-142.2112	-3.0446	0.1558	-0.0085	-11.0302	-36.0439	-26.1935	24.2351	-15.1830	25.7178
71.6500	38.5355	0.0137	-0.9400	0.8680	-0.0062	6.8519	1.4859	1.0012	3.8950	9.8088	13.4703	8.4810	-146.4436	-2.6292	0.2259	0.2068	18.7019	-37.0828	-22.0811	21.5130	-8.0958	22.8173
71.6750	38.5572	0.0135	-0.9500	0.8520	-0.0061	6.7391	1.7128	0.2591	3.3306	10.1475	13.9171	8.6920	-140.9351	-2.5559	0.0380	0.2683	-6.3429	-35.0760	-19.1484	17.6941	-2.7003	21.8381
71.7000	38.5785	0.0133	-0.9500	0.8600	-0.0063	7.5581	0.4943	0.2395	6.5745	8.5417	13.4934	8.6605	-142.9187	-2.4306	0.2074	-0.2188	-3.4705	-33.1048	-14.4873	13.4738	3.1805	15.8227
71.7250	38.6000	0.0131	-0.9600	0.8400	-0.0061	6.9375	0.7848	-1.7075	5.3758	8.4992	13.8216	8.3942	-144.7633	-2.1832	-0.0100	0.0122	8.2153	-29.3311	-10.0301	7.9072	8.3216	10.2177
71.7500	38.6210	0.0129	-0.9600	0.8521	-0.0023	8.1597	0.2596	-0.8289	7.6431	8.6762	13.5184	8.6285	-138.9515	-1.7540	-0.0525	0.8437	-2.4458	-23.0622	-6.3206	4.0002	11.9076	8.3711
71.7750	38.6423	0.0126	-0.9600	0.8400	-0.0061	8.8829	-0.1015	-0.5114	9.0850	8.6809	13.7442	8.4898	-141.0362	-1.5279	0.1152	0.3413	3.1954	-19.6880	-3.8347	-0.6607	16.4266	5.1349
71.8000	38.6633	0.0124	-0.9500	0.8601	-0.0023	7.4185	0.0909	0.4275	7.2376	7.5995	13.6194	8.2129	-139.0021	-1.4500	-0.0272	-0.1016	13.7420	-13.6500	-0.7370	-6.8590	18.5000	1.9407
71.8250	38.6848	0.0121	-0.9500	0.8320	-0.0058	9.3372	-2.2324	-0.2879	13.7796	4.8948	13.6919	8.2100	-137.5617	-1.2163	-0.0638	0.4604	-7.2149	-7.9583	3.8076	-10.7953	21.1954	-1.0064
71.8500	38.7056	0.0119	-0.9500	0.8600	-0.0063	7.8843	-2.5349	0.3047	12.9288	2.8399	13.6036	8.1359	-132.8492	-0.7550	0.0023	1.1470	4.4926	-2.5597	7.2161	-15.9360	21.1812	-4.1353
71.8750	38.7271	0.0117	-0.9400	0.8400	-0.0058	8.6480	-3.0649	-0.7059	14.7471	2.5488	13.5525	8.0730	-136.5257	-0.3228	-0.0366	0.5522	15.1264	3.1498	11.2703	-21.2824	21.1906	-9.6331
71.9000	38.7481	0.0115	-0.9400	0.8600	-0.0061	8.4607	-4.1591	0.6454	16.7373	0.1840	13.6913	8.1348	-135.9446	-0.4877	-0.1080	0.2218	1.8110	7.4652	14.7030	-25.1159	20.1115	-13.9138
71.9250	38.7696	0.0113	-0.9200	0.8481	-0.0016	7.9983	-2.3497	0.4336	12.6743	3.3224	13.4782	8.2304	-135.3002	-0.0998	0.0783	0.5210	-0.9851	12.0380	17.8396	-28.7438	16.8790	-15.0842
71.9500	38.7908	0.0110	-0.9200	0.8640	-0.0059	7.5559	-3.2559	-0.0235	14.0351	1.0767	13.7083	8.2047	-133.6451	0.3034	-0.0560	0.9097	11.4365	14.0981	20.6751	-32.4451	13.3024	-20.3675
71.9750	38.8124	0.0108	-0.9000	0.8561	-0.0014	9.3668	-3.6065	0.6709	16.5437	2.1899	13.7308	8.1464	-139.5074	0.7388	0.0789	1.0903	5.4246	18.1382	22.9765	-34.2175	9.3771	-19.9851
72.0000	38.8338	0.0105	-0.8900	0.8720	-0.0055	9.3993	-2.1376	-0.3347	13.6530	5.1455	13.9220	8.0526	-132.8871	0.9862	0.1149	0.8402	8.1281	21.7166	24.6031	-35.6373	4.4764	-24.3964
72.0250	38.8556	0.0103	-0.8800	0.8680	-0.0053	9.6705	-3.5193	-0.9340	16.6738	2.6671	13.5512	8.1686	-134.6811	1.3451	0.1671	0.9906	8.8857	24.4781	26.8802	-34.2224	-1.1547	-24.0327
72.0500	38.8773	0.0101	-0.8700	0.8840	-0.0054	9.1077	-2.5849	-0.8629	14.2516	3.9637	13.7308	8.2047	-139.9244	1.7591	-0.0129	1.5724	-1.0341	25.5525	27.4969	-33.0767	-7.7659	-27.6606
72.0750	38.8994	0.0099	-0.8500	0.8801	-0.0011	9.2735	-1.2440	0.6912	11.7490	6.7980	13.4849	8.1354	-136.6521	2.0035	0.1652	1.3662	19.7211	27.6924	28.1135	-31.0841	-13.7175	-24.1539
72.1000	38.9214	0.0096	-0.8400	0.8920	-0.0051	8.3711	-0.3404	-0.0246	9.0485	7.6937	13.8776	8.2216	-136.2225	2.5411	0.1354	1.2888	8.6949	29.8856	28.9389	-27.2065	-18.8208	-26.2896
72.1250	38.9437	0.0094	-0.8200	0.8880	-0.0047	9.0817	-0.5166	0.1471	10.1097	8.0536	13.5604	8.4833	-140.6698	2.8283	0.1522	1.6511	1.8164	29.7258	28.9486	-23.7695	-24.4001	-26.9844
72.1500	38.9659	0.0092	-0.8000	0.9040	-0.0046	7.9624	-0.0658	-0.6236	8.0932	7.8315	13.8270	8.5212	-140.7456	3.1719	0.2628	1.5074	22.0103	30.8535	28.3126	-19.3093	-27.8447	-26.8818
72.1750	38.9885	0.0090	-0.7800	0.8921	-0.0001	8.5470	1.9211	-0.9616	4.7239	12.3700	13.4027	8.4035	-137.6123	3.4911	0.1555	1.5338	7.7193	31.0755	26.1374	-14.3498	-31.2799	-25.4316
72.2000	39.0108	0.0087	-0.7600	0.9040	-0.0040	7.8964	-0.1640	-0.2537	8.2227	7.5700	13.8356	8.4886	-142.2364	3.7676	0.3323	1.7435	8.1553	29.9034	25.4819	-10.8590	-31.4590	-21.6405
72.2250	39.0334	0.0085	-0.7500	0.8920	-0.0037	7.7110	1.0530	1.0349	5.6156	9.8065	13.5117	8.5032	-140.2149	3.9646	0.1963	1.0017	26.7849	26.4404	23.2484	-5.2580	-29.9134	-19.0152
72.2500	39.0557	0.0083	-0.7300	0.9080	-0.0076	8.1816	1.1791	0.0022	5.8352	10.5280	13.7077	8.5597	-143.1966	4.3740	0.2998	1.6386	4.9614	24.8510	21.1752	-2.1687	-26.8316	-15.5366
72.2750	39.0784	0.0082	-0.7100	0.8880	-0.0030	6.3318	2.3097	0.8368	1.7355	10.9281	13.5159	8.5352	-142.1733	4.8460	-0.0749	2.1905	8.4224	24.5669	18.9612	2.8937	-22.2654	-11.6196
72.3000	39.1006	0.0080	-0.6900	0.8920	-0.0027	6.9143	2.2473	-0.0205	2.4421	11.3864	13.6286	8.4653	-141.0109	4.9636	0.5055	1.1378	29.8317	21.2549	14.8633	7.9072	-16.6673	-9.1015
