time 	x0 	y0 	psi 	u 	v 	heave 	trim 	roll 	z_VF 	z_VA 	n 	T_p 	Qp 	drud 	Xrud 	Yrud 	Qrud 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm/m 	° 	mm 	mm 	rps 	N 	Nmm 	° 	N 	N 	Nmm 	mm 	mm 	mm 	mm 	mm 	
2.3750	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.0262	0.5940	-0.2061	-1.1559	1.2083	0.0006	-0.0215	-0.8083	-0.0356	-0.0184	0.0163	0.4811	-0.5263	-0.0426	-0.3572	0.1977	-0.1017
2.4000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.7980	-0.3679	0.8630	1.5300	0.0659	0.0323	0.0502	-1.1874	0.1125	0.0105	0.0227	0.4974	-0.6595	0.6420	0.4996	0.0375	-0.1157
2.4250	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.0054	-0.9097	-0.1902	1.8048	-1.8156	-0.0104	0.0432	1.3521	-0.0555	0.0156	0.0179	0.5356	-0.3398	0.1613	-0.4208	0.2684	0.0568
2.4500	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.3457	-0.2332	0.1039	0.1184	-0.8097	-0.0043	0.0088	1.0363	-0.0815	-0.0165	-0.0229	0.3394	0.5215	0.9333	-0.2984	0.5606	-0.0738
2.4750	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.2998	-0.4616	0.8590	0.6188	-1.2184	0.0122	0.0391	0.5056	0.0178	-0.0333	-0.0334	0.2740	0.0242	-0.4991	0.6122	0.3532	-0.4701
2.5000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.2721	0.0110	-0.8897	-0.2939	-0.2503	0.0079	-0.0186	0.0129	-0.1166	0.0371	-0.0254	0.1323	1.6136	-0.4068	0.1520	0.0799	-0.0411
2.5250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.0377	0.2142	-0.1425	-0.4639	0.3885	-0.0006	-0.0303	-0.4167	-0.0448	0.0205	-0.0152	-0.1893	1.1963	-0.5670	-0.4796	-1.0934	0.6304
2.5500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.0243	0.5465	-0.4128	-1.0633	1.1119	-0.0128	-0.0489	-1.4021	-0.1319	-0.0220	-0.0146	-0.4564	-0.4286	-0.1835	0.1226	0.2778	0.6583
2.5750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.0906	0.8293	0.6801	-1.7409	1.5597	0.0055	-0.0519	0.0761	-0.0753	-0.0398	-0.0210	-0.0749	-1.9292	0.0836	-0.6901	0.1317	-0.1344
2.6000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.1641	-0.4553	0.4775	1.0702	-0.7421	0.0164	0.0128	1.1753	-0.0692	0.0244	-0.0025	-0.4128	0.5836	-0.4651	0.5535	-0.5610	-0.1437
2.6250	9.9979	0.0001	0.0000	0.0000	-0.0000	0.0062	-1.3574	0.3304	2.7075	-2.6950	0.0079	0.0577	0.9226	0.0392	0.0218	-0.0178	-0.4564	-0.9791	-0.0815	0.5731	0.1694	2.2671
2.6500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.3544	-0.4465	1.5823	1.2429	-0.5342	-0.0079	0.0187	0.3288	0.0239	-0.0223	-0.0184	-0.3365	0.9654	0.5643	-0.2544	-0.0567	0.5791
2.6750	9.9979	0.0001	0.0000	0.0000	-0.0000	0.6604	0.1931	-0.4327	0.2762	1.0446	-0.0067	0.0263	-1.0736	0.0285	-0.0418	-0.0143	-0.4891	-0.8637	0.2244	0.1618	-0.3913	0.6677
2.7000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.6663	-0.0331	-0.7268	0.7321	0.6006	0.0055	-0.0035	-1.2505	0.0026	0.0289	0.0016	-0.3583	-0.4375	0.4186	-0.3180	-0.3583	0.1687
2.7250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.4481	-0.3145	-0.6036	0.1777	-1.0739	-0.0037	-0.0367	-1.0231	-0.0372	0.0173	0.0134	-0.2929	-1.6629	-0.2417	0.1471	-0.3206	-0.0458
2.7500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.0274	0.7840	0.4616	-1.5327	1.5875	-0.0067	-0.0524	0.8847	0.0499	-0.0171	0.0163	-0.2547	1.2585	0.0010	0.3576	0.1694	0.0708
2.7750	9.9979	0.0001	0.0000	0.0000	-0.0000	0.3731	-0.5754	0.7159	1.5181	-0.7719	0.0036	-0.0280	0.7962	0.0270	-0.0398	0.0195	-0.2438	-0.3753	-0.2174	-0.3376	-0.3630	-0.7499
2.8000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.0412	0.2300	-0.3373	-0.4990	0.4166	0.0341	0.0606	0.6572	0.0178	0.0267	0.0297	-0.1294	-0.0291	-0.2611	-0.0340	-0.0379	0.4625
2.8250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.0781	-0.0051	0.0721	-0.0680	-0.0883	0.0012	0.0367	-0.7199	0.0621	0.0273	0.0099	-0.2111	0.6813	0.5837	0.3576	0.4993	0.6117
2.8500	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.7879	0.4637	-0.7069	-1.7108	0.1349	-0.0164	0.0029	-0.2398	0.1110	-0.0015	0.0122	-0.1457	-0.8815	-0.6010	-0.6460	0.1082	-0.0877
2.8750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.0911	0.6122	0.3463	-1.3095	1.1273	0.0067	0.0338	-1.5158	0.0239	-0.0317	-0.0085	-0.1730	0.4060	-0.1106	0.0100	-0.2028	-0.8898
2.9000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.2643	-0.7630	0.6881	1.7826	-1.2540	0.0134	-0.0035	0.0255	-0.1273	0.0289	-0.0245	-0.2329	1.2141	0.1661	0.2108	-1.1641	0.5371
2.9250	9.9979	0.0001	0.0000	0.0000	-0.0000	0.1778	-0.1546	0.9345	0.4854	-0.1299	-0.0024	-0.0250	1.1121	-0.0708	0.0212	-0.0331	0.0614	0.7079	0.3652	-0.0487	0.0940	-0.3535
2.9500	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.2392	-0.0750	0.4695	-0.0899	-0.3884	-0.0091	-0.0367	0.7836	0.0285	-0.0116	-0.0210	0.1759	-0.0113	0.1273	0.7640	-0.0285	0.4858
2.9750	9.9979	0.0001	0.0000	0.0000	-0.0000	0.1127	0.5758	-0.8460	-1.0332	1.2585	0.0049	0.0449	0.4046	-0.0112	-0.0411	0.0141	0.1214	-0.2599	0.1030	-0.1075	0.5747	0.0055
3.0000	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.8090	0.0929	-0.1783	-0.9939	-0.6241	0.0006	0.0461	-0.2271	0.0331	0.0273	-0.0108	0.3503	0.9921	0.6565	-0.1809	-0.6740	0.3692
3.0250	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.2225	0.8182	0.0681	-1.8506	1.4057	-0.0073	0.0612	-1.2379	0.1263	0.0195	-0.0105	0.2903	-0.4641	0.3458	0.4164	-0.8955	-0.1064
3.0500	9.9979	0.0001	0.0000	0.0000	-0.0000	-1.2118	-0.3702	0.6166	-0.4752	-1.9485	-0.0201	0.0146	-0.6314	0.0010	-0.0161	0.0077	0.1105	-1.2189	-0.1203	-0.4943	0.7820	-0.2743
3.0750	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.3511	0.0947	0.1357	-0.5396	-0.1627	0.0006	-0.0210	1.2890	0.0041	-0.0346	0.0189	0.5138	0.7612	-0.3680	-0.0585	-0.6976	0.5884
3.1000	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.3039	-0.3033	-0.2975	0.2997	-0.9075	0.0097	-0.0344	1.3774	0.0362	0.0335	-0.0121	0.1650	-0.4464	-0.6690	-0.0242	0.4852	-1.7525
3.1250	9.9980	0.0001	0.0000	0.0000	-0.0000	0.0100	1.0938	0.1396	-2.1666	2.1866	-0.0012	-0.0274	0.2782	0.0178	0.0001	0.0220	0.2903	-0.2155	-0.7612	-0.4600	-0.3206	0.9568
3.1500	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.7454	-0.4589	-0.2220	0.1677	-1.6586	-0.0432	-0.0513	-0.5809	0.0881	-0.0262	-0.0289	0.5574	1.1075	-0.4311	-0.1222	0.3956	0.3413
3.1750	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.8902	-0.0924	0.1714	-0.7063	-1.0741	-0.0049	0.0601	-0.8589	0.0636	-0.0230	-0.0207	0.3666	-0.3931	0.1516	0.7395	-0.0756	0.5371
3.2000	9.9979	0.0001	0.0000	0.0000	-0.0000	1.4614	-0.3550	-0.5121	2.1679	0.7549	0.0158	0.0688	-0.7957	-0.0433	0.0299	-0.0283	0.5792	0.8145	-0.3437	-0.8125	-0.2829	-0.0598
3.2250	9.9979	0.0001	0.0000	0.0000	-0.0000	-1.1637	-0.0943	-0.8380	-0.9759	-1.3514	0.0036	0.0268	1.0236	0.0698	0.0053	-0.0168	0.1377	-0.3753	-0.1495	1.1165	0.2118	-0.2929
3.2500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.5313	0.4330	0.6603	-0.3303	1.3928	-0.0073	0.0321	0.8215	0.0468	-0.0249	-0.0121	-0.0367	0.0242	-0.1592	-0.7684	-0.9945	0.3273
3.2750	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.8620	0.7126	0.3423	-2.2800	0.5561	0.0049	-0.0326	0.4046	0.1156	-0.0009	0.0233	-0.1675	0.1308	0.6031	-0.3278	-0.0520	0.0148
3.3000	9.9980	0.0001	0.0000	0.0000	-0.0000	0.3148	-0.5776	-0.5082	1.4642	-0.8347	0.0109	-0.0542	-0.6567	-0.0433	0.0244	0.0106	-0.3365	-0.4997	0.2972	0.0198	0.5229	-0.1204
3.3250	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.2642	0.1782	0.9583	-0.6189	0.0905	-0.0061	-0.0437	-0.5430	0.0438	-0.0123	0.0157	-0.5654	-0.3665	0.4380	-0.2005	-0.0662	0.3739
3.3500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.7112	-0.8109	-0.4207	2.3249	-0.9026	-0.0049	-0.0262	-1.3011	0.0804	-0.0252	0.0303	0.0778	0.6902	-0.3631	0.0590	0.3344	-0.1530
3.3750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.0631	0.4811	-0.7864	-1.0204	0.8942	-0.0073	0.0233	0.7457	0.0652	0.0182	0.0306	-0.4509	-0.6684	-0.4602	0.3478	-0.5610	-0.7779
3.4000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.5344	0.5245	-0.6751	-1.5782	0.5094	0.0170	0.0391	0.8847	-0.0784	0.0225	0.0160	-0.3855	0.8323	-0.1640	-0.3719	-0.8013	0.2060
3.4250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.5848	-0.1357	0.6801	-0.3149	-0.8548	-0.0000	0.0024	0.5435	-0.0433	0.0027	0.0189	-0.3147	0.5392	-0.1835	0.1912	-0.3159	-0.0691
3.4500	9.9979	0.0001	0.0000	0.0040	-0.0000	1.1037	-0.5445	0.0959	2.1873	0.0201	-0.0335	0.0210	-0.3156	0.0346	-0.0243	0.0153	-0.5272	-0.5263	-0.4505	0.8081	0.0988	-0.0784
3.4750	9.9980	0.0001	0.0000	0.0000	-0.0000	0.9798	0.0819	0.2072	0.8168	1.1429	0.0018	-0.0484	0.2909	0.0575	0.0302	0.0010	-0.2656	-0.4109	0.4040	-0.5726	-0.4808	0.1827
3.5000	9.9980	0.0001	0.0000	0.0000	-0.0000	1.0401	-0.5829	-0.4327	2.2002	-0.1199	0.0207	-0.0210	-1.3137	-0.0769	0.0186	-0.0229	-0.2929	0.8056	0.1856	0.8521	-0.2075	0.8122
3.5250	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.0295	-0.5727	-0.6155	1.1102	-1.1692	-0.0122	-0.0041	0.1013	0.0667	-0.0243	-0.0363	-0.1948	1.3473	0.6420	-0.3719	0.3108	-0.9271
3.5500	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.0210	0.2775	-0.5400	-0.5732	0.5313	-0.0231	0.0478	1.2763	-0.0066	-0.0346	-0.0168	-0.1512	0.2196	0.2050	-0.0977	0.6077	-1.3001
3.5750	9.9979	0.0001	0.0000	0.0000	-0.0000	0.6196	-0.5983	-0.0750	1.8101	-0.5710	-0.0207	0.0490	0.7836	-0.1028	0.0393	-0.0340	-0.0313	0.5037	0.5837	0.0345	0.3155	-1.0577
3.6000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.4800	0.4408	0.7557	-1.3572	0.3972	0.0298	0.0571	0.2656	0.0010	0.0101	-0.0414	0.0941	0.2018	-0.3243	0.0492	0.1176	-1.8877
3.6250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.5320	0.1944	-0.6354	-0.9189	-0.1452	0.0122	0.0292	-0.7325	0.0377	-0.0262	-0.0315	0.2740	-0.2866	-0.3534	-0.3963	-0.2123	0.6630
3.6500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.0458	-0.5163	0.0204	1.0732	-0.9816	-0.0134	0.0158	-0.5809	0.0346	0.0306	-0.0003	0.3339	0.4060	0.2341	-0.1809	-0.3583	0.3692
3.6750	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.2195	0.3501	-0.3572	-0.9161	0.4771	-0.0006	-0.0122	-1.1495	0.1003	0.0302	-0.0054	0.1541	0.3084	0.4429	0.1422	0.2872	0.2387
3.7000	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.9151	-0.5014	0.5768	1.9129	-0.0826	0.0237	-0.0280	-0.0755	-0.1334	-0.0174	-0.0267	-0.0258	0.3350	-0.7370	0.1128	-0.5280	-0.0971
3.7250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.3379	0.8839	0.1118	-2.0968	1.4210	-0.0000	-0.0419	0.9605	-0.0692	0.0212	0.0189	0.2358	0.7701	-0.2223	0.0688	0.0139	0.2154
3.7500	9.9979	0.0001	0.0000	0.0040	-0.0000	0.2275	0.1777	0.3503	-0.1261	0.5812	0.0049	-0.0594	0.3793	0.0423	0.0199	-0.0283	0.3721	-1.2544	0.1807	-0.6460	-0.0002	-0.1064
3.7750	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.5747	-0.0543	0.6364	-0.4666	-0.6827	0.0049	-0.0583	0.1898	0.0026	-0.0366	0.0204	0.5628	-0.7039	-0.0232	0.2891	0.2637	0.6164
3.8000	9.9980	0.0001	0.0000	0.0000	-0.0000	0.4719	0.2363	-0.1147	0.0017	0.9420	-0.0140	-0.0076	-0.0755	0.0453	0.0260	-0.0229	0.1650	0.7346	0.3118	-0.1075	-0.2547	0.1547
3.8250	9.9980	0.0001	0.0000	0.0000	-0.0000	0.5114	-0.8130	-0.8102	2.1293	-1.1065	0.0055	0.0414	-1.3011	0.0728	-0.0145	0.0166	0.3557	-0.8282	0.1127	0.4409	0.8009	-0.1997
3.8500	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.4373	0.0993	0.3264	-0.6350	-0.2397	-0.0116	0.0461	-0.5809	-0.0585	-0.0197	0.0214	0.0287	-0.6506	-0.5816	-0.2984	0.2543	0.4812
3.8750	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.1403	0.0221	0.5728	-0.1843	-0.0962	-0.0006	0.0606	1.2384	-0.0937	0.0186	0.0220	-0.4128	0.6191	-0.7855	-0.6020	0.1836	-0.5867
3.9000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.5301	-0.4671	-0.2339	1.4596	-0.3994	0.0152	0.0204	0.5056	0.0056	-0.0139	0.0112	-0.5054	-0.3309	-0.4942	-0.4698	-0.7070	-0.4282
3.9250	9.9979	0.0001	0.0000	0.0000	-0.0000	0.1568	0.8856	-0.8500	-1.6055	1.9192	-0.0000	0.0047	0.2403	0.0209	0.0225	0.0125	-0.3147	-0.7216	0.8167	0.1030	-0.2971	0.0755
3.9500	9.9979	0.0001	0.0000	0.0000	-0.0000	0.2440	-0.4554	0.0562	1.1503	-0.6623	-0.0219	0.0286	-0.7199	0.0071	0.0221	0.0182	-0.2166	0.7967	-0.1446	0.0051	0.0422	-0.1530
3.9750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.2065	0.9131	-0.6950	-2.0236	1.6106	0.0036	0.0356	-0.7831	0.0652	-0.0113	0.0112	-0.1839	-0.1800	-0.2174	0.3674	0.5464	1.3765
4.0000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.3550	-0.3538	0.0602	1.0591	-0.3490	0.0280	0.0105	-0.8841	0.0468	0.0332	0.0144	-0.0203	-1.0413	-0.3340	0.0639	-0.2217	0.1407
4.0250	9.9979	0.0001	0.0000	0.0000	-0.0000	0.0919	0.0761	-0.3770	-0.0596	0.2433	0.0049	-0.0064	0.6699	-0.1380	-0.0009	0.0179	0.2249	-0.8282	0.2535	-0.0487	-0.3913	-0.0504
4.0500	9.9979	0.0001	0.0000	0.0040	-0.0000	0.0681	-0.1907	-0.3254	0.4475	-0.3113	0.0018	-0.0268	0.7962	-0.0677	-0.0379	-0.0009	0.1159	-0.4109	-0.0912	0.6220	-0.0191	0.1547
4.0750	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.2414	-0.5793	0.0919	0.9114	-1.3942	-0.0024	-0.0349	0.6320	0.0530	0.0374	0.0249	0.3993	-0.6950	0.4817	-0.1662	0.2967	-0.2789
4.1000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.1807	0.3975	0.1675	-0.9718	0.6103	0.0231	-0.0548	-0.1892	-0.0066	-0.0113	0.0001	0.5301	1.0720	0.6177	-0.1809	-0.2075	-1.1463
4.1250	9.9979	0.0001	0.0000	0.0040	-0.0000	0.6408	-0.9421	-0.2856	2.5155	-1.2339	-0.0031	-0.0571	-0.4293	0.0331	0.0001	0.0319	0.2958	-1.0679	0.3021	0.4702	-0.0002	0.8589
4.1500	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.3922	0.0179	0.4417	-0.4277	-0.3566	-0.0128	-0.0623	-1.2505	-0.0265	0.0173	0.0240	-0.5381	-1.9115	-0.2417	-0.4796	-1.1500	0.4299
4.1750	9.9980	0.0001	0.0000	0.0000	-0.0000	1.1047	-0.9358	-0.3254	2.9669	-0.7575	0.0012	0.0239	-0.3030	0.0514	-0.0239	0.0259	-0.5272	0.9832	0.0836	-0.6607	0.2448	-0.1390
4.2000	9.9980	0.0001	0.0000	0.0000	-0.0000	0.2518	-0.8737	0.0999	1.9906	-1.4869	0.0225	0.0216	0.6952	0.0896	0.0351	0.0313	-0.1893	-0.9791	-0.3631	0.1814	0.0611	0.2900
4.2250	9.9980	0.0001	0.0000	0.0000	-0.0000	0.8110	0.5457	-0.0392	-0.2749	1.8970	-0.0055	0.0513	0.6067	-0.0311	-0.0119	0.0233	-0.0694	0.8500	-0.0329	0.0443	-0.2735	-0.4608
4.2500	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.6071	-0.2388	-0.0472	1.0822	0.1320	-0.0457	0.0332	0.4804	0.0010	-0.0434	0.0217	0.2522	0.9299	0.2341	0.8521	-0.1086	-0.1390
4.2750	9.9979	0.0001	0.0000	0.0040	-0.0000	0.2494	0.4016	-0.8142	-0.5498	1.0485	-0.0231	0.0059	-1.0989	-0.0112	0.0270	0.0259	0.0124	-0.9259	0.4235	-0.6852	-0.0143	0.1687
4.3000	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.5024	0.7099	-0.0988	-1.9151	0.9103	0.0280	0.0018	-0.7957	-0.0081	-0.0139	0.0322	0.2358	-0.6062	-0.4942	0.2499	0.1459	0.6770
4.3250	9.9979	0.0001	0.0000	0.0000	-0.0000	0.4863	-0.6751	0.0840	1.8297	-0.8570	0.0067	0.0367	-1.0736	0.1263	-0.0171	0.0198	0.3121	1.0809	0.5254	0.6661	0.1223	-0.2183
4.3500	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.2172	0.4993	-0.1147	-1.2109	0.7764	-0.0341	-0.0274	0.6067	0.0866	0.0121	0.0182	0.4375	-0.1622	-0.9312	0.2254	-0.0897	-0.1530
4.3750	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.2227	0.4830	-0.4684	-0.7385	1.1838	0.0103	-0.0221	0.8720	-0.0769	-0.0223	0.0096	0.2249	-0.8104	-0.7855	-0.2397	-0.0615	-0.5914
4.4000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.6678	-0.9632	-0.5201	1.2490	-2.5846	0.0237	-0.0513	0.7583	-0.0692	0.0059	0.0246	0.4756	0.5659	0.6420	0.0100	0.0893	0.4205
4.4250	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.0116	0.8654	0.3264	-1.7338	1.7105	0.0024	-0.0396	-0.7073	0.0392	0.0218	0.0227	0.5737	-0.8992	-0.4505	-0.4845	-0.1698	-0.6240
4.4500	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.0816	0.0107	-0.5598	-0.1030	-0.0603	-0.0189	-0.0618	-0.2777	0.0331	-0.0100	0.0310	0.0614	-0.9436	-0.3971	0.4213	-0.7117	1.6003
4.4750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.2356	-0.6856	-0.1863	1.1287	-1.5998	0.0122	-0.0384	-1.3137	-0.0845	0.0332	0.0220	-0.3637	1.2851	-0.0912	0.4996	0.1789	0.1874
4.5000	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.3500	0.8793	0.4298	-2.0999	1.3999	0.0219	0.0362	-0.4798	0.1064	0.0166	0.0275	-0.4618	-0.5618	0.1273	-0.6313	0.6925	-0.9504
4.5250	9.9980	0.0001	0.0000	-0.0040	-0.0000	1.1680	0.2920	0.1476	0.5869	1.7491	-0.0073	0.0723	1.2132	-0.0463	-0.0294	0.0026	-0.4782	0.2640	0.3506	0.1569	-0.8531	2.3884
4.5500	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.4714	0.9360	-0.2975	-2.3340	1.3913	-0.0189	0.0041	0.8089	-0.0387	0.0296	0.0204	-0.2765	0.4238	0.0496	0.3674	0.2778	-0.6613
4.5750	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.9689	-0.4427	-0.1584	1.8498	0.0880	-0.0012	0.0350	-0.3535	-0.0066	0.0118	0.0096	-0.2602	-0.7749	-0.4505	0.3527	-0.4667	0.2014
4.6000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.2213	1.4779	-0.6830	-2.7198	3.1624	0.0207	-0.0315	-0.7704	0.0285	-0.0158	0.0109	-0.1730	0.1574	0.4866	0.2108	0.6501	-0.3722
4.6250	9.9979	0.0001	0.0000	0.0040	-0.0000	0.6448	-0.3858	-0.7228	1.4124	-0.1229	0.0006	-0.0536	-1.0105	-0.0234	0.0338	0.0284	-0.1566	0.9388	-0.1495	0.0051	-0.4290	-0.1390
4.6500	9.9980	0.0001	0.0000	-0.0040	-0.0000	0.7465	-0.6324	0.5927	2.0049	-0.5119	-0.0518	-0.0414	-0.2777	0.0636	0.0140	0.0224	0.3612	-0.4020	0.5983	0.0737	0.5558	0.0708
4.6750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.1578	1.0510	0.2072	-2.2494	1.9337	0.0097	-0.0600	1.1753	0.0362	-0.0353	0.0169	0.3775	-0.8904	-0.7370	0.2206	0.1600	-0.0411
4.7000	9.9979	0.0001	0.0000	0.0000	-0.0000	0.1756	-0.7787	0.4099	1.7252	-1.3741	0.0268	0.0070	0.7710	0.1095	0.0218	0.0173	0.1813	0.7790	0.0253	0.3136	-0.6835	0.4019
4.7250	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.3588	0.2733	-0.0114	-0.9028	0.1851	-0.0073	0.0548	0.7204	-0.1196	0.0163	0.0195	0.1922	0.2285	0.5740	-0.6656	-0.0426	-0.8245
4.7500	9.9979	0.0001	0.0000	0.0040	-0.0000	0.4751	-0.3607	-0.3214	1.1929	-0.2427	-0.0043	0.0303	-0.4672	-0.0647	-0.0210	0.0268	0.5574	-0.7572	-0.0912	-0.3719	0.2354	0.3786
4.7750	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.4884	0.0564	-0.5241	-0.6007	-0.3761	-0.0055	-0.0046	-0.4672	-0.1151	0.0043	-0.0445	0.1050	0.9743	0.2584	-0.1809	0.1647	-0.1577
4.8000	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.7861	0.0409	-0.7188	-0.8675	-0.7047	0.0140	0.0123	-0.5430	0.0148	0.0205	0.0185	0.3993	-0.8193	-0.1689	0.0247	-0.2358	-0.5960
4.8250	9.9980	0.0001	0.0000	-0.0040	-0.0000	-0.0944	1.0939	0.9901	-2.2712	2.0824	0.0030	-0.0221	-1.1242	0.0331	-0.0184	0.0204	-0.1185	-1.3876	-0.0329	-0.4551	0.4286	0.0055
4.8500	9.9979	0.0001	0.0000	0.0000	-0.0000	1.0709	-0.4631	0.2390	1.9925	0.1492	-0.0274	-0.0466	0.0003	-0.0127	-0.0223	0.0246	-0.4673	1.2318	0.7536	-0.0194	0.3674	-0.4748
4.8750	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.2821	1.1009	-0.4446	-2.4728	1.9087	-0.0031	-0.0635	0.8594	-0.0509	0.0105	0.0157	-0.4019	-0.6328	-0.1058	0.1569	-0.5044	1.0874
4.9000	9.9979	0.0001	0.0000	0.0000	-0.0000	-0.7505	0.5610	0.4576	-1.8668	0.3658	0.0231	-0.0396	0.7204	0.0285	-0.0187	0.0125	-0.4727	0.6902	-0.4942	1.0480	0.1035	0.4345
4.9250	9.9979	0.0001	0.0000	0.0040	-0.0000	-0.6411	-0.8095	-0.3373	0.9698	-2.2519	-0.0067	0.0426	-0.0124	-0.1349	-0.0210	0.0080	-0.3583	0.7790	-0.1543	0.0884	0.3909	-0.5354
4.9500	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.6877	0.6310	0.0919	-1.9434	0.5679	-0.0292	0.0589	-0.1766	-0.0249	0.0306	0.0013	-0.2384	0.5659	-0.9409	0.1079	-0.7447	0.1174
4.9750	9.9980	0.0001	0.0000	-0.0040	-0.0000	1.4970	0.4002	-0.8897	0.7006	2.2935	-0.0012	0.0367	-0.6820	0.0148	0.0049	-0.0203	-0.1239	-0.9259	0.1419	0.3625	0.3297	-0.5494
5.0000	9.9979	0.0001	0.0000	0.0040	-0.0000	0.1507	0.6504	0.3980	-1.1437	1.4450	0.0268	0.0268	-0.9473	0.0300	-0.0385	-0.0312	-0.2166	1.0542	-0.1398	0.1226	-0.3442	-0.7219
5.0250	9.9980	0.0001	0.0000	0.0000	-0.0000	0.7002	-0.3904	0.8272	1.4771	-0.0766	0.0061	-0.0198	1.3774	-0.1319	0.0244	-0.0331	-0.1730	-0.0557	-0.1349	0.0541	0.0375	0.0102
5.0500	9.9980	0.0001	0.0000	0.0000	-0.0000	0.0005	0.8699	0.7000	-1.7306	1.7317	-0.0122	-0.0559	0.5562	-0.1135	0.0075	-0.0254	-0.1348	-0.5263	-0.6010	-0.3131	-1.0322	-0.9458
5.0750	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.1850	0.9154	-0.5479	-2.0066	1.6366	0.0079	-0.0379	0.4930	0.0591	-0.0294	0.0007	0.4593	0.6191	-0.4456	0.1079	0.2778	0.7096
5.1000	9.9980	0.0001	0.0000	0.0000	-0.0000	-0.4239	0.0586	-0.2777	-0.5405	-0.3073	0.0201	0.0432	-0.3788	0.0331	0.0238	0.0077	0.3503	0.1130	0.0302	-0.3865	0.8150	-0.6053
