time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
s 	m 	m 	° 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
7.4500	0.0030	0.0000	0.0000	0.0000	-0.0177	0.0062	0.0179	-0.0301	-0.0053	0.5024	1.3055	0.3304	-0.4645	0.0090	0.6750	0.3603
7.5000	0.0030	0.0000	0.0000	0.0000	-0.0040	-0.0113	0.0299	0.0184	-0.0265	1.1981	-0.0036	0.9775	1.1959	-0.5980	0.3225	0.0258
7.5500	0.0030	0.0000	0.0000	0.0000	0.0412	0.0036	-0.0313	0.0341	0.0483	-0.3181	0.3608	-0.7425	-0.7131	-0.6659	0.0484	-0.1109
7.6000	0.0030	0.0000	0.0000	0.0000	0.0344	-0.0057	-0.0455	0.0457	0.0230	0.0065	-1.0331	-0.3758	-0.5533	-0.2533	0.0973	-0.3653
7.6500	0.0030	0.0000	0.0000	0.0000	0.0396	-0.0254	0.0228	0.0902	-0.0109	0.2776	1.0724	0.0722	0.4767	0.8295	-0.5588	0.7562
7.7000	0.0030	0.0000	0.0000	0.0000	0.0086	-0.0443	0.0163	0.0967	-0.0795	-0.1148	-0.7899	0.3982	0.4323	0.6644	-0.1719	0.7232
7.7500	0.0030	0.0000	0.0000	0.0000	0.0685	-0.0033	0.0272	0.0751	0.0619	-0.1290	1.3412	0.0566	-0.7398	-0.1270	0.6849	0.1436
7.8000	0.0030	0.0000	0.0000	0.0000	0.0493	-0.0084	-0.0487	0.0659	0.0326	0.2349	-0.9704	0.5853	-0.9262	0.4411	-0.2747	0.1294
7.8500	0.0030	0.0000	0.0000	0.0000	0.0740	0.0231	0.0201	0.0281	0.1199	-0.1005	1.1864	0.6907	0.1393	-0.0881	-0.2846	-1.0392
7.9000	0.0030	0.0000	0.0000	0.0000	0.0497	-0.0487	0.0245	0.1467	-0.0473	0.3383	-0.0766	1.1585	-0.3669	-0.4425	-0.3384	-1.1145
7.9500	0.0030	0.0000	0.0000	0.0000	0.0365	-0.0453	0.0250	0.1266	-0.0536	-0.1361	0.5193	-0.2489	0.7963	-0.3212	-0.8231	-0.1627
8.0000	0.0030	0.0000	0.0000	0.0000	0.0458	0.0081	-0.0558	0.0296	0.0620	0.0315	-1.0526	0.2233	0.8851	-0.6126	0.1023	-0.5396
8.0500	0.0030	0.0000	0.0000	0.0000	0.0443	0.0234	-0.0384	-0.0024	0.0909	0.2706	-1.0240	-1.0694	0.9917	-0.6854	-0.3286	-0.2051
8.1000	0.0030	0.0000	0.0000	0.0000	0.0303	0.0143	0.0184	0.0018	0.0587	-0.4287	0.6552	0.1101	1.1337	-0.1998	0.1659	-0.4973
8.1500	0.0030	0.0000	0.0000	0.0000	0.0253	-0.0196	0.0179	0.0643	-0.0137	0.2527	0.8662	1.0491	1.4889	0.5528	0.1316	0.5159
8.2000	0.0030	0.0000	0.0000	0.0000	0.0406	-0.0495	-0.0334	0.1390	-0.0579	-0.2646	0.8614	0.3699	-0.8020	-0.3261	0.2491	0.4358
8.2500	0.0030	0.0000	0.0000	0.0000	0.0558	-0.0124	-0.0389	0.0805	0.0311	-0.0469	-0.8700	-0.4397	1.4889	-0.6077	0.0288	-0.0166
8.3000	0.0030	0.0000	0.0000	0.0000	0.0825	-0.0041	0.0223	0.0907	0.0744	-0.0149	-0.6290	-1.6632	0.0771	0.6644	0.2981	-0.7848
8.3500	0.0030	0.0000	0.0000	0.0000	0.0799	-0.0130	0.0288	0.1057	0.0541	-0.1219	-0.4141	-0.0179	-0.6510	0.6159	0.4547	0.5865
8.4000	0.0030	0.0000	0.0000	0.0000	0.0394	-0.0117	-0.0624	0.0627	0.0160	0.4953	0.6735	-0.0404	-0.6244	0.1935	0.2050	0.6996
8.4500	0.0030	0.0000	0.0000	0.0000	-0.0356	-0.0292	0.0250	0.0225	-0.0937	0.3526	-0.5808	0.1550	0.2902	-0.3212	-1.1071	0.6996
8.5000	0.0030	0.0000	0.0000	0.0000	0.0232	0.0669	0.0245	-0.1100	0.1564	0.4311	1.6730	0.5808	-1.1394	-0.2387	-0.4020	-0.1815
8.5500	0.0030	0.0000	0.0000	0.0000	-0.0437	-0.0046	-0.0263	-0.0346	-0.0528	0.2527	-0.8171	-0.4156	-1.5478	0.0186	-0.4412	-0.2805
8.6000	0.0030	0.0000	0.0000	0.0000	0.0098	0.0641	-0.0329	-0.1178	0.1374	-0.8496	1.7182	0.4287	-0.1715	0.1935	-0.1475	-0.2193
8.6500	0.0030	0.0000	0.0000	0.0000	-0.0409	-0.0100	0.0108	-0.0210	-0.0607	0.1314	-1.3965	-0.3410	-1.1749	-0.3552	0.0973	0.5347
8.7000	0.0030	0.0000	0.0000	0.0000	-0.0186	-0.0187	0.0425	0.0185	-0.0557	-0.5821	0.3079	-0.7666	0.0505	-0.3018	0.2785	0.1672
8.7500	0.0030	0.0000	0.0000	0.0000	0.0113	0.0446	-0.0580	-0.0774	0.1000	0.1992	-0.8954	-0.0713	-1.0150	-0.4135	-0.4462	0.7280
8.8000	0.0030	0.0000	0.0000	0.0000	-0.0574	0.0243	-0.0258	-0.1057	-0.0090	0.0172	-0.2910	-1.3295	0.4057	-0.0978	0.2491	-0.0402
8.8500	0.0030	0.0000	0.0000	0.0000	0.0094	0.0547	0.0130	-0.0994	0.1183	-0.3787	0.3161	1.4617	-1.5745	0.2323	-0.2307	0.2756
8.9000	0.0030	0.0000	0.0000	0.0000	-0.0083	0.0274	0.0425	-0.0627	0.0461	0.1921	0.0228	-1.0761	0.1304	-0.4620	-0.1867	0.0965
8.9500	0.0030	0.0000	0.0000	0.0000	-0.0209	-0.0153	-0.0624	0.0095	-0.0513	-0.3181	-1.8379	-0.3832	0.0771	0.0283	-0.7790	-0.0590
9.0000	0.0030	0.0000	0.0000	0.0000	0.0004	0.0101	0.0245	-0.0197	0.0204	0.2028	-0.0703	-0.6901	-0.7753	-0.2872	0.5576	-0.6905
9.0500	0.0030	0.0000	0.0000	0.0000	-0.0276	-0.0506	0.0217	0.0731	-0.1282	0.0672	-1.8222	-0.4521	-0.4912	0.8247	1.0912	-0.2569
9.1000	0.0030	0.0000	0.0000	0.0000	-0.0077	-0.0214	-0.0597	0.0349	-0.0504	-0.4251	0.6389	-0.2150	-1.4857	-0.3552	-0.6910	0.1106
9.1500	0.0030	0.0000	0.0000	0.0000	-0.0312	-0.0268	0.0228	0.0222	-0.0846	0.3776	-0.9459	0.2442	1.2581	-0.3600	-0.1621	0.3132
9.2000	0.0030	0.0000	0.0000	0.0000	-0.0619	-0.0509	0.0299	0.0395	-0.1632	-0.2503	-0.8458	-1.5962	0.6454	0.0283	0.2589	0.5912
9.2500	0.0030	0.0000	0.0000	0.0000	0.0278	0.0102	0.0163	0.0075	0.0481	0.1599	0.2632	1.4376	0.8052	-0.0542	-0.4412	0.3132
9.3000	0.0030	0.0000	0.0000	0.0000	-0.0493	-0.0172	-0.0542	-0.0151	-0.0835	0.0850	0.7045	0.2432	0.8318	0.8489	-0.1671	-0.2664
9.3500	0.0030	0.0000	0.0000	0.0000	0.0086	-0.0508	-0.0564	0.1097	-0.0926	-0.2610	-0.8425	-0.0472	0.7875	0.4848	-0.3580	-0.3087
9.4000	0.0030	0.0000	0.0000	0.0000	-0.0323	-0.0624	0.0048	0.0920	-0.1566	0.3276	-0.8145	-0.4972	-1.5478	0.1595	-0.0055	-0.1391
9.4500	0.0030	0.0000	0.0000	0.0000	-0.0132	-0.0038	0.0228	-0.0056	-0.0208	0.0351	-0.0493	-0.9224	1.3202	0.2129	0.1756	0.5724
9.5000	0.0030	0.0000	0.0000	0.0000	0.0510	-0.0194	0.0403	0.0896	0.0123	0.3063	0.4573	1.6573	0.7431	-0.3066	0.3421	-1.0251
9.5500	0.0030	0.0000	0.0000	0.0000	0.0648	0.0083	-0.0029	0.0483	0.0814	-0.1290	1.2588	0.1157	0.4323	-0.1270	0.5134	0.4405
9.6000	0.0030	0.0000	0.0000	0.0000	-0.0618	-0.0170	0.0135	-0.0280	-0.0955	0.0137	-0.8792	0.2540	-0.5977	0.1983	-0.4020	-0.1156
9.6500	0.0030	0.0000	0.0000	0.0000	-0.0610	-0.0496	-0.0023	0.0376	-0.1597	0.1421	-0.6573	-0.7918	-0.6421	0.5528	0.4058	-0.2240
9.7000	0.0030	0.0000	0.0000	0.0000	-0.0273	0.0231	0.0348	-0.0733	0.0188	-0.0184	0.6741	0.3537	-0.9529	-0.5591	-0.1328	-0.5020
9.7500	0.0030	0.0000	0.0000	0.0000	-0.0079	0.0041	-0.0515	-0.0161	0.0002	0.1243	-0.2226	0.2837	-0.8286	-0.0784	-0.4804	0.5865
9.8000	0.0030	0.0000	0.0000	0.0000	-0.0427	-0.0337	-0.0274	0.0244	-0.1098	0.1350	0.8963	0.1232	-0.4024	0.0526	0.0631	0.6431
9.8500	0.0030	0.0000	0.0000	0.0000	0.0066	-0.0433	0.0212	0.0929	-0.0796	-0.3823	0.2357	1.0451	-0.2870	0.4508	-0.2111	-0.2475
9.9000	0.0030	0.0000	0.0000	0.0000	0.0807	-0.0044	0.0201	0.0894	0.0720	-0.2289	0.6989	-0.4088	0.1481	-0.6271	0.0386	0.0353
9.9500	0.0030	0.0000	0.0000	0.0000	0.0112	0.0486	0.0299	-0.0856	0.1080	-0.3145	-1.4789	-0.2819	0.2280	-0.7679	-1.1021	-0.2381
10.0000	0.0030	0.0000	0.0000	0.0000	-0.0428	-0.0147	-0.0466	-0.0136	-0.0721	0.1992	0.9707	0.3092	-0.4112	0.7761	0.4988	-0.4077
10.0500	0.0030	0.0000	0.0000	0.0000	0.0402	-0.0020	0.0294	0.0442	0.0362	-0.2503	0.2389	1.3575	0.3790	0.4750	-0.1475	-0.0684
10.1000	0.0030	0.0000	0.0000	0.0000	0.0030	-0.0093	0.0228	0.0214	-0.0155	0.1921	-0.1864	-0.8328	-0.7309	0.8927	-0.4069	-0.4737
10.1500	0.0030	0.0000	0.0000	0.0000	0.0082	-0.0303	0.0048	0.0685	-0.0522	-0.3466	-1.4184	-0.0815	-1.1572	-0.4086	-0.2307	0.5912
10.2000	0.0030	0.0000	0.0000	0.0000	0.0510	-0.0293	0.0206	0.1093	-0.0072	-0.3252	1.0056	0.0625	-0.5533	-0.1513	-0.4902	0.5065
10.2500	0.0030	0.0000	0.0000	0.0000	-0.0256	-0.0137	0.0228	0.0018	-0.0529	0.0422	0.5961	1.5133	0.1659	0.0624	-0.1328	0.7421
10.3000	0.0030	0.0000	0.0000	0.0000	0.0806	0.0226	0.0152	0.0356	0.1256	-0.5108	1.2688	0.6316	-0.8818	0.8441	-0.1181	-0.2099
10.3500	0.0030	0.0000	0.0000	0.0000	0.0440	-0.0478	-0.0225	0.1391	-0.0511	0.1385	0.0519	0.9200	0.6809	0.3876	0.0141	0.2709
10.4000	0.0030	0.0000	0.0000	0.0000	0.0644	-0.0221	0.0261	0.1083	0.0204	-0.3573	-0.9882	-1.3433	-1.2992	-0.3309	-0.2503	0.2378
10.4500	0.0030	0.0000	0.0000	0.0000	-0.0117	-0.0639	0.0305	0.1155	-0.1388	0.0350	-0.2037	0.5272	0.8496	-0.2144	0.3568	-0.1627
10.5000	0.0030	0.0000	0.0000	0.0000	-0.0107	-0.0632	0.0392	0.1151	-0.1365	-0.2182	-0.6833	-0.8175	1.9151	0.0770	0.2050	-0.1391
10.5500	0.0030	0.0000	0.0000	0.0000	0.0702	-0.0556	-0.0247	0.1809	-0.0404	-0.4394	-1.4272	-1.0459	-1.2548	-0.1513	0.2932	0.6949
10.6000	0.0030	0.0000	0.0000	0.0000	-0.0009	-0.0320	0.0064	0.0628	-0.0645	0.3312	1.1542	0.8557	0.4944	0.6256	-0.0495	-0.2003
10.6500	0.0030	0.0000	0.0000	0.0000	-0.0219	-0.0328	0.0381	0.0433	-0.0871	-0.7070	0.9663	0.4453	-1.5034	0.0915	-0.1328	-0.7611
10.7000	0.0030	0.0000	0.0000	0.0000	0.0417	0.0323	-0.0548	-0.0226	0.1060	-0.1719	-1.4491	-0.7864	-1.2548	-0.6951	-0.2503	-0.0637
10.7500	0.0030	0.0000	0.0000	0.0020	0.0348	-0.0041	0.0316	0.0430	0.0265	-1.9306	-0.7504	-1.6425	-0.3935	0.2274	-0.6615	-0.9355
10.8000	0.0031	0.0000	0.0000	0.0020	-0.0919	-0.0378	0.0168	-0.0166	-0.1671	-4.6240	-1.2960	-0.1295	0.0149	-0.0153	0.3471	-1.1098
10.8500	0.0032	0.0000	0.0000	0.0020	0.0518	0.0061	-0.0629	0.0396	0.0640	-7.5851	-0.7548	-1.5064	-1.0328	0.4362	-0.4069	-0.3324
10.9000	0.0033	0.0000	0.0000	0.0040	0.0505	0.0455	0.0195	-0.0401	0.1410	-5.6015	-0.3915	1.3534	1.6132	0.0770	0.0434	-0.0825
10.9500	0.0035	0.0000	0.0000	0.0040	-0.0124	0.0166	-0.0012	-0.0454	0.0206	-2.7190	0.5018	-0.1255	-0.4734	-0.6757	-0.0545	0.0965
11.0000	0.0037	0.0000	0.0000	0.0060	0.0107	0.0115	-0.0040	-0.0122	0.0337	-4.3386	0.0333	1.4918	-0.8108	0.3051	-0.4510	0.1672
11.0500	0.0040	0.0000	0.0000	0.0060	0.0075	0.0522	-0.0111	-0.0963	0.1113	-4.4814	0.3707	0.1947	0.0327	0.3343	-0.1083	-0.6574
11.1000	0.0043	0.0000	0.0000	0.0060	-0.0392	0.0400	0.0234	-0.1188	0.0405	-0.7426	-1.3410	-0.3986	0.4856	0.6256	0.0924	-0.7282
11.1500	0.0046	0.0000	0.0000	0.0060	-0.0105	0.1059	-0.0324	-0.2213	0.2002	0.0637	-0.9882	-1.3433	1.0450	0.2226	0.1218	0.4781
11.2000	0.0049	0.0000	0.0000	0.0060	-0.0201	0.1460	-0.0111	-0.3107	0.2705	-2.5085	-0.4652	-0.0964	0.6188	-0.6029	-0.1964	0.7374
11.2500	0.0052	0.0000	0.0000	0.0080	-0.0538	0.1154	0.0113	-0.2834	0.1757	-2.4408	0.0478	0.6348	-0.3136	0.3391	0.6555	0.3650
11.3000	0.0056	0.0000	0.0000	0.0060	-0.0028	0.1276	-0.0072	-0.2566	0.2510	-0.5714	1.0502	0.7530	0.3967	0.2858	0.4254	-0.4360
11.3500	0.0059	0.0000	0.0000	0.0080	-0.0373	0.0988	-0.0602	-0.2339	0.1594	-2.1411	-1.3980	-0.7078	0.5832	0.4848	-0.2698	-0.0260
11.4000	0.0063	0.0000	0.0000	0.0080	-0.0598	0.0773	0.0092	-0.2136	0.0939	-5.6729	0.9598	-0.1794	-0.5799	-0.5980	-0.0495	-0.0872
11.4500	0.0067	0.0000	0.0000	0.0100	-0.0106	0.0880	0.0408	-0.1857	0.1644	-6.2045	0.2723	0.7440	-0.0206	0.1546	0.2491	0.4216
11.5000	0.0072	0.0000	0.0000	0.0100	0.0421	0.1391	-0.0564	-0.2347	0.3189	-5.1128	0.4939	0.1195	-0.3491	0.4314	0.2686	0.8787
11.5500	0.0077	0.0000	0.0000	0.0120	-0.0270	0.0575	0.0015	-0.1415	0.0874	-5.4089	-0.8499	-0.6447	-0.5622	0.5139	0.3812	0.4781
11.6000	0.0083	0.0000	0.0000	0.0120	-0.0156	0.0326	0.0195	-0.0805	0.0493	-7.0857	-0.8688	-0.8882	1.0273	0.4653	-0.0251	-0.0778
11.6500	0.0089	0.0000	0.0000	0.0120	0.0323	0.0623	-0.0755	-0.0917	0.1564	-5.2626	-1.2621	-1.5855	0.6365	0.0139	-0.6321	-0.2522
11.7000	0.0095	0.0000	0.0000	0.0140	-0.0441	0.0565	0.0190	-0.1566	0.0684	-1.7522	-1.4526	-0.6775	-1.2636	0.5770	-0.8378	-0.1438
11.7500	0.0102	0.0000	0.0000	0.0140	-0.0311	0.1042	0.0184	-0.2384	0.1762	-2.6084	0.5515	0.8229	0.8408	0.5236	-0.3433	0.2331
11.8000	0.0109	0.0000	0.0000	0.0160	0.0071	0.1291	-0.0597	-0.2498	0.2640	-5.7300	-0.0834	0.9550	-0.4468	0.0526	-0.4363	0.1672
11.8500	0.0117	0.0000	0.0000	0.0140	-0.0241	0.1229	0.0075	-0.2686	0.2204	-4.5277	-1.0515	-1.4618	-0.8197	-0.0930	-0.0692	0.3603
11.9000	0.0124	0.0000	0.0000	0.0180	0.0116	0.1266	0.0190	-0.2404	0.2636	-4.2959	-1.1306	0.1463	-0.7930	-0.6805	0.1365	0.4499
11.9500	0.0133	0.0000	0.0000	0.0160	-0.0455	0.1057	-0.0427	-0.2558	0.1649	-5.5588	1.0245	0.3060	0.5744	-0.2338	-0.6714	0.5630
12.0000	0.0141	0.0000	0.0000	0.0200	0.0429	0.1537	-0.0405	-0.2630	0.3488	-6.6005	0.0620	1.4357	-0.3579	0.7130	-0.5979	-0.1062
12.0500	0.0151	0.0000	0.0000	0.0180	-0.0024	0.1265	0.0130	-0.2540	0.2493	-5.6979	0.6472	0.3553	1.3025	0.9121	-0.5636	-0.5539
12.1000	0.0160	0.0000	0.0000	0.0200	0.0089	0.1165	0.0092	-0.2229	0.2408	-3.0722	0.0986	1.1346	-0.0827	0.3440	0.2246	-0.3181
12.1500	0.0170	0.0000	0.0000	0.0220	-0.0025	0.1078	0.0272	-0.2171	0.2120	-4.0854	1.0653	0.2901	-0.9262	0.1206	0.0288	-0.3795
12.2000	0.0181	0.0000	0.0000	0.0220	-0.0137	0.1438	-0.0613	-0.2998	0.2725	-7.0928	-0.2415	1.2768	0.4590	0.6741	-0.2797	-0.9543
12.2500	0.0192	0.0000	0.0000	0.0220	-0.0153	0.1881	0.0059	-0.3897	0.3591	-5.1663	-0.0998	-0.6069	0.2458	-0.1562	0.0386	0.1294
12.3000	0.0203	0.0000	0.0000	0.0220	-0.0157	0.1617	0.0053	-0.3375	0.3061	-4.2530	-0.9164	0.1610	-0.6688	-0.7000	-0.2993	-0.5208
12.3500	0.0214	0.0000	0.0000	0.0260	-0.0020	0.1763	0.0163	-0.3528	0.3489	-5.5694	-0.4505	-1.3746	-0.6421	0.1449	-0.6125	-0.1344
12.4000	0.0227	0.0000	0.0000	0.0240	-0.0197	0.1761	-0.0116	-0.3700	0.3307	-7.9954	-1.8872	-0.5163	-1.5478	-0.0250	0.4058	0.1578
12.4500	0.0239	0.0000	0.0000	0.0280	-0.0523	0.1650	0.0026	-0.3807	0.2761	-6.8360	1.0854	0.0850	-0.3935	0.8489	0.0386	-0.3465
12.5000	0.0253	0.0000	0.0000	0.0280	-0.0398	0.1229	-0.0072	-0.2845	0.2049	-7.2783	0.2824	1.2598	-1.2281	0.7325	0.4254	-0.3134
12.5500	0.0267	0.0000	0.0000	0.0300	-0.0061	0.1952	-0.0493	-0.3944	0.3823	-9.6828	0.0470	-0.9959	-1.1394	0.1498	-0.6910	-0.1533
12.6000	0.0282	0.0000	0.0000	0.0300	-0.0312	0.1831	-0.0438	-0.3956	0.3333	-10.6603	-1.1253	-0.0171	0.0416	-0.4766	-0.0888	-0.0402
12.6500	0.0297	0.0000	0.0000	0.0340	-0.0475	0.1665	-0.0203	-0.3788	0.2839	-8.9479	-0.6405	-1.3092	0.7164	0.1595	-0.0741	0.7939
12.7000	0.0314	0.0000	0.0000	0.0340	-0.0309	0.1485	0.0272	-0.3264	0.2646	-5.7942	-1.8196	-0.5337	-1.7165	0.1109	0.1610	-0.0119
12.7500	0.0331	0.0000	0.0000	0.0340	-0.0494	0.1045	-0.0733	-0.2574	0.1586	-6.8644	0.5134	-0.4795	-0.3579	-0.3309	-0.2650	0.4828
12.8000	0.0348	0.0000	0.0000	0.0360	0.0777	0.1616	-0.0040	-0.2440	0.3994	-6.8681	0.1547	1.4712	-1.2193	0.2323	-0.2503	-0.6574
12.8500	0.0366	0.0000	0.0000	0.0360	0.0276	0.1296	0.0239	-0.2303	0.2855	-2.5727	0.7716	-0.1684	-1.2548	0.5576	-0.2454	0.0306
12.9000	0.0384	0.0000	0.0000	0.0380	0.0735	0.1531	0.0255	-0.2311	0.3782	-0.0220	-0.5638	0.8743	0.3790	-0.4135	0.0092	-0.4312
12.9500	0.0403	0.0000	0.0000	0.0360	0.0146	0.1680	-0.0433	-0.3197	0.3488	-3.0686	0.2063	-0.5296	0.7875	0.3148	-0.5734	-0.0119
13.0000	0.0421	0.0000	0.0000	0.0380	0.0079	0.2035	0.0152	-0.3972	0.4130	-8.9943	0.1852	1.3606	0.1748	-0.4425	0.3911	0.0494
13.0500	0.0440	0.0000	0.0000	0.0420	-0.0274	0.1689	0.0316	-0.3635	0.3086	-9.4616	-0.6423	-1.2547	0.8851	-0.5299	0.5624	0.8127
13.1000	0.0461	0.0000	0.0000	0.0420	-0.0360	0.1353	0.0294	-0.3051	0.2332	-10.4177	-0.6350	1.0008	0.9029	-0.1124	0.1218	0.2331
13.1500	0.0482	0.0000	0.0000	0.0440	-0.0368	0.1261	0.0430	-0.2877	0.2141	-12.3477	0.0092	-1.4830	0.7253	0.5624	0.2149	0.2425
13.2000	0.0504	0.0000	0.0000	0.0460	0.0080	0.1558	-0.0651	-0.3019	0.3180	-14.0209	0.3994	1.3753	1.0716	0.4750	-0.2698	-0.1627
13.2500	0.0527	0.0000	0.0000	0.0480	0.0403	0.2436	0.0010	-0.4445	0.5251	-10.3071	-0.2756	-0.9771	0.5211	0.0283	-0.1524	0.2049
13.3000	0.0551	0.0000	0.0000	0.0500	-0.0084	0.2307	0.0212	-0.4675	0.4508	-7.9026	-1.9463	-0.3497	0.3967	-0.0881	-0.5342	0.2331
13.3500	0.0576	0.0000	0.0000	0.0500	0.0117	0.2696	-0.0444	-0.5248	0.5481	-8.8551	-0.4975	-1.1680	0.6188	0.8343	-0.3825	0.2803
13.4000	0.0601	0.0000	0.0000	0.0520	-0.0017	0.2490	-0.0799	-0.4973	0.4939	-6.1438	-1.4021	0.2437	-0.5000	-0.2726	0.3128	-0.0307
13.4500	0.0627	0.0000	0.0000	0.0520	-0.0570	0.2121	-0.0307	-0.4792	0.3651	-2.7297	-0.1787	-1.8933	0.6365	0.1255	-0.3336	0.2284
13.5000	0.0653	0.0000	0.0000	0.0540	-0.0262	0.2291	0.0113	-0.4820	0.4296	-2.7119	-1.3575	0.9341	0.7431	-0.2484	-0.1964	0.3981
13.5500	0.0680	0.0000	0.0000	0.0520	0.0244	0.1838	0.0354	-0.3413	0.3901	-4.9666	1.2795	0.3047	-0.8996	-0.5494	-0.4706	-0.3134
13.6000	0.0706	0.0000	0.0000	0.0560	0.0594	0.2156	-0.0695	-0.3697	0.4885	-8.2593	-1.5865	-0.2755	0.2636	-0.4669	-0.6420	0.6054
13.6500	0.0734	0.0000	0.0000	0.0580	0.0490	0.1903	-0.0411	-0.3297	0.4277	-14.6559	-1.0316	-1.2457	-0.2780	0.4119	0.4450	0.2237
13.7000	0.0763	0.0000	0.0000	0.0600	0.0376	0.1994	0.0070	-0.3593	0.4345	-18.5267	-0.6264	1.1497	-1.4324	0.2858	-0.5636	-0.0307
13.7500	0.0793	0.0000	0.0000	0.0640	0.0607	0.1992	0.0053	-0.3358	0.4571	-15.0661	0.0006	-1.6319	1.6665	0.0624	-0.3727	0.2519
13.8000	0.0825	0.0000	0.0000	0.0640	0.0008	0.1915	0.0124	-0.3803	0.3819	-10.3962	-2.1700	-0.4861	-1.3347	0.1546	-0.3384	0.1341
13.8500	0.0857	0.0000	0.0000	0.0660	0.0743	0.3059	0.0113	-0.5344	0.6830	-5.4089	0.4033	-0.8129	0.3612	-0.8602	-0.3776	-0.4455
13.9000	0.0890	0.0000	0.0000	0.0680	0.0184	0.2421	0.0048	-0.4634	0.5001	-6.9144	-1.6795	0.1103	-0.6066	0.1887	-0.1181	-0.3700
13.9500	0.0924	0.0000	0.0000	0.0680	-0.0265	0.2270	0.0458	-0.4782	0.4253	-8.8337	-0.4003	-1.2688	-1.2992	-0.2775	-0.5441	-0.2758
14.0000	0.0958	0.0000	0.0000	0.0680	0.0638	0.2876	-0.0220	-0.5084	0.6360	-7.1820	-1.1604	0.6508	-1.3435	0.4896	-0.6468	0.0210
14.0500	0.0992	0.0000	0.0000	0.0720	-0.0154	0.2494	-0.0405	-0.5116	0.4809	-6.9929	1.4234	0.4186	-1.1394	-0.4912	-0.2797	-0.7329
14.1000	0.1028	0.0000	0.0000	0.0720	-0.0486	0.2568	-0.0214	-0.5596	0.4624	-9.1619	-0.9162	1.3976	-1.1394	0.8489	0.5184	-0.0355
14.1500	0.1064	0.0000	0.0000	0.0720	-0.0903	0.2802	0.0195	-0.6478	0.4672	-10.3927	-0.1666	-1.8532	-1.3169	-0.1755	-0.1377	-0.5255
14.2000	0.1100	0.0000	0.0000	0.0760	-0.0505	0.2911	-0.0094	-0.6298	0.5287	-7.5423	-1.4364	-0.3523	0.5744	-0.2775	-0.1719	0.2002
14.2500	0.1138	0.0000	0.0000	0.0780	-0.0654	0.2736	0.0124	-0.6098	0.4789	-9.4901	0.2116	-0.6930	0.4323	0.0235	-0.5146	-0.0590
14.3000	0.1177	0.0000	0.0000	0.0800	-0.0388	0.2492	-0.0591	-0.5347	0.4571	-18.4374	-0.2775	0.7353	-0.1182	-0.6708	0.5380	-0.1533
14.3500	0.1217	0.0000	0.0000	0.0820	0.0508	0.2407	0.0108	-0.4282	0.5297	-20.2783	1.0865	-0.3634	0.8585	0.0186	-0.8329	0.3321
14.4000	0.1258	0.0000	0.0000	0.0840	0.0690	0.2663	-0.0307	-0.4610	0.5990	-10.2465	0.0699	1.1907	-1.3791	-0.0104	-0.3433	-0.0307
14.4500	0.1300	0.0000	0.0000	0.0860	0.0373	0.2486	-0.0291	-0.4575	0.5321	-1.7558	-0.6747	-0.6685	1.9418	-0.4425	-0.2356	-0.4549
14.5000	0.1343	0.0000	0.0000	0.0860	0.1085	0.3242	-0.0422	-0.5366	0.7536	-9.3689	-0.4303	0.8938	1.2226	0.2858	-0.1377	0.0729
14.5500	0.1386	0.0000	0.0000	0.0900	0.0441	0.3270	-0.0471	-0.6067	0.6949	-16.5288	0.4095	-1.0035	-1.6632	0.3051	0.0434	-0.2711
14.6000	0.1431	0.0000	0.0000	0.0900	-0.0095	0.2896	0.0064	-0.5859	0.5668	-10.1252	-0.7459	-0.5421	0.0149	-0.4086	0.0288	-0.7282
14.6500	0.1476	0.0000	0.0000	0.0920	0.0585	0.3147	0.0103	-0.5677	0.6847	-4.3387	-1.0576	-1.2713	1.7020	0.2809	-0.7643	-0.6811
14.7000	0.1522	0.0000	0.0000	0.0920	0.0241	0.2839	-0.0198	-0.5408	0.5890	-6.2009	-0.5364	0.0300	0.9562	-0.8699	-0.2405	0.3793
14.7500	0.1568	0.0000	0.0000	0.0960	-0.0029	0.3373	0.0174	-0.6741	0.6682	-12.6331	0.2987	-1.3096	0.5832	0.0915	0.9345	-0.0778
14.8000	0.1616	0.0000	0.0000	0.0980	-0.0601	0.2891	-0.0050	-0.6354	0.5153	-17.8702	-0.4722	1.3582	1.6932	-0.0493	-0.0936	-0.3889
14.8500	0.1665	0.0000	0.0000	0.0980	0.0352	0.3883	0.0092	-0.7374	0.8079	-16.1471	-0.6860	-1.9724	-0.5977	0.6741	-0.8133	0.2897
14.9000	0.1714	0.0000	0.0000	0.1020	-0.0166	0.3301	-0.0788	-0.6735	0.6403	-10.2572	-0.8393	0.2652	0.9562	-0.2775	-0.3629	-0.1815
14.9500	0.1765	0.0000	0.0000	0.1060	0.0878	0.3742	-0.0477	-0.6569	0.8325	-10.1252	1.9038	0.4993	1.7287	0.3440	0.2589	-0.3277
15.0000	0.1818	0.0000	0.0000	0.1060	0.0605	0.3009	0.0042	-0.5382	0.6592	-15.8118	-1.6807	-0.6778	-1.7520	-0.4766	0.0141	-0.0921
