time 	x0 	y0 	psi 	u 	v 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm 	mm 	mm 	mm 	
100.0000	35.8004	0.0061	-0.3000	0.3320	0.0023	-31.0086	-14.5410	-5.7167	-30.4614	25.8068
100.0250	35.8087	0.0060	-0.2800	0.3360	0.0024	-31.0086	-15.7208	-7.8416	-29.8818	25.0467
100.0500	35.8171	0.0059	-0.2500	0.3440	-0.0015	-31.8433	-18.3087	-9.5355	-30.0844	27.7979
100.0750	35.8257	0.0059	-0.2400	0.3400	0.0026	-30.2716	-18.8720	-11.2197	-27.8697	32.1719
100.1000	35.8342	0.0058	-0.2300	0.3480	0.0026	-27.2260	-19.5177	-13.0802	-26.6256	33.6687
100.1250	35.8429	0.0057	-0.2200	0.3400	0.0027	-25.7964	-20.3674	-14.5588	-23.8973	34.4801
100.1500	35.8514	0.0056	-0.2000	0.3560	-0.0012	-25.1127	-21.7949	-16.2528	-21.7344	32.7594
100.1750	35.8603	0.0056	-0.1800	0.3520	0.0029	-22.0404	-20.7801	-18.4119	-18.4311	35.4827
100.2000	35.8691	0.0055	-0.1500	0.3520	0.0031	-17.7961	-20.8190	-18.7252	-15.5095	32.6289
100.2250	35.8779	0.0054	-0.1400	0.3480	0.0031	-12.8503	-19.8819	-19.5673	-11.7821	34.3356
100.2500	35.8866	0.0053	-0.1300	0.3560	-0.0008	-11.4473	-18.7554	-20.1401	-7.0181	30.9968
100.2750	35.8955	0.0053	-0.1200	0.3520	-0.0007	-7.5137	-17.7989	-20.6493	-3.0881	30.7823
100.3000	35.9043	0.0053	-0.1000	0.3600	0.0034	-3.0297	-15.4781	-20.1891	2.0529	29.3974
100.3250	35.9133	0.0052	-0.0800	0.3440	-0.0005	1.7830	-13.3029	-19.6799	6.7934	25.4897
100.3500	35.9219	0.0052	-0.0700	0.3560	-0.0004	4.6954	-11.8706	-19.9051	11.1805	21.2136
100.3750	35.9308	0.0052	-0.0500	0.3480	0.0037	8.4958	-9.0787	-17.9517	15.4074	19.3204
100.4000	35.9395	0.0051	-0.0400	0.3520	-0.0002	13.5837	-8.0300	-16.3164	18.1404	17.2873
100.4250	35.9483	0.0051	-0.0300	0.3400	-0.0002	16.2653	-5.6800	-14.7987	21.0997	12.3724
100.4500	35.9568	0.0051	-0.0200	0.3520	-0.0001	19.3908	-4.8400	-14.3678	24.4972	8.1290
100.4750	35.9656	0.0051	-0.0100	0.3400	-0.0001	22.2145	-3.3931	-12.3703	26.0805	3.9089
100.5000	35.9741	0.0051	0.0100	0.3360	-0.0039	24.0170	-2.2715	-10.5637	27.0795	1.2370
100.5250	35.9825	0.0052	0.0200	0.3320	0.0001	25.9882	0.0008	-8.3067	27.3905	-3.0251
100.5500	35.9908	0.0052	0.0400	0.3320	0.0002	27.3912	0.8699	-6.0545	26.0758	-9.5907
100.5750	35.9991	0.0052	0.0500	0.3280	0.0003	27.7463	3.0596	-4.4683	24.9685	-10.0850
100.6000	36.0073	0.0052	0.0600	0.3240	-0.0037	28.3501	5.0989	-2.5344	25.3266	-16.0351
100.6250	36.0154	0.0053	0.0700	0.3200	0.0004	30.4634	6.3516	0.2074	23.1919	-17.0097
100.6500	36.0234	0.0053	0.0800	0.3160	0.0004	29.4601	7.5605	1.9209	21.2505	-19.8542
100.6750	36.0313	0.0053	0.0900	0.3080	-0.0035	28.0038	9.9105	4.0752	19.7567	-23.0717
100.7000	36.0390	0.0054	0.1100	0.3120	0.0006	28.2258	11.2312	5.8475	17.6881	-26.0514
100.7250	36.0468	0.0054	0.1200	0.3040	-0.0034	28.1637	12.3576	6.4546	16.6090	-29.2643
100.7500	36.0544	0.0055	0.1300	0.3040	-0.0033	28.1814	14.9552	7.7716	14.1492	-32.8828
100.7750	36.0620	0.0056	0.1500	0.3040	-0.0032	26.6453	16.1351	10.2685	12.5942	-29.1244
100.8000	36.0696	0.0057	0.1600	0.3120	0.0009	26.7785	17.4897	12.3199	9.2909	-33.6942
100.8250	36.0774	0.0057	0.1700	0.3000	-0.0031	23.7684	19.7135	13.2795	6.1290	-35.1957
100.8500	36.0849	0.0058	0.1800	0.3080	-0.0030	23.7506	20.8448	14.6748	3.8106	-35.2004
100.8750	36.0926	0.0059	0.1900	0.2960	-0.0030	22.5519	22.7772	15.2526	0.0974	-35.3962
100.9000	36.1000	0.0060	0.2000	0.3160	0.0011	21.0868	24.8504	16.1240	-3.4651	-34.3377
100.9250	36.1079	0.0060	0.2200	0.3000	-0.0028	18.7426	25.2292	17.2403	-5.9531	-33.5823
100.9500	36.1154	0.0061	0.2300	0.3120	0.0013	15.7769	27.6131	17.9258	-9.8501	-32.0108
100.9750	36.1232	0.0061	0.2400	0.3080	-0.0027	13.6902	27.3946	17.2844	-12.9885	-31.0549
101.0000	36.1309	0.0062	0.2500	0.3160	-0.0026	9.7123	28.1375	17.3970	-16.3954	-28.2337
101.0250	36.1388	0.0063	0.2600	0.3160	-0.0026	7.6345	28.1958	17.6810	-19.2086	-24.1628
101.0500	36.1467	0.0064	0.2700	0.3240	-0.0025	3.9407	27.1567	17.6271	-22.1537	-21.2764
101.0750	36.1548	0.0065	0.2900	0.3320	-0.0023	-0.8897	26.7732	16.3297	-24.8303	-19.8122
101.1000	36.1631	0.0066	0.3000	0.3400	-0.0022	-4.3882	24.8213	17.4019	-27.4267	-14.8180
101.1250	36.1716	0.0067	0.3200	0.3360	-0.0021	-6.1019	24.4911	16.2807	-30.5226	-10.3555
101.1500	36.1800	0.0068	0.3300	0.3560	0.0021	-10.6571	21.6847	14.5329	-30.2163	-5.2680
101.1750	36.1889	0.0068	0.3400	0.3520	0.0021	-14.0401	18.6162	14.3566	-31.3520	-2.2883
101.2000	36.1977	0.0068	0.3500	0.3560	-0.0018	-16.6862	15.9554	13.0837	-31.3284	-0.4324
101.2250	36.2066	0.0069	0.3700	0.3560	-0.0017	-22.7153	12.0615	12.5011	-30.8478	4.1514
101.2500	36.2155	0.0070	0.3800	0.3640	0.0024	-23.4967	8.9637	10.6406	-28.8074	8.8331
101.2750	36.2246	0.0070	0.3900	0.3560	-0.0016	-26.4357	4.2735	9.2208	-26.0036	15.0117
101.3000	36.2335	0.0071	0.4000	0.3640	0.0025	-29.7122	0.1804	8.6284	-22.1113	15.5993
101.3250	36.2426	0.0071	0.4100	0.3600	-0.0014	-28.1317	-3.7184	6.7336	-19.0060	19.8474
101.3500	36.2516	0.0072	0.4100	0.3680	-0.0014	-29.7300	-7.4570	4.6822	-15.5849	20.6121
101.3750	36.2608	0.0073	0.4200	0.3480	-0.0054	-32.2873	-10.9043	3.3261	-10.3920	25.3871
101.4000	36.2695	0.0075	0.4300	0.3680	-0.0012	-31.8699	-14.6527	0.3493	-5.6233	28.4041
101.4250	36.2787	0.0076	0.4400	0.3560	0.0027	-28.6822	-18.5661	-2.1965	-2.0279	31.1507
101.4500	36.2876	0.0076	0.4400	0.3560	-0.0013	-29.2771	-23.7225	-3.4352	2.4016	35.6599
101.4750	36.2965	0.0077	0.4500	0.3440	-0.0013	-27.9097	-26.7959	-6.6567	7.0385	31.1693
101.5000	36.3051	0.0078	0.4500	0.3440	0.0027	-26.7820	-29.7140	-9.6579	11.4915	34.9045
101.5250	36.3137	0.0078	0.4500	0.3361	-0.0054	-24.6421	-32.1319	-12.1059	15.4262	33.2071
101.5500	36.3221	0.0080	0.4500	0.3320	-0.0014	-22.4311	-33.2923	-14.8085	19.1771	35.5573
101.5750	36.3304	0.0081	0.4500	0.3240	-0.0015	-18.1157	-33.8653	-16.3752	21.7264	37.3992
101.6000	36.3385	0.0082	0.4500	0.3240	-0.0015	-16.2156	-33.7342	-18.5294	23.5783	32.6195
101.6250	36.3466	0.0083	0.4400	0.3121	-0.0056	-11.9801	-33.7730	-21.8097	24.9496	36.4293
101.6500	36.3544	0.0085	0.4300	0.3160	-0.0016	-8.4994	-32.9670	-22.6371	24.7564	30.9129
101.6750	36.3623	0.0086	0.4300	0.3041	-0.0057	-6.1552	-32.6272	-24.0177	25.1946	28.4741
101.7000	36.3699	0.0088	0.4200	0.3121	-0.0057	0.3268	-30.7142	-24.1058	23.8564	28.0124
101.7250	36.3777	0.0090	0.4100	0.3000	-0.0019	3.5233	-28.1748	-25.3005	23.6208	21.9411
101.7500	36.3852	0.0091	0.4000	0.3080	-0.0058	7.7677	-25.4898	-25.1927	22.6218	20.0292
101.7750	36.3929	0.0093	0.3900	0.3000	-0.0060	9.6590	-22.1396	-23.5085	20.7416	18.0148
101.8000	36.4004	0.0095	0.3800	0.3040	-0.0020	12.4471	-17.9931	-23.1462	20.0206	14.4242
101.8250	36.4080	0.0096	0.3700	0.3000	-0.0061	17.9168	-14.3031	-21.4669	18.5881	9.0896
101.8500	36.4155	0.0098	0.3600	0.3040	-0.0021	18.7870	-9.7925	-19.4645	16.5619	6.4876
101.8750	36.4231	0.0099	0.3500	0.3000	-0.0022	23.1290	-5.8839	-17.3250	16.4535	2.4167
101.9000	36.4306	0.0100	0.3300	0.3120	-0.0062	22.7206	-2.3249	-16.5025	14.2811	-0.8707
101.9250	36.4384	0.0102	0.3200	0.3040	-0.0023	24.6119	1.3748	-14.5784	13.2633	-4.7085
101.9500	36.4460	0.0103	0.3100	0.3081	-0.0103	25.9261	6.0408	-11.9786	10.1579	-9.9638
101.9750	36.4537	0.0106	0.3000	0.3080	-0.0024	28.8651	10.9350	-10.1524	7.6416	-13.0414
102.0000	36.4614	0.0107	0.2800	0.3200	-0.0064	29.0516	14.0861	-7.9199	5.2572	-16.4921
102.0250	36.4694	0.0109	0.2600	0.3200	-0.0025	28.8030	17.5820	-4.6641	1.1435	-21.0899
102.0500	36.4774	0.0110	0.2500	0.3280	-0.0066	28.2258	21.5197	-2.9211	-1.4106	-22.0272
102.0750	36.4856	0.0112	0.2400	0.3320	-0.0026	27.1692	24.0250	-0.4046	-5.1709	-23.9763
102.1000	36.4939	0.0113	0.2300	0.3360	-0.0067	28.7852	26.4673	2.4938	-8.3893	-27.2032
102.1250	36.5023	0.0115	0.2100	0.3400	-0.0028	28.1104	28.5551	5.1572	-12.0272	-30.1363
102.1500	36.5108	0.0116	0.1900	0.3400	-0.0029	26.7962	31.3760	7.6198	-15.7545	-30.0570
102.1750	36.5193	0.0117	0.1700	0.3480	-0.0070	25.1091	31.8033	10.0776	-19.6516	-32.8362
102.2000	36.5280	0.0119	0.1600	0.3520	-0.0030	25.1180	32.9006	13.2354	-23.6711	-32.8082
102.2250	36.5368	0.0120	0.1600	0.3400	-0.0031	25.4998	33.8571	15.6296	-26.5879	-37.1029
102.2500	36.5453	0.0121	0.1500	0.3520	-0.0071	23.7684	32.6967	16.0065	-28.8969	-33.8061
102.2750	36.5541	0.0123	0.1300	0.3520	-0.0032	22.5874	31.7110	19.7030	-31.3143	-34.2118
102.3000	36.5629	0.0124	0.1200	0.3480	-0.0073	19.1955	31.2109	21.4753	-34.2783	-36.5247
102.3250	36.5716	0.0126	0.1000	0.3480	-0.0034	17.7304	29.4242	22.4986	-34.8956	-33.7641
102.3500	36.5803	0.0127	0.0900	0.3520	-0.0074	16.1232	27.7102	24.0114	-33.5620	-29.7586
102.3750	36.5891	0.0129	0.0700	0.3480	-0.0076	13.5659	24.8310	25.1717	-31.8374	-29.1757
102.4000	36.5978	0.0131	0.0600	0.3520	-0.0036	9.0907	22.1169	25.0640	-30.0844	-26.5084
102.4250	36.6066	0.0132	0.0400	0.3480	-0.0038	4.9796	19.6989	25.8425	-25.9706	-21.1878
102.4500	36.6153	0.0133	0.0300	0.3480	-0.0038	0.7352	16.6109	25.9061	-22.2668	-20.8194
102.4750	36.6240	0.0134	0.0100	0.3400	-0.0039	-1.0851	13.7608	25.7788	-18.1248	-17.7837
102.5000	36.6325	0.0135	-0.0100	0.3480	-0.0041	-3.6778	10.3087	25.3578	-15.0147	-11.3067
102.5250	36.6412	0.0136	-0.0200	0.3360	-0.0081	-9.1742	7.8422	25.8523	-9.1150	-9.2456
102.5500	36.6496	0.0138	-0.0300	0.3360	-0.0042	-12.9923	4.1958	23.8498	-5.2416	-4.1162
102.5750	36.6580	0.0139	-0.0500	0.3280	-0.0043	-16.4020	0.8553	23.1595	-0.9346	1.8525
102.6000	36.6662	0.0140	-0.0700	0.3320	-0.0084	-19.6874	-1.8297	20.9563	4.3195	4.8602
102.6250	36.6745	0.0142	-0.0900	0.3200	-0.0045	-22.7952	-5.6848	20.8633	7.7924	6.5576
102.6500	36.6825	0.0143	-0.1100	0.3280	-0.0086	-24.8374	-7.9183	18.2880	11.7365	7.2290
102.6750	36.6907	0.0145	-0.1300	0.3160	-0.0047	-26.3736	-10.9286	16.0947	15.3461	13.8600
102.7000	36.6986	0.0146	-0.1400	0.3200	-0.0088	-28.7266	-13.0116	14.0237	16.3875	19.2412
102.7250	36.7066	0.0148	-0.1700	0.3160	-0.0089	-29.1440	-15.5897	9.8719	19.4316	22.0390
102.7500	36.7145	0.0150	-0.1800	0.3160	-0.0090	-30.1562	-17.0221	6.9735	21.2081	24.3612
102.7750	36.7224	0.0152	-0.2100	0.3120	-0.0051	-29.6146	-19.2167	3.5072	21.1563	25.2892
102.8000	36.7302	0.0153	-0.2400	0.3200	-0.0093	-29.3482	-21.0569	0.0164	23.1165	29.3088
102.8250	36.7382	0.0155	-0.2500	0.3120	-0.0054	-29.4902	-22.2756	-4.2039	23.7527	30.1714
102.8500	36.7460	0.0156	-0.2700	0.3120	-0.0095	-30.2894	-24.0769	-8.4193	22.3579	32.5496
102.8750	36.7538	0.0158	-0.2900	0.3160	-0.0056	-26.8886	-23.6351	-11.5723	21.5191	28.3342
102.9000	36.7617	0.0159	-0.3100	0.3160	-0.0097	-24.6865	-23.9021	-15.6114	21.1893	34.2703
102.9250	36.7696	0.0161	-0.3400	0.3120	-0.0059	-24.1981	-25.2325	-19.9051	20.7746	34.0138
102.9500	36.7774	0.0162	-0.3600	0.3200	-0.0060	-22.1026	-24.4022	-24.0177	20.3222	34.0558
102.9750	36.7854	0.0163	-0.3800	0.3079	-0.0100	-18.8083	-22.7805	-26.8427	20.3835	33.3237
103.0000	36.7931	0.0165	-0.4100	0.3200	-0.0063	-14.5995	-21.0569	-29.8488	17.5703	31.9574
103.0250	36.8011	0.0166	-0.4300	0.3120	-0.0063	-9.8668	-20.2752	-32.9283	17.5420	31.0621
103.0500	36.8089	0.0167	-0.4400	0.3160	-0.0064	-6.3328	-18.0514	-33.3151	17.0849	30.5958
103.0750	36.8168	0.0168	-0.4600	0.3200	-0.0066	-1.2183	-15.2741	-35.5476	15.6618	28.8378
103.1000	36.8248	0.0169	-0.4800	0.3320	-0.0068	1.2413	-13.2640	-34.7790	13.3858	24.6970
103.1250	36.8331	0.0170	-0.5000	0.3200	-0.0028	4.1271	-10.4625	-35.1217	8.9940	22.7478
103.1500	36.8411	0.0170	-0.5300	0.3319	-0.0071	9.7123	-8.4912	-33.7508	6.4400	18.5603
103.1750	36.8494	0.0171	-0.5400	0.3240	-0.0031	11.9410	-6.7336	-31.4889	3.8860	16.3407
103.2000	36.8575	0.0171	-0.5600	0.3359	-0.0113	15.8213	-4.9226	-29.3886	0.6251	10.1435
103.2250	36.8659	0.0173	-0.5700	0.3320	-0.0033	18.8492	-2.9658	-27.6995	-3.2860	7.3596
103.2500	36.8742	0.0173	-0.5900	0.3320	-0.0034	22.2855	-1.2616	-24.0226	-8.3422	3.8250
103.2750	36.8825	0.0173	-0.6000	0.3399	-0.0076	23.0580	0.1464	-21.7803	-11.7633	0.2298
103.3000	36.8910	0.0174	-0.6200	0.3359	-0.0076	24.5320	2.3216	-19.2393	-16.7111	-3.8831
103.3250	36.8994	0.0175	-0.6400	0.3360	-0.0038	25.9971	4.5745	-15.8807	-20.3254	-7.3757
103.3500	36.9078	0.0175	-0.6400	0.3400	-0.0038	26.7163	5.8952	-12.8109	-24.3826	-8.7467
103.3750	36.9163	0.0175	-0.6500	0.3360	-0.0038	28.1548	6.7157	-8.8697	-27.5728	-15.2470
103.4000	36.9247	0.0175	-0.6500	0.3440	-0.0039	27.3556	7.9053	-6.4511	-29.7169	-18.2594
103.4250	36.9333	0.0175	-0.6600	0.3319	-0.0078	30.4723	8.5413	-2.8526	-32.0306	-21.8686
103.4500	36.9416	0.0176	-0.6700	0.3440	-0.0000	29.5577	10.6388	0.8047	-35.2867	-23.5613
103.4750	36.9502	0.0175	-0.6800	0.3360	-0.0040	27.8174	11.3477	4.7410	-35.3338	-26.5130
103.5000	36.9586	0.0175	-0.6900	0.3440	-0.0041	29.2114	11.3526	8.7410	-33.6374	-29.8611
103.5250	36.9672	0.0175	-0.6900	0.3359	-0.0080	28.1281	13.2316	11.7422	-30.9750	-31.7683
103.5500	36.9756	0.0176	-0.6900	0.3400	-0.0001	26.0326	14.3046	15.6883	-27.9545	-33.4564
103.5750	36.9841	0.0175	-0.6900	0.3400	-0.0041	25.4554	14.6591	19.0567	-24.9339	-32.3512
103.6000	36.9926	0.0175	-0.6900	0.3399	-0.0081	24.5231	15.9797	22.0922	-20.4338	-34.8553
103.6250	37.0011	0.0176	-0.7000	0.3400	-0.0002	23.6796	17.0090	24.9074	-17.4886	-34.5988
103.6500	37.0096	0.0175	-0.7000	0.3360	-0.0041	21.8415	18.1598	27.6980	-13.4503	-34.6175
103.6750	37.0180	0.0175	-0.7000	0.3320	-0.0041	18.8225	19.3687	29.4557	-8.9218	-33.8900
103.7000	37.0263	0.0175	-0.7100	0.3400	-0.0042	19.7194	20.8254	31.1252	-5.3405	-31.8803
103.7250	37.0348	0.0175	-0.7000	0.3360	-0.0001	16.9490	21.1507	32.8094	-0.4493	-31.9222
103.7500	37.0432	0.0174	-0.7000	0.3360	-0.0041	13.5482	22.2722	34.0579	3.1226	-29.8984
103.7750	37.0516	0.0174	-0.7000	0.3280	-0.0040	10.5558	23.0831	33.9648	5.6955	-25.9628
103.8000	37.0598	0.0174	-0.6900	0.3400	-0.0041	6.3381	22.8403	34.2831	9.7433	-22.3069
103.8250	37.0683	0.0174	-0.7000	0.3240	-0.0040	2.9639	22.4665	35.0370	12.5046	-21.2624
103.8500	37.0764	0.0174	-0.7000	0.3320	-0.0001	-0.8009	23.2093	34.0872	14.5215	-17.6065
103.8750	37.0847	0.0173	-0.6900	0.3240	-0.0039	-4.1396	22.3839	32.9856	17.6221	-15.2004
103.9000	37.0928	0.0173	-0.6900	0.3280	0.0000	-6.4127	20.1553	31.7274	18.9038	-6.7649
103.9250	37.1010	0.0172	-0.6800	0.3279	-0.0079	-10.0888	18.4559	30.1166	20.4871	-7.4830
103.9500	37.1092	0.0173	-0.6700	0.3240	0.0002	-14.9369	16.6546	28.3786	22.0563	-1.6541
103.9750	37.1173	0.0172	-0.6700	0.3200	0.0003	-17.7251	14.3435	25.9453	22.1600	1.6613
104.0000	37.1253	0.0171	-0.6700	0.3280	0.0002	-21.7030	11.8478	23.4484	21.4249	5.8488
104.0250	37.1335	0.0170	-0.6600	0.3160	-0.0036	-23.0616	9.1240	20.2268	22.0940	10.8010
104.0500	37.1414	0.0170	-0.6500	0.3200	0.0004	-26.2670	5.4436	16.4325	21.5427	14.0651
104.0750	37.1494	0.0169	-0.6400	0.3160	-0.0035	-28.4514	1.8895	12.7410	21.0196	17.4132
104.1000	37.1573	0.0169	-0.6300	0.3240	0.0004	-29.5169	-1.1305	9.0641	20.8924	22.7664
104.1250	37.1654	0.0168	-0.6200	0.3160	0.0006	-29.0374	-4.9128	3.6884	21.1657	22.5799
104.1500	37.1733	0.0167	-0.6100	0.3160	0.0006	-30.6623	-9.3798	0.8047	19.4552	25.2239
104.1750	37.1812	0.0166	-0.6000	0.3080	0.0008	-30.0585	-12.8222	-4.3116	20.0159	28.0124
104.2000	37.1889	0.0165	-0.5900	0.3080	0.0008	-29.7744	-17.2211	-9.2418	17.6080	28.8658
104.2250	37.1966	0.0164	-0.5600	0.3161	0.0049	-29.9964	-20.4354	-13.5845	16.0765	31.1180
104.2500	37.2045	0.0162	-0.5400	0.3120	0.0011	-28.1317	-23.2272	-18.0055	13.7722	32.1579
104.2750	37.2123	0.0161	-0.5300	0.3120	0.0011	-26.7288	-26.4463	-22.4412	11.3549	33.6687
104.3000	37.2201	0.0160	-0.5200	0.3160	0.0011	-23.7542	-29.5197	-26.0544	7.1233	35.1982
104.3250	37.2280	0.0159	-0.5100	0.3120	0.0012	-22.1026	-30.9909	-30.3531	4.5033	34.0278
104.3500	37.2358	0.0158	-0.4900	0.3160	0.0013	-19.9893	-32.5301	-34.1474	0.5215	32.8480
104.3750	37.2437	0.0157	-0.4800	0.3120	-0.0026	-15.6473	-32.7388	-36.8549	-4.0824	33.4169
104.4000	37.2515	0.0157	-0.4500	0.3161	0.0055	-10.9146	-31.5299	-39.0727	-8.7758	33.6781
104.4250	37.2594	0.0155	-0.4400	0.3120	0.0016	-6.9011	-31.9765	-40.3604	-13.5539	30.6377
104.4500	37.2672	0.0154	-0.4200	0.3240	0.0016	-3.5802	-31.5153	-42.2159	-17.4792	28.5673
104.4750	37.2753	0.0153	-0.4100	0.3160	0.0017	-0.8276	-29.8742	-41.0409	-21.5082	26.5622
104.5000	37.2832	0.0152	-0.4000	0.3280	0.0017	3.8252	-28.2185	-39.1511	-25.0188	19.8520
104.5250	37.2914	0.0151	-0.3800	0.3240	0.0019	7.8476	-25.5918	-37.1241	-28.1760	22.1229
104.5500	37.2995	0.0150	-0.3600	0.3280	0.0019	12.5270	-21.9745	-34.1131	-30.2917	15.5760
104.5750	37.3077	0.0149	-0.3400	0.3320	0.0020	15.8124	-19.1244	-30.5538	-32.1248	11.0248
104.6000	37.3160	0.0148	-0.3200	0.3360	0.0021	16.0788	-15.8714	-26.8721	-33.1521	9.1456
104.6250	37.3244	0.0147	-0.3100	0.3360	-0.0018	19.5506	-11.9677	-22.7693	-32.5913	5.5270
104.6500	37.3328	0.0147	-0.3000	0.3440	0.0062	23.0580	-8.7097	-19.8660	-32.2897	1.6194
104.6750	37.3414	0.0145	-0.2800	0.3360	-0.0016	23.3688	-5.9033	-16.6542	-29.1514	-1.4490
104.7000	37.3498	0.0145	-0.2600	0.3480	0.0064	25.2779	-2.3978	-13.3446	-27.2476	-5.7763
104.7250	37.3585	0.0143	-0.2400	0.3400	0.0026	27.6664	1.5690	-9.8538	-23.5344	-9.0684
104.7500	37.3670	0.0142	-0.2200	0.3480	0.0027	29.2825	5.6233	-5.6727	-20.2217	-13.2932
104.7750	37.3757	0.0141	-0.2000	0.3360	0.0028	29.7264	8.4394	-1.8440	-17.6536	-17.0563
104.8000	37.3841	0.0140	-0.2000	0.3520	0.0028	29.8507	13.1151	2.3909	-12.7858	-18.5298
104.8250	37.3929	0.0139	-0.1800	0.3440	0.0029	29.2825	16.0962	6.3224	-10.7784	-24.8203
104.8500	37.4015	0.0138	-0.1700	0.3480	-0.0010	27.8973	19.5533	10.4986	-5.7269	-25.5524
104.8750	37.4102	0.0138	-0.1500	0.3400	0.0031	28.3501	22.5247	14.0041	-1.9902	-27.9120
104.9000	37.4187	0.0137	-0.1300	0.3440	-0.0008	27.6131	25.1660	17.3431	1.0115	-29.4181
104.9250	37.4273	0.0137	-0.1200	0.3440	-0.0007	27.3112	27.1227	19.6491	4.2677	-31.6005
104.9500	37.4359	0.0137	-0.1100	0.3400	0.0033	27.9772	29.5650	22.6993	6.8782	-33.3538
104.9750	37.4444	0.0136	-0.1000	0.3400	-0.0006	25.6952	31.2886	25.7446	10.0213	-32.9341
105.0000	37.4529	0.0136	-0.0800	0.3440	0.0035	23.6796	31.4003	27.0273	13.9654	-32.3466
105.0250	37.4615	0.0135	-0.0700	0.3320	-0.0004	22.3743	31.4780	29.8522	15.8315	-35.1957
105.0500	37.4698	0.0135	-0.0600	0.3360	0.0036	19.9857	32.1723	31.7470	17.8483	-34.8227
105.0750	37.4782	0.0134	-0.0400	0.3240	-0.0042	18.5384	31.8081	32.5842	19.6908	-34.1325
105.1000	37.4863	0.0135	-0.0300	0.3360	-0.0002	16.2120	30.8856	33.5585	21.3919	-32.9201
105.1250	37.4947	0.0135	-0.0200	0.3200	0.0039	13.6370	30.0262	34.6650	21.2694	-30.0663
105.1500	37.5027	0.0134	-0.0100	0.3320	-0.0001	11.4082	27.5986	33.7005	22.9940	-27.5902
105.1750	37.5110	0.0134	0.0100	0.3240	0.0001	6.7910	26.3604	34.2929	23.1448	-25.5291
105.2000	37.5191	0.0134	0.0200	0.3200	0.0001	6.3470	23.6657	34.3027	23.5972	-21.4676
105.2250	37.5271	0.0134	0.0300	0.3160	0.0002	1.9961	21.0584	32.0652	22.8244	-18.8283
105.2500	37.5350	0.0134	0.0400	0.3120	0.0042	-3.4470	18.4268	30.6062	23.1919	-14.5569
105.2750	37.5428	0.0133	0.0600	0.3080	0.0003	-6.1286	15.2611	29.6270	22.2966	-13.6523
105.3000	37.5505	0.0133	0.0700	0.3200	0.0044	-7.7890	11.5856	27.1154	21.5992	-7.0353
105.3250	37.5585	0.0132	0.0800	0.3120	0.0004	-13.4452	7.6965	25.7739	21.0008	-2.8339
105.3500	37.5663	0.0132	0.0900	0.3080	0.0045	-15.5141	4.2443	22.7874	19.1347	-0.4138
105.3750	37.5740	0.0131	0.1100	0.3080	-0.0034	-20.0248	1.4137	20.1681	16.6467	3.6338
105.4000	37.5817	0.0132	0.1200	0.3080	0.0046	-23.5677	-3.0484	16.9074	14.2811	9.1689
105.4250	37.5894	0.0131	0.1300	0.3040	0.0007	-26.4180	-5.1605	13.1082	11.7931	14.3123
105.4500	37.5970	0.0131	0.1500	0.3080	0.0008	-26.8975	-8.3310	9.8083	7.2929	16.2428
105.4750	37.6047	0.0131	0.1600	0.3040	0.0008	-27.5989	-11.7395	5.1327	4.4467	19.3298
105.5000	37.6123	0.0131	0.1800	0.3120	0.0010	-29.2327	-14.3371	1.7202	-0.7367	22.3514
105.5250	37.6201	0.0131	0.1900	0.3040	0.0010	-32.0031	-17.2794	-0.8844	-5.8730	27.0099
105.5500	37.6277	0.0131	0.2000	0.3080	0.0011	-30.1562	-20.2460	-5.7804	-10.3968	26.8793
105.5750	37.6354	0.0131	0.2100	0.3080	0.0011	-30.4048	-22.1639	-9.8636	-14.0157	29.5885
105.6000	37.6431	0.0131	0.2200	0.3120	0.0012	-29.8365	-24.4216	-12.8305	-17.6159	31.2346
105.6250	37.6509	0.0131	0.2300	0.3120	0.0013	-28.1939	-26.5483	-16.9627	-21.4328	32.4284
105.6500	37.6587	0.0131	0.2500	0.3160	0.0014	-28.8598	-28.2331	-21.4278	-24.6936	32.8853
105.6750	37.6666	0.0131	0.2600	0.3160	0.0014	-24.6510	-29.0779	-24.5318	-27.5587	35.4127
105.7000	37.6745	0.0131	0.2700	0.3200	-0.0025	-22.1204	-29.5780	-28.6444	-29.5001	36.0889
105.7250	37.6825	0.0132	0.2700	0.3240	-0.0025	-20.8328	-28.3447	-31.1707	-30.1598	37.1521
105.7500	37.6906	0.0133	0.2800	0.3320	-0.0024	-16.7838	-28.5341	-33.0458	-31.0174	34.2889
105.7750	37.6989	0.0134	0.2900	0.3280	0.0017	-14.7949	-26.8250	-35.1609	-30.8195	32.3724
105.8000	37.7071	0.0134	0.3000	0.3360	-0.0022	-10.8258	-24.1206	-36.7863	-30.0844	32.5822
105.8250	37.7155	0.0135	0.3000	0.3440	0.0018	-6.8478	-21.6395	-36.6150	-27.5539	29.7191
105.8500	37.7241	0.0135	0.3000	0.3480	-0.0022	-0.5345	-19.9062	-35.8414	-25.8246	27.6067
105.8750	37.7328	0.0136	0.3100	0.3480	0.0019	3.6388	-16.7405	-35.7973	-24.4486	23.0649
105.9000	37.7415	0.0136	0.3100	0.3520	-0.0021	5.2193	-12.9824	-32.7178	-21.2207	21.6660
