time 	x0 	y0 	psi 	u 	v 	WG1 	WG2 	WG3 	WG4 	x_0WM 	
s 	m 	m 	° 	m/s 	m/s 	mm 	mm 	mm 	mm 	mm 	
30.6500	15.8302	0.0001	0.0000	0.1120	-0.0000	-0.3925	-0.1158	-0.2039	-0.1901	6.7208
30.6750	15.8330	0.0001	0.0000	0.1080	-0.0000	-1.3159	-0.4314	0.1829	0.3471	10.5072
30.7000	15.8357	0.0001	0.0000	0.1160	-0.0000	-0.5789	0.5980	0.1290	0.8796	10.2227
30.7250	15.8386	0.0001	0.0000	0.1080	-0.0000	0.7175	-0.2080	0.0507	0.2387	12.5869
30.7500	15.8413	0.0001	0.0000	0.1120	-0.0000	-0.5079	-0.3634	0.1388	-0.3880	14.7739
30.7750	15.8441	0.0001	0.0000	0.1120	-0.0000	-0.2770	-0.2906	0.0948	0.9126	15.1423
30.8000	15.8469	0.0001	0.0000	0.1160	-0.0000	0.9572	0.0639	-0.3997	0.4178	18.1593
30.8250	15.8498	0.0001	0.0000	0.1080	-0.0000	-0.3037	0.6951	0.6676	0.9691	18.8961
30.8500	15.8525	0.0001	0.0000	0.1160	-0.0000	0.3001	-0.4896	-0.8502	0.6581	19.6095
30.8750	15.8554	0.0001	0.0000	0.1120	-0.0000	-0.6855	0.2872	-0.3116	-0.7744	20.3976
30.9000	15.8582	0.0001	0.0000	0.1120	-0.0000	0.3800	0.0493	0.8243	0.1256	23.1675
30.9250	15.8610	0.0001	0.0000	0.1120	-0.0000	0.2646	-0.0623	-0.2871	0.2717	23.9369
30.9500	15.8638	0.0001	0.0000	0.1160	-0.0000	-0.1705	-0.7372	-1.2418	-0.0157	20.4769
30.9750	15.8667	0.0001	0.0000	0.1120	-0.0000	0.9394	-0.3877	0.0850	0.5403	22.3654
31.0000	15.8695	0.0001	0.0000	0.1160	-0.0000	-0.7033	-0.1352	-0.9775	0.7288	21.1157
31.0250	15.8724	0.0001	0.0000	0.1120	-0.0000	1.0460	-0.0526	-0.1892	0.4037	20.8499
31.0500	15.8752	0.0001	0.0000	0.1160	-0.0000	1.0371	-0.2274	0.1633	0.1115	19.7588
31.0750	15.8781	0.0001	0.0000	0.1120	-0.0000	-0.4813	0.1707	0.0654	-0.5105	17.4925
31.1000	15.8809	0.0001	0.0000	0.1160	-0.0000	-0.8187	-0.3440	0.1976	-0.1901	16.6065
31.1250	15.8838	0.0001	0.0000	0.1160	-0.0000	0.3179	-0.5964	-0.2871	-0.0629	14.2563
31.1500	15.8867	0.0001	0.0000	0.1160	-0.0000	-1.0229	0.4426	-0.1158	0.5450	11.2953
31.1750	15.8896	0.0001	0.0000	0.1120	-0.0000	-0.2326	-0.1837	0.2074	0.3848	9.7051
31.2000	15.8924	0.0001	0.0000	0.1200	-0.0000	0.0781	-0.1206	-0.4732	0.0220	6.3104
31.2250	15.8954	0.0001	0.0000	0.1160	-0.0000	-1.1561	0.1853	-0.6445	0.8607	4.0908
31.2500	15.8983	0.0001	0.0000	0.1160	-0.0000	-1.2627	-0.5382	-0.0179	0.1633	1.1717
31.2750	15.9012	0.0001	0.0000	0.1160	-0.0000	-0.1083	0.3309	-0.1745	-0.1006	-3.0344
31.3000	15.9041	0.0001	0.0000	0.1160	-0.0000	1.0460	0.2387	-0.0423	0.5921	-6.0794
31.3250	15.9070	0.0001	0.0000	0.1160	-0.0000	-0.2504	-0.2420	-0.2822	0.0220	-8.3643
31.3500	15.9099	0.0001	0.0000	0.1200	-0.0000	0.0160	0.3309	-0.2431	0.1492	-10.8917
31.3750	15.9129	0.0001	0.0000	0.1160	-0.0000	0.9572	-0.5527	0.1437	0.6628	-13.4704
31.4000	15.9158	0.0001	0.0000	0.1200	-0.0000	1.0282	-0.3197	-0.4144	-0.3550	-16.1563
31.4250	15.9188	0.0001	0.0000	0.1160	-0.0000	-0.0462	0.3115	-0.0913	0.1398	-19.2480
31.4500	15.9217	0.0001	0.0000	0.1200	-0.0000	-0.1350	-0.0089	0.0899	0.2199	-21.0386
31.4750	15.9247	0.0001	0.0000	0.1160	-0.0000	0.4777	-0.0575	0.1388	0.0738	-24.5452
31.5000	15.9276	0.0001	0.0000	0.1200	-0.0000	-1.9908	0.0493	-0.5221	0.3047	-24.9789
31.5250	15.9306	0.0001	0.0000	0.1160	-0.0000	-1.4846	0.4960	0.1290	0.6675	-25.3193
31.5500	15.9335	0.0001	0.0000	0.1200	-0.0000	1.8185	0.0445	-0.4046	0.2906	-27.2498
31.5750	15.9365	0.0001	0.0000	0.1160	-0.0000	1.9073	-0.3488	-0.4536	-0.5906	-28.6068
31.6000	15.9394	0.0001	0.0000	0.1200	-0.0000	1.0371	-0.8683	0.1878	-0.1053	-29.3202
31.6250	15.9424	0.0001	0.0000	0.1200	-0.0000	-0.0817	0.2290	0.1192	-0.0534	-29.8378
31.6500	15.9454	0.0001	0.0000	0.1200	-0.0000	-0.3214	-0.0187	-0.3655	0.8466	-31.1108
31.6750	15.9484	0.0001	0.0000	0.1200	-0.0000	-0.1261	0.6028	0.2955	0.0597	-28.9285
31.7000	15.9514	0.0001	0.0000	0.1200	-0.0000	1.1348	0.0299	0.3934	0.4461	-29.1104
31.7250	15.9544	0.0001	0.0000	0.1200	-0.0000	0.6020	-0.0187	0.4717	0.2764	-27.4690
31.7500	15.9574	0.0001	0.0000	0.1200	-0.0000	0.0604	0.0590	0.3885	0.5403	-26.7788
31.7750	15.9604	0.0001	0.0000	0.1240	-0.0000	0.9483	0.4378	-0.2186	-0.0204	-23.8877
31.8000	15.9635	0.0001	0.0000	0.1200	-0.0000	-1.3426	0.1561	-0.4095	0.4555	-19.3412
31.8250	15.9665	0.0001	0.0000	0.1200	-0.0000	0.7618	-0.4556	-0.4438	0.3612	-18.1428
31.8500	15.9695	0.0001	0.0000	0.1240	-0.0000	0.8240	-0.2420	0.2221	0.2246	-14.2818
31.8750	15.9726	0.0001	0.0000	0.1200	-0.0000	-0.3392	-0.2517	0.1192	0.5073	-10.3415
31.9000	15.9756	0.0001	0.0000	0.1240	-0.0000	-1.3692	0.0056	0.5941	0.5450	-6.6530
31.9250	15.9787	0.0001	0.0000	0.1200	-0.0000	-0.9963	0.0930	0.2221	0.6534	-1.9479
31.9500	15.9817	0.0001	0.0000	0.1240	-0.0000	1.6587	-0.2954	0.4913	-0.0346	0.4396
31.9750	15.9848	0.0001	0.0000	0.1200	-0.0000	1.3035	-0.0866	-0.2137	-0.5058	5.7648
32.0000	15.9878	0.0001	0.0000	0.1240	-0.0000	-0.0284	-0.6110	0.2906	0.3094	10.3487
32.0250	15.9909	0.0001	0.0000	0.1240	-0.0000	0.9483	-0.5285	0.4717	0.2434	12.1812
32.0500	15.9940	0.0001	0.0000	0.1200	-0.0000	1.0726	0.8699	-0.4046	0.2623	16.9562
32.0750	15.9970	0.0001	0.0000	0.1240	-0.0000	0.8329	-0.1740	0.7312	-0.1006	18.3132
32.1000	16.0001	0.0001	0.0000	0.1240	-0.0000	-0.1350	0.7728	0.5941	-0.1477	23.2234
32.1250	16.0032	0.0001	0.0000	0.1240	-0.0000	0.7796	0.3843	0.0409	-0.5105	24.7203
32.1500	16.0063	0.0001	0.0000	0.1240	-0.0000	0.3534	0.1124	0.2759	0.8183	27.6767
32.1750	16.0094	0.0001	0.0000	0.1240	-0.0000	-1.4846	-0.4119	-0.6788	0.6298	29.7518
32.2000	16.0125	0.0001	0.0000	0.1240	-0.0000	-0.7476	-0.4071	-0.1109	0.6016	31.3652
32.2250	16.0156	0.0001	0.0000	0.1240	-0.0000	-0.3392	-0.7712	-0.3655	0.9031	31.8735
32.2500	16.0187	0.0001	0.0000	0.1240	-0.0000	1.1881	-0.2226	0.2906	0.3801	35.5526
32.2750	16.0218	0.0001	0.0000	0.1240	-0.0000	-0.6411	0.3067	-0.2137	-0.4068	34.2656
32.3000	16.0249	0.0001	0.0000	0.1280	-0.0000	-0.1439	-0.4556	-0.0668	0.1351	34.4335
32.3250	16.0281	0.0001	0.0000	0.1240	-0.0000	1.1348	0.3649	-0.6739	-0.6707	34.6900
32.3500	16.0312	0.0001	0.0000	0.1280	-0.0000	-0.3836	0.5154	-0.1598	-0.1241	33.6734
32.3750	16.0344	0.0001	0.0000	0.1240	-0.0000	0.0870	-0.1886	-0.0423	0.0078	33.0439
32.4000	16.0375	0.0001	0.0000	0.1280	-0.0000	-0.7033	0.6077	-0.1109	0.0785	30.3533
32.4250	16.0407	0.0001	0.0000	0.1240	-0.0000	1.9073	0.6223	-0.4291	0.4838	28.3715
32.4500	16.0438	0.0001	0.0000	0.1280	-0.0000	-0.8009	-0.2226	0.4571	0.3141	26.3803
32.4750	16.0470	0.0001	0.0000	0.1240	-0.0000	-0.9874	-0.4411	0.6137	-0.1194	21.9551
32.5000	16.0501	0.0001	0.0000	0.1320	-0.0000	0.6731	-0.4702	-0.1647	0.0173	20.8266
32.5250	16.0534	0.0001	0.0000	0.1240	-0.0000	0.6553	-0.7761	0.5990	-0.0817	15.5247
32.5500	16.0565	0.0001	0.0000	0.1320	-0.0000	-0.4280	0.6125	-0.0325	-0.0063	13.3284
32.5750	16.0598	0.0001	0.0000	0.1240	-0.0000	-0.4990	-0.7664	0.1780	-0.4681	10.8150
32.6000	16.0629	0.0001	0.0000	0.1280	-0.0000	-0.8631	0.2727	0.0850	-0.2749	6.8467
32.6250	16.0661	0.0001	0.0000	0.1280	-0.0000	1.4012	0.1804	-0.2284	-0.0770	3.4426
32.6500	16.0693	0.0001	0.0000	0.1280	-0.0000	-0.5523	0.0979	-0.3067	-0.9393	-1.5469
32.6750	16.0725	0.0001	0.0000	0.1280	-0.0000	-0.9785	-0.4216	-0.1549	-0.4021	-6.7089
32.7000	16.0757	0.0001	0.0000	0.1320	-0.0000	0.4156	-0.2906	0.3298	-0.2184	-8.2058
32.7250	16.0790	0.0001	0.0000	0.1280	-0.0000	-1.1561	0.0542	0.0948	-0.4021	-12.2860
32.7500	16.0822	0.0001	0.0000	0.1320	-0.0000	-0.0728	0.4183	-0.0766	0.5780	-16.5107
32.7750	16.0855	0.0001	0.0000	0.1280	-0.0000	-0.8808	-0.1692	0.2465	-0.2278	-18.8143
32.8000	16.0887	0.0001	0.0000	0.1280	-0.0000	0.2291	0.3843	-0.1500	-1.0948	-22.7593
32.8250	16.0919	0.0001	0.0000	0.1320	-0.0000	-0.7299	-0.6450	-0.3165	-0.0958	-25.3986
32.8500	16.0952	0.0001	0.0000	0.1320	-0.0000	-0.5434	-0.3440	-0.2186	0.0644	-27.8374
32.8750	16.0985	0.0001	0.0000	0.1280	-0.0000	0.6375	0.1270	0.0115	0.5686	-29.8565
32.9000	16.1017	0.0001	0.0000	0.1320	-0.0000	-1.6622	-0.5382	-0.6739	0.3471	-30.8031
32.9250	16.1050	0.0001	0.0000	0.1280	-0.0000	0.6553	-0.2032	-0.1402	0.0974	-33.0600
32.9500	16.1082	0.0001	0.0000	0.1320	-0.0000	0.9039	0.2630	0.1829	0.1021	-33.3818
32.9750	16.1115	0.0001	0.0000	0.1320	-0.0000	0.6198	0.6271	-0.0717	-0.0393	-32.3745
33.0000	16.1148	0.0001	0.0000	0.1320	-0.0000	-1.8132	0.4669	0.0458	-0.4021	-33.9786
33.0250	16.1181	0.0001	0.0000	0.1320	-0.0000	-0.7299	-0.3877	-0.5907	-0.4351	-33.5356
33.0500	16.1214	0.0001	0.0000	0.1360	-0.0000	-0.5701	-0.6984	0.8732	0.4084	-33.3258
33.0750	16.1248	0.0001	0.0000	0.1320	-0.0000	0.8862	0.2678	0.2074	0.1775	-33.8434
33.1000	16.1281	0.0001	0.0000	0.1320	-0.0000	-0.1350	-0.0429	0.0017	-0.3126	-31.0036
33.1250	16.1314	0.0001	0.0000	0.1320	-0.0000	0.7707	-0.1497	0.2269	0.6770	-27.7534
33.1500	16.1347	0.0001	0.0000	0.1360	-0.0000	0.8329	-0.2080	-0.0423	0.5592	-26.0701
33.1750	16.1381	0.0001	0.0000	0.1320	-0.0000	-0.6056	-0.3197	-0.8502	-0.2890	-21.9292
33.2000	16.1414	0.0001	0.0000	0.1320	-0.0000	0.1137	0.4426	-0.0130	0.0926	-18.8050
33.2250	16.1447	0.0001	0.0000	0.1320	-0.0000	1.2413	0.8019	0.0997	-0.8027	-16.0491
33.2500	16.1480	0.0001	0.0000	0.1360	-0.0000	1.8096	0.2193	-0.4242	-0.7980	-13.9180
33.2750	16.1514	0.0001	0.0000	0.1320	-0.0000	-1.3514	0.2824	0.5158	0.2199	-8.3970
33.3000	16.1547	0.0001	0.0000	0.1360	-0.0000	-0.8986	0.4620	-0.4683	-0.1430	-4.5173
33.3250	16.1581	0.0001	0.0000	0.1320	-0.0000	-0.0728	-0.5236	0.5158	0.5874	-0.4790
33.3500	16.1614	0.0001	0.0000	0.1360	-0.0000	1.2325	-0.5430	0.0507	-0.4870	3.9649
33.3750	16.1648	0.0001	0.0000	0.1360	-0.0000	-0.7743	-0.7130	-0.7718	-0.0911	7.3969
33.4000	16.1682	0.0001	0.0000	0.1360	-0.0000	-0.2682	-0.6061	-0.4928	-0.6566	11.6123
33.4250	16.1716	0.0001	0.0000	0.1320	-0.0000	-0.8986	-0.0526	0.2416	0.2434	16.1495
33.4500	16.1749	0.0001	0.0000	0.1400	-0.0000	-0.6233	0.5154	0.0948	0.7759	18.3692
33.4750	16.1784	0.0001	0.0000	0.1320	-0.0000	1.3035	-0.0915	0.2514	0.2858	21.2463
33.5000	16.1817	0.0001	0.0000	0.1360	-0.0000	-0.1705	0.6417	0.4473	0.5497	23.1115
33.5250	16.1851	0.0001	0.0000	0.1360	-0.0000	0.0071	0.1513	-0.0570	0.4602	28.7585
33.5500	16.1885	0.0001	0.0000	0.1400	-0.0000	0.1314	-0.3488	-0.2822	0.0785	28.5440
33.5750	16.1920	0.0001	0.0000	0.1360	-0.0000	0.9483	0.4280	0.3493	-0.6283	30.5631
33.6000	16.1954	0.0001	0.0000	0.1360	-0.0000	-0.2770	-0.4556	-0.3165	-1.4058	31.3419
33.6250	16.1988	0.0001	0.0000	0.1360	-0.0000	-0.9785	0.4086	0.7214	-0.3267	33.8832
33.6500	16.2022	0.0001	0.0000	0.1400	-0.0000	1.7119	-0.1692	-0.0423	-0.3267	33.0812
33.6750	16.2057	0.0001	0.0000	0.1360	-0.0000	1.2147	0.6223	-0.0521	-0.1241	34.0278
33.7000	16.2091	0.0001	0.0000	0.1400	-0.0000	-0.8986	0.1464	-0.0374	0.1775	35.9770
33.7250	16.2126	0.0001	0.0000	0.1360	-0.0000	0.4688	-0.2760	-0.0081	-0.2466	33.5242
33.7500	16.2160	0.0001	0.0000	0.1400	-0.0000	1.2502	-0.3634	0.3298	-0.2749	33.5288
33.7750	16.2195	0.0001	0.0000	0.1400	-0.0000	0.0604	0.3358	-0.5025	-0.2608	32.7641
33.8000	16.2230	0.0001	0.0000	0.1400	-0.0000	0.6109	0.0348	0.4962	-0.2608	30.7310
33.8250	16.2265	0.0001	0.0000	0.1360	-0.0000	-0.9874	0.8505	1.0935	-1.2456	28.7538
33.8500	16.2299	0.0001	0.0000	0.1400	-0.0000	1.8007	-0.2226	-0.2333	-0.1524	24.2213
33.8750	16.2334	0.0001	0.0000	0.1360	-0.0000	0.7175	0.3212	-0.4781	0.0879	21.2509
33.9000	16.2368	0.0001	0.0000	0.1440	-0.0000	0.3889	-0.1692	-0.1060	-0.1147	18.6023
33.9250	16.2404	0.0001	0.0000	0.1360	-0.0000	1.4367	-0.2517	0.0801	-0.3173	13.8460
33.9500	16.2438	0.0001	0.0000	0.1440	-0.0000	1.6409	-0.3828	-0.2333	0.4790	10.1621
33.9750	16.2474	0.0001	0.0000	0.1360	-0.0000	0.1936	0.3552	-0.1451	0.3283	6.1565
34.0000	16.2508	0.0001	0.0000	0.1440	-0.0000	2.0316	-0.4605	-0.6054	0.1633	3.7084
34.0250	16.2544	0.0001	0.0000	0.1400	-0.0000	-0.3658	-0.3974	0.7459	0.5733	0.2904
34.0500	16.2579	0.0001	0.0000	0.1400	-0.0000	2.4401	0.8602	0.1241	0.1539	-2.4562
34.0750	16.2614	0.0001	0.0000	0.1400	-0.0000	0.1936	0.5057	-0.0227	0.4225	-6.4571
34.1000	16.2649	0.0001	0.0000	0.1440	-0.0000	-0.2238	0.0153	0.0948	0.5497	-11.7311
34.1250	16.2685	0.0001	0.0000	0.1400	-0.0000	0.7707	-0.3731	-0.0032	0.6628	-15.6947
34.1500	16.2720	0.0001	0.0000	0.1440	-0.0000	2.2625	0.5446	0.0801	-0.2938	-19.3692
34.1750	16.2756	0.0001	0.0000	0.1400	-0.0000	0.6464	-0.2226	0.5207	0.5262	-20.7728
34.2000	16.2791	0.0001	0.0000	0.1440	-0.0000	1.4633	-0.2371	-0.2186	-0.4728	-24.1582
34.2250	16.2827	0.0001	0.0000	0.1440	-0.0000	-0.6411	-0.0187	-0.1207	0.0738	-26.6063
34.2500	16.2863	0.0001	0.0000	0.1440	-0.0000	1.4544	-0.7081	-0.3018	0.6581	-29.9218
34.2750	16.2899	0.0001	0.0000	0.1400	-0.0000	1.4633	-0.1109	-0.0179	0.7335	-31.7357
34.3000	16.2934	0.0001	0.0000	0.1440	-0.0000	0.1936	0.4280	0.0752	0.3565	-31.0735
34.3250	16.2970	0.0001	0.0000	0.1440	-0.0000	0.8329	0.4523	-0.0717	0.5309	-33.3072
34.3500	16.3006	0.0001	0.0000	0.1440	-0.0000	-0.1083	0.4523	-0.4585	0.2105	-34.1605
34.3750	16.3042	0.0001	0.0000	0.1440	-0.0000	-0.3392	-0.1886	-0.3606	-0.5718	-35.6294
34.4000	16.3078	0.0001	0.0000	0.1440	-0.0000	-0.0195	0.1513	0.7312	-0.2231	-34.1698
34.4250	16.3114	0.0001	0.0000	0.1440	-0.0000	0.5221	0.1464	-0.6201	-0.3409	-33.6755
34.4500	16.3150	0.0001	0.0000	0.1440	-0.0000	-0.4990	-0.8732	0.3787	-0.1430	-34.6595
34.4750	16.3186	0.0001	0.0000	0.1440	-0.0000	-0.4457	0.3795	-0.2382	0.6770	-31.4932
34.5000	16.3222	0.0001	0.0000	0.1480	-0.0000	-2.5590	-0.0381	-0.0081	0.0173	-29.1850
34.5250	16.3259	0.0001	0.0000	0.1440	-0.0000	-0.5789	0.0008	0.0213	-0.4728	-28.5508
34.5500	16.3295	0.0001	0.0000	0.1480	-0.0000	-1.1206	0.3455	-0.5809	0.5450	-25.6177
34.5750	16.3332	0.0001	0.0000	0.1440	-0.0000	-0.7121	0.1610	-0.1451	0.4838	-21.5748
34.6000	16.3368	0.0001	0.0000	0.1480	-0.0000	-1.3159	-0.0818	-0.1549	-0.2184	-18.0635
34.6250	16.3405	0.0001	0.0000	0.1440	-0.0000	-1.0673	-0.7324	-0.2088	0.0220	-14.9579
34.6500	16.3441	0.0001	0.0000	0.1480	-0.0000	-3.7134	-0.2954	-0.2920	0.2340	-10.5839
34.6750	16.3478	0.0001	0.0000	0.1440	-0.0000	-2.9409	-0.4362	0.3542	-0.2278	-5.3520
34.7000	16.3514	0.0001	0.0000	0.1480	-0.0000	-0.9252	-0.1109	-0.3704	0.0267	-1.9526
34.7250	16.3551	0.0001	0.0000	0.1480	-0.0000	-3.0563	0.1416	-0.7914	-0.8498	1.5727
34.7500	16.3588	0.0001	0.0000	0.1480	-0.0000	-3.5091	-0.1206	-0.3704	0.3895	7.1871
34.7750	16.3625	0.0001	0.0000	0.1480	-0.0000	-3.3759	0.1804	0.1339	0.1492	10.3673
34.8000	16.3662	0.0001	0.0000	0.1480	-0.0000	-2.7366	-0.1206	0.9026	-0.2513	13.6221
34.8250	16.3699	0.0001	0.0000	0.1480	-0.0000	-3.5358	-0.1837	0.2221	-0.1712	17.2873
34.8500	16.3736	0.0001	0.0000	0.1480	-0.0000	-3.7578	-0.3537	-0.2431	1.1105	19.8007
34.8750	16.3773	0.0001	0.0000	0.1480	-0.0000	-2.7633	0.2678	0.6088	0.7288	22.3841
34.9000	16.3810	0.0001	0.0000	0.1520	-0.0000	-5.4271	-0.3634	-0.1500	0.1869	25.9327
34.9250	16.3848	0.0001	0.0000	0.1480	-0.0000	-5.7290	0.1513	-0.6347	0.0125	26.2265
34.9500	16.3885	0.0001	0.0000	0.1480	-0.0000	-3.8554	0.7388	0.7165	0.4272	29.1829
34.9750	16.3922	0.0001	0.0000	0.1520	-0.0000	-3.9886	-0.3828	-0.0325	0.2481	31.1833
35.0000	16.3960	0.0001	0.0000	0.1480	-0.0000	-3.7134	0.6077	-0.3459	0.4790	35.0024
35.0250	16.3997	0.0001	0.0000	0.1480	-0.0000	-3.8998	0.0590	0.2465	-0.5576	34.1304
35.0500	16.4034	0.0001	0.0000	0.1520	-0.0000	-5.3738	0.3892	0.2808	-0.1383	35.3661
35.0750	16.4072	0.0001	0.0000	0.1480	-0.0000	-3.9797	-0.8635	-0.2724	0.1728	32.9926
35.1000	16.4109	0.0001	0.0000	0.1520	-0.0000	-2.8965	0.0542	0.4228	-0.2796	31.1973
35.1250	16.4147	0.0001	0.0000	0.1520	-0.0000	-4.1751	0.1464	0.2367	-0.2372	32.7175
35.1500	16.4185	0.0001	0.0000	0.1520	-0.0000	-2.8609	0.0639	-0.4781	-0.0487	33.3983
35.1750	16.4223	0.0001	0.0000	0.1480	-0.0000	-1.3692	-0.1546	0.1388	-0.1194	31.6963
35.2000	16.4260	0.0001	0.0000	0.1520	-0.0000	-3.9620	-0.4556	-0.4144	0.4555	28.1896
35.2250	16.4298	0.0001	0.0000	0.1520	-0.0000	-3.0297	-0.2954	0.1388	-0.0204	26.8233
35.2500	16.4336	0.0001	0.0000	0.1520	-0.0000	-0.5257	0.8505	0.2906	0.4838	23.4379
35.2750	16.4374	0.0001	0.0000	0.1520	-0.0000	0.8506	0.3115	-0.5417	-1.2409	18.6350
35.3000	16.4412	0.0001	0.0000	0.1560	-0.0000	-0.4191	0.6368	-0.0717	-0.4822	15.3661
35.3250	16.4451	0.0001	0.0000	0.1520	-0.0000	0.2202	-0.0915	0.1388	0.9644	13.7434
35.3500	16.4489	0.0001	0.0000	0.1520	-0.0000	2.1826	-0.2420	0.3493	-0.2042	8.8005
35.3750	16.4527	0.0001	0.0000	0.1520	-0.0000	1.5521	-0.6013	-0.3165	0.2953	5.8954
35.4000	16.4565	0.0001	0.0000	0.1560	-0.0000	2.1115	0.0833	-0.5417	-0.6896	1.1437
35.4250	16.4604	0.0001	0.0000	0.1520	-0.0000	2.9107	0.2193	0.6235	-0.2796	-1.7567
35.4500	16.4642	0.0001	0.0000	0.1560	-0.0000	5.4502	-0.1449	0.1045	-0.4587	-5.5385
35.4750	16.4681	0.0001	0.0000	0.1520	-0.0000	5.2815	-0.4314	-0.1598	0.1068	-10.1316
35.5000	16.4719	0.0001	0.0000	0.1560	-0.0000	4.5001	-0.7130	0.7508	-0.1194	-13.7548
35.5250	16.4758	0.0001	0.0000	0.1520	-0.0000	5.6455	0.3892	0.0262	0.4838	-16.2030
35.5500	16.4796	0.0001	0.0000	0.1560	-0.0000	5.5567	-0.0623	0.0850	0.6063	-17.7558
35.5750	16.4835	0.0001	0.0000	0.1520	-0.0000	7.4303	0.1804	-0.3801	-0.5718	-21.1272
35.6000	16.4873	0.0001	0.0000	0.1560	-0.0000	7.8831	0.5688	-0.1060	-0.2796	-26.3172
35.6250	16.4912	0.0001	0.0000	0.1560	-0.0000	7.0751	-0.3294	-0.1158	0.1068	-28.9378
35.6500	16.4951	0.0001	0.0000	0.1560	-0.0000	6.8886	-0.2274	-0.2382	0.4838	-30.4580
35.6750	16.4990	0.0001	0.0000	0.1520	-0.0000	9.4725	-0.6110	-0.0081	-0.1288	-30.4767
35.7000	16.5028	0.0001	0.0000	0.1560	-0.0000	7.4747	-0.7470	-0.2969	0.5026	-31.3440
35.7250	16.5067	0.0001	0.0000	0.1560	-0.0000	8.0696	0.5834	0.3249	-0.4917	-33.5123
35.7500	16.5106	0.0001	0.0000	0.1600	-0.0000	7.2527	1.0010	-0.0521	0.5403	-33.4937
35.7750	16.5146	0.0001	0.0000	0.1520	-0.0000	6.7732	0.9136	-0.2039	-0.4304	-34.6688
35.8000	16.5184	0.0001	0.0000	0.1600	-0.0000	7.7766	0.2144	0.5746	0.1115	-34.2771
35.8250	16.5224	0.0001	0.0000	0.1560	-0.0000	6.6045	-0.2129	0.0360	-0.4068	-33.0507
35.8500	16.5263	0.0001	0.0000	0.1560	-0.0000	6.3914	0.0493	-0.4242	0.6628	-32.9621
35.8750	16.5302	0.0001	0.0000	0.1560	-0.0000	5.7609	0.5106	0.0311	-0.8121	-30.8917
35.9000	16.5341	0.0001	0.0000	0.1600	-0.0000	4.8197	-0.4362	-0.2333	0.4319	-28.8026
35.9250	16.5381	0.0001	0.0000	0.1560	-0.0000	2.1648	-0.4362	-0.6592	-0.7179	-26.0561
35.9500	16.5420	0.0001	0.0000	0.1600	-0.0000	1.6409	-0.7324	-0.5221	0.7665	-22.1111
35.9750	16.5460	0.0001	0.0000	0.1560	-0.0000	-1.3159	-0.0332	-0.3899	0.1303	-18.3293
36.0000	16.5499	0.0001	0.0000	0.1600	-0.0000	-1.1206	0.5737	0.4277	0.4037	-14.7248
36.0250	16.5539	0.0001	0.0000	0.1600	-0.0000	-3.4381	-0.0623	-0.6641	-0.1053	-12.1601
36.0500	16.5579	0.0001	0.0000	0.1600	-0.0000	-3.6601	0.5883	-0.3850	-0.5482	-8.4249
36.0750	16.5619	0.0001	0.0000	0.1560	-0.0000	-5.4182	0.2095	0.2710	0.6487	-3.8038
36.1000	16.5658	0.0001	0.0000	0.1600	-0.0000	-5.9421	-0.0041	0.1437	0.7524	0.7847
36.1250	16.5698	0.0001	0.0000	0.1600	-0.0000	-8.1353	-0.5285	-0.5123	-0.5718	5.5317
36.1500	16.5738	0.0001	0.0000	0.1600	-0.0000	-9.4228	0.5834	-0.1941	0.7665	8.2689
36.1750	16.5778	0.0001	0.0000	0.1600	-0.0000	-11.5006	1.0932	0.0997	-0.3597	12.3538
36.2000	16.5818	0.0001	0.0000	0.1600	-0.0000	-11.4651	-0.4993	-0.0276	-0.2513	13.0812
36.2250	16.5858	0.0001	0.0000	0.1600	-0.0000	-14.9724	-0.6935	-0.0081	0.7429	17.9075
36.2500	16.5898	0.0001	0.0000	0.1640	-0.0000	-15.8515	0.0153	-0.1109	0.3848	21.9737
36.2750	16.5939	0.0001	0.0000	0.1560	-0.0000	-15.1323	0.0785	-0.3801	-0.0440	23.5825
36.3000	16.5978	0.0001	0.0000	0.1640	-0.0000	-17.5563	-0.1934	0.1143	-0.3880	27.7513
36.3250	16.6019	0.0001	0.0000	0.1640	-0.0000	-17.2189	0.3941	0.3542	0.3424	31.0061
36.3500	16.6060	0.0001	0.0000	0.1600	-0.0000	-17.9293	0.2824	-0.3459	0.4838	32.4424
36.3750	16.6100	0.0001	0.0000	0.1640	-0.0000	-18.7373	0.1659	0.2661	0.1209	32.3118
36.4000	16.6141	0.0001	0.0000	0.1640	-0.0000	-19.5986	-0.3148	0.5550	-0.1147	32.4284
36.4250	16.6182	0.0001	0.0000	0.1600	-0.0000	-17.9737	-0.5236	0.1927	0.1586	32.9646
36.4500	16.6222	0.0001	0.0000	0.1640	-0.0000	-15.4786	0.2775	-0.7963	0.8278	34.1630
36.4750	16.6263	0.0001	0.0000	0.1600	-0.0000	-16.8549	0.8505	-0.2137	-0.4210	36.3407
36.5000	16.6303	0.0001	0.0000	0.1680	-0.0000	-14.7238	-0.1400	0.1976	-0.3786	35.2076
36.5250	16.6345	0.0001	0.0000	0.1600	-0.0000	-14.2887	0.4912	-0.0521	0.0361	32.8993
36.5500	16.6385	0.0001	0.0000	0.1640	-0.0040	-12.2021	-0.2857	-0.4683	0.6393	30.1714
