# time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
# s 	m 	m 	deg 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
7.1500	0.0025	-0.0001	0.0000	0.0000	-0.0211	-0.0183	-0.0459	0.0152	-0.0574	0.1929	-1.1006	0.4813	1.3201	-0.3584	0.0346	-0.0217
7.2000	0.0025	-0.0001	0.0000	0.0000	-0.0584	-0.0118	-0.0273	-0.0350	-0.0818	-0.5813	0.1310	-1.0853	0.5831	-0.5137	-0.1073	0.3977
7.2500	0.0025	-0.0001	0.0000	0.0000	-0.0242	-0.0033	0.0126	-0.0177	-0.0308	0.2321	-1.2540	0.2457	-0.8553	0.3505	-0.8564	-0.3940
7.3000	0.0025	-0.0001	0.0000	0.0000	0.0236	0.0093	0.0284	0.0050	0.0422	0.2642	-0.0678	-0.7476	-0.0295	0.5932	-0.3864	0.5673
7.3500	0.0025	-0.0001	0.0000	0.0000	0.0141	-0.0408	-0.0552	0.0954	-0.0672	0.3783	-1.4487	-0.3681	0.5298	-0.1787	0.2354	-0.3327
7.4000	0.0025	-0.0001	0.0000	0.0000	0.0463	-0.0185	-0.0377	0.0832	0.0095	0.3355	-0.7515	-1.5910	0.1214	-0.3389	-0.0976	-0.1395
7.4500	0.0025	-0.0001	0.0000	0.0000	0.0525	-0.0228	0.0213	0.0979	0.0071	0.0716	-1.3976	-0.2895	0.3700	-0.7079	0.0787	-0.2007
7.5000	0.0025	-0.0001	0.0000	0.0000	0.0912	-0.0163	0.0339	0.1237	0.0587	0.3998	0.8928	-0.1648	-0.3048	0.2291	-0.0437	0.4448
7.5500	0.0025	-0.0001	0.0000	0.0000	-0.0197	0.0302	-0.0546	-0.0797	0.0404	0.3641	0.8001	1.0364	-0.0118	0.4719	-0.0339	-0.5730
7.6000	0.0025	-0.0001	0.0000	0.0000	-0.0183	0.0552	0.0077	-0.1281	0.0914	-0.1353	1.7021	0.9431	-0.4025	-0.1787	-0.4892	0.0160
7.6500	0.0025	-0.0001	0.0000	0.0000	-0.0041	0.0632	0.0213	-0.1299	0.1216	-0.3744	0.2547	0.8916	1.2758	0.2000	0.2745	0.1055
7.7000	0.0025	-0.0001	0.0000	0.0000	-0.0193	-0.0117	0.0317	0.0040	-0.0425	0.1500	0.6600	0.3924	0.5121	-0.8391	0.7397	0.1480
7.7500	0.0025	-0.0001	0.0000	0.0000	-0.0214	0.0211	0.0246	-0.0634	0.0205	0.3142	0.4993	0.7958	1.7818	0.7001	-0.6068	0.3034
7.8000	0.0025	-0.0001	0.0000	0.0000	-0.0497	-0.0208	0.0104	-0.0082	-0.0911	-0.3601	0.5599	-0.2406	-1.3436	-0.1690	-0.1955	0.1197
7.8500	0.0025	-0.0001	0.0000	0.0000	-0.0165	-0.0525	0.0377	0.0880	-0.1210	0.2429	-0.0614	0.2985	0.0771	0.5690	-0.5529	-0.2243
7.9000	0.0025	-0.0001	0.0000	0.0000	0.0429	-0.0312	-0.0393	0.1050	-0.0192	0.3141	1.0234	0.3576	0.6364	-0.3924	-0.6752	-0.6484
7.9500	0.0025	-0.0001	0.0000	0.0000	0.0196	0.0588	0.0191	-0.0974	0.1366	0.3569	-0.7556	-0.6395	-1.1749	0.5107	0.3431	-0.3327
8.0000	0.0025	-0.0001	0.0000	0.0000	-0.0404	0.0134	0.0213	-0.0670	-0.0138	-0.0569	-1.0274	-1.3575	1.3291	-0.5137	0.5683	0.6145
8.0500	0.0025	-0.0001	0.0000	0.0000	-0.0378	-0.0041	-0.0491	-0.0296	-0.0460	0.1037	0.4450	0.4048	-1.1661	0.8069	0.3284	-0.1631
8.1000	0.0025	-0.0001	0.0000	0.0000	0.0228	-0.0450	0.0011	0.1124	-0.0668	0.3213	-0.8551	0.3583	1.0272	0.9429	-0.3620	0.0019
8.1500	0.0025	-0.0001	0.0000	0.0000	0.0453	-0.0050	0.0208	0.0553	0.0354	0.3498	0.6116	0.2321	1.1869	0.4816	0.0249	0.3977
8.2000	0.0025	-0.0001	0.0000	0.0000	0.0027	-0.0045	-0.0552	0.0116	-0.0063	0.1750	-0.8613	0.5489	-0.3847	-0.5623	-0.0437	-0.0735
8.2500	0.0025	-0.0001	0.0000	0.0000	-0.0159	-0.0133	-0.0240	0.0105	-0.0423	-0.0318	2.1470	0.8764	-1.7699	0.1709	0.4361	-0.8840
8.3000	0.0025	-0.0001	0.0000	0.0000	0.0184	0.0012	0.0104	0.0160	0.0209	-0.3351	-1.6517	-0.3154	-1.0595	-0.5040	-0.0046	-0.6343
8.3500	0.0025	-0.0001	0.0000	0.0000	0.0276	0.0191	-0.0557	-0.0104	0.0656	0.1715	-0.1742	-1.1898	-0.4113	0.5932	0.2109	0.5155
8.4000	0.0025	-0.0001	0.0000	0.0000	-0.0669	0.0169	-0.0420	-0.1005	-0.0333	-0.0640	-1.1060	-0.5919	0.5921	0.2097	-0.5284	0.4778
8.4500	0.0025	-0.0001	0.0000	0.0000	0.0083	0.0567	0.0257	-0.1046	0.1213	-0.1603	-0.6354	-1.4483	-1.1395	-0.6885	0.1522	-0.2903
8.5000	0.0025	-0.0001	0.0000	0.0000	0.0020	0.0027	-0.0481	-0.0034	0.0075	0.5246	-0.0564	0.5564	-1.3526	0.0349	0.6271	0.3176
8.5500	0.0025	-0.0001	0.0000	0.0000	0.0012	-0.0404	0.0115	0.0817	-0.0792	0.1857	1.3260	0.5437	-0.7044	0.4136	-0.1269	-0.9076
8.6000	0.0025	-0.0001	0.0000	0.0000	-0.0291	-0.0383	0.0197	0.0471	-0.1052	-0.3494	1.0734	0.8846	-1.3436	0.0058	-0.1563	0.3081
8.6500	0.0025	-0.0001	0.0000	0.0000	0.0141	-0.0357	-0.0207	0.0851	-0.0568	0.3356	0.1333	0.9122	0.4855	0.3262	-0.2004	0.6851
8.7000	0.0025	-0.0001	0.0000	0.0000	0.0616	-0.0028	-0.0147	0.0673	0.0560	-0.0176	0.4984	-0.4136	0.7874	-0.0380	0.3039	0.5579
8.7500	0.0025	-0.0001	0.0000	0.0000	0.0352	0.0426	0.0186	-0.0496	0.1200	-0.2852	-1.0164	0.3677	1.1426	-0.4506	-0.3766	0.3789
8.8000	0.0025	-0.0001	0.0000	0.0000	-0.0692	0.0412	-0.0098	-0.1511	0.0128	0.3962	-0.0704	-0.6659	1.0360	0.2680	-0.1269	0.9914
8.8500	0.0025	-0.0001	0.0000	0.0000	-0.0643	-0.0050	-0.0142	-0.0543	-0.0742	0.2642	-1.3222	-0.1309	-0.7488	-0.1641	-0.2004	-0.2997
8.9000	0.0025	-0.0001	0.0000	0.0000	0.0121	-0.0052	0.0180	0.0224	0.0018	-0.2744	-0.7402	-1.5238	-0.5712	-0.1398	-0.7977	-0.3893
8.9500	0.0025	-0.0001	0.0000	0.0000	0.0702	0.0249	-0.0431	0.0206	0.1198	0.2178	-0.0794	1.2644	0.0148	-0.6692	-0.1269	0.1762
9.0000	0.0025	-0.0001	0.0000	0.0000	0.0222	-0.0305	0.0333	0.0828	-0.0385	0.2036	-0.2746	-1.4014	-1.3082	-0.0428	0.4313	-0.3846
9.0500	0.0025	-0.0001	0.0000	0.0000	-0.0030	-0.0663	0.0268	0.1289	-0.1350	0.2392	-0.5402	0.1633	1.3024	1.0060	0.6466	0.2987
9.1000	0.0025	-0.0001	0.0000	0.0000	0.0276	-0.0249	-0.0388	0.0772	-0.0221	-0.5099	0.8145	0.1795	-0.6955	0.5690	-0.2199	0.5815
9.1500	0.0025	-0.0001	0.0000	0.0000	-0.0343	0.0174	0.0180	-0.0688	0.0003	-0.2958	0.5564	1.1050	1.1692	-0.2758	-0.2102	0.1950
9.2000	0.0025	-0.0001	0.0000	0.0000	-0.0180	-0.0011	0.0295	-0.0159	-0.0202	0.3142	1.4022	0.6752	-1.3436	-0.1982	0.4067	-0.0028
9.2500	0.0025	-0.0001	0.0000	0.0000	0.0183	0.0033	-0.0404	0.0118	0.0248	0.1715	-0.7470	-0.4905	-0.3847	-0.4701	0.0053	-0.4316
9.3000	0.0025	-0.0001	0.0000	0.0000	0.0369	0.0086	0.0071	0.0199	0.0540	-0.2567	0.4949	-0.3047	-0.5357	0.2777	0.3431	-0.3799
9.3500	0.0025	-0.0001	0.0000	0.0000	0.0626	0.0597	0.0295	-0.0562	0.1814	0.3034	-1.4224	-0.7637	1.5421	0.1175	0.1228	-0.5306
9.4000	0.0025	-0.0001	0.0000	0.0000	0.0240	0.0225	-0.0595	-0.0208	0.0688	0.0609	-0.2758	-0.9529	-0.4646	0.6224	-0.3130	0.1385
9.4500	0.0025	-0.0001	0.0000	0.0000	-0.0467	0.0366	-0.0196	-0.1196	0.0261	0.2571	-0.6811	-0.4536	0.4855	-0.3584	-0.1808	-0.0406
9.5000	0.0025	-0.0001	0.0000	0.0000	-0.0116	0.0201	0.0290	-0.0517	0.0285	0.3356	1.4093	0.4573	1.3024	-0.4360	0.8033	-0.7238
9.5500	0.0025	-0.0001	0.0000	0.0000	-0.0438	-0.0131	0.0492	-0.0177	-0.0698	0.2927	-1.1370	-0.8755	-0.8198	-0.2418	-0.0682	0.6333
9.6000	0.0025	-0.0001	0.0000	0.0000	0.0632	0.0043	-0.0437	0.0547	0.0717	-0.1924	0.8701	0.1219	-1.0862	0.6127	-0.1318	-0.0594
9.6500	0.0025	-0.0001	0.0000	0.0000	0.0437	-0.0174	0.0180	0.0784	0.0090	-0.0783	-0.5097	0.0527	0.1125	0.6224	0.3235	0.3034
9.7000	0.0025	-0.0001	0.0000	0.0000	0.0105	-0.0565	0.0388	0.1229	-0.1018	0.3998	0.4759	-0.5481	0.8762	-0.6740	0.2990	0.7417
9.7500	0.0025	-0.0001	0.0000	0.0000	-0.0087	-0.0404	-0.0486	0.0718	-0.0891	-0.1353	-0.8217	-0.2552	0.6009	-0.2953	-0.2248	0.7746
9.8000	0.0025	-0.0001	0.0000	0.0000	-0.0463	-0.0496	0.0404	0.0523	-0.1450	-0.8417	-0.7004	-1.5124	1.1337	0.6467	-0.4892	0.2752
9.8500	0.0025	-0.0001	0.0000	0.0000	-0.0364	0.0661	0.0202	-0.1679	0.0952	0.4604	-0.6823	-0.0051	-1.5568	-0.1011	-0.3130	-0.5683
9.9000	0.0025	-0.0001	0.0000	0.0000	-0.0336	0.0220	0.0142	-0.0775	0.0102	0.1929	1.6495	0.4977	-0.0473	0.3408	-0.8221	-0.6861
9.9500	0.0025	-0.0001	0.0000	0.0000	0.0317	0.0396	-0.0311	-0.0472	0.1105	-0.9772	-0.7411	-0.2599	-0.4735	0.1078	-0.1906	-0.5353
10.0000	0.0025	-0.0001	0.0000	0.0000	0.0144	-0.0321	0.0153	0.0782	-0.0495	0.3071	1.2169	0.1832	-1.2460	-0.4117	0.3774	-0.6202
10.0500	0.0025	-0.0001	0.0000	0.0000	-0.0202	-0.0318	0.0454	0.0431	-0.0835	0.1680	-0.2653	0.3784	-1.0417	0.3797	0.3528	-0.6531
10.1000	0.0025	-0.0001	0.0000	0.0000	0.0501	-0.0051	-0.0612	0.0603	0.0399	-0.2353	0.1101	-0.8531	0.3257	-0.1982	-0.3913	-0.2762
10.1500	0.0025	-0.0001	0.0000	0.0000	-0.0266	0.0092	0.0262	-0.0448	-0.0083	-0.0712	-0.9458	-0.1528	1.3557	0.6175	0.2892	0.6003
10.2000	0.0025	-0.0001	0.0000	0.0000	0.0169	0.0610	0.0459	-0.1046	0.1383	-0.1354	0.8787	0.2708	-1.0241	0.2923	0.8719	0.2658
10.2500	0.0025	-0.0001	0.0000	0.0000	0.0229	0.0342	-0.0552	-0.0451	0.0910	0.2535	0.2580	1.2039	-0.9885	-0.3341	-0.3815	-0.0500
10.3000	0.0025	-0.0001	0.0000	0.0000	0.0602	-0.0168	0.0301	0.0936	0.0268	-0.0283	0.9377	0.1044	-0.8642	-0.0670	-0.1220	-0.9830
10.3500	0.0025	-0.0001	0.0000	0.0000	-0.0020	0.0054	0.0137	-0.0127	0.0088	-0.0462	0.5041	1.4750	-0.1627	-0.5186	-0.3277	-0.6155
10.4000	0.0025	-0.0001	0.0000	0.0000	-0.0086	-0.0357	-0.0338	0.0624	-0.0796	0.3962	0.2826	-0.7952	0.6276	0.4961	-0.5969	0.5390
10.4500	0.0025	-0.0001	0.0000	0.0000	-0.1057	-0.0199	-0.0355	-0.0661	-0.1454	0.1394	-1.3013	-0.3630	-0.0739	-0.2176	-0.0094	0.0490
10.5000	0.0025	-0.0001	0.0000	0.0000	-0.0958	-0.0118	0.0131	-0.0724	-0.1192	-0.4957	-0.8617	-1.5030	1.3291	-0.2758	0.8229	0.3553
10.5500	0.0025	-0.0001	0.0000	0.0000	-0.0060	-0.0141	0.0224	0.0221	-0.0342	0.3320	-0.5496	0.0415	1.0272	0.2291	-0.4304	0.3883
10.6000	0.0025	-0.0001	0.0000	0.0000	0.0225	-0.0308	-0.0579	0.0838	-0.0388	-0.5028	0.8512	-0.1217	1.4800	-0.0039	-0.9935	0.3459
10.6500	0.0025	-0.0001	0.0000	0.0000	-0.0373	0.0252	0.0328	-0.0876	0.0129	-0.2602	0.9484	1.0142	0.3966	0.6758	-0.5626	-0.5777
10.7000	0.0025	-0.0001	0.0000	0.0000	-0.0160	0.0269	0.0415	-0.0695	0.0375	-0.8524	1.4994	0.5744	0.4322	-0.6449	-0.0437	-0.0028
10.7500	0.0025	-0.0001	0.0000	0.0000	0.0503	0.0092	0.0344	0.0320	0.0685	0.1893	0.5764	0.9001	1.1337	-0.2370	0.2354	0.1480
10.8000	0.0025	-0.0001	0.0000	0.0000	0.0718	0.0072	0.0142	0.0575	0.0861	-0.1318	1.0787	0.7212	-0.9530	-0.4312	-0.2346	-0.4646
10.8500	0.0025	-0.0001	0.0000	0.0000	0.0272	0.0376	0.0197	-0.0477	0.1021	0.1857	0.6391	0.6245	-0.1094	0.2146	-0.7487	-0.4929
10.9000	0.0025	-0.0001	0.0000	0.0000	-0.0551	0.0392	-0.0196	-0.1332	0.0231	-0.1211	-0.4117	-0.0752	-0.6689	-0.4847	-0.2689	-0.1254
10.9500	0.0025	-0.0001	0.0000	0.0000	-0.0540	0.0304	-0.0191	-0.1145	0.0065	0.2322	-0.2666	-0.4099	1.0094	0.0155	0.2648	-1.0867
11.0000	0.0025	-0.0001	0.0000	0.0000	0.0256	0.0238	0.0153	-0.0218	0.0730	0.4962	-0.8531	-0.1174	-0.5978	0.4671	-0.2004	0.3270
11.0500	0.0025	-0.0001	0.0000	0.0020	-0.0040	0.0114	0.0142	-0.0267	0.0188	-0.0568	-0.4129	-0.8633	0.3168	0.3213	-0.4746	0.1433
11.1000	0.0026	-0.0001	0.0000	0.0000	0.0400	-0.0141	-0.0535	0.0680	0.0120	-0.6098	-1.5276	-0.4178	0.8229	-0.0524	0.0640	-0.3610
11.1500	0.0026	-0.0001	0.0000	0.0000	-0.0122	-0.0317	0.0383	0.0509	-0.0753	-0.3066	-0.9911	-1.2373	-0.4202	-0.2467	0.4116	0.4495
11.2000	0.0026	-0.0001	0.0000	0.0000	-0.0528	-0.0049	0.0273	-0.0431	-0.0625	-1.8228	-1.2989	-0.0235	-1.5124	-0.5575	-0.1710	0.3553
11.2500	0.0026	-0.0001	0.0000	0.0020	-0.0732	-0.0556	-0.0579	0.0373	-0.1838	-2.3757	1.3218	0.2586	-1.3969	-0.1884	0.2844	-0.2337
11.3000	0.0027	-0.0001	0.0000	0.0020	0.0152	0.0066	0.0230	0.0020	0.0284	-2.0225	-0.1264	1.4710	0.1658	0.2582	0.2109	0.1291
11.3500	0.0028	-0.0001	0.0000	0.0020	-0.0000	-0.0297	0.0120	0.0591	-0.0592	0.3177	1.0642	0.3416	1.0005	0.4428	-0.5822	-0.0264
11.4000	0.0029	-0.0001	0.0000	0.0020	0.0732	0.0198	-0.0688	0.0338	0.1126	-1.3626	-1.7719	-0.7433	-0.6067	0.0640	1.2048	0.3694
11.4500	0.0030	-0.0001	0.0000	0.0020	0.0088	0.0591	-0.0328	-0.1089	0.1265	-3.9954	-0.7447	-1.3875	1.9683	-0.1011	0.6123	-0.4505
11.5000	0.0031	-0.0001	0.0000	0.0020	0.0006	0.0625	0.0224	-0.1237	0.1250	0.0716	-0.3070	0.4216	-0.1627	0.4573	-0.2836	-0.3044
11.5500	0.0032	-0.0001	0.0000	0.0020	0.0603	0.0135	0.0415	0.0333	0.0872	1.1418	-0.5116	-1.1293	-1.6189	-0.0865	-0.7732	0.1998
11.6000	0.0033	-0.0001	0.0000	0.0020	0.0084	0.0098	-0.0541	-0.0111	0.0280	-1.3340	-1.3305	-0.7011	-0.7132	-0.3778	-0.3130	-0.5306
11.6500	0.0034	-0.0001	0.0000	0.0020	0.0322	-0.0090	0.0273	0.0502	0.0143	-1.8014	0.7372	0.4965	-1.0507	0.3359	0.7494	0.4354
11.7000	0.0035	-0.0001	0.0000	0.0040	-0.0526	0.0143	0.0388	-0.0812	-0.0241	-0.2566	0.2482	0.2669	1.3912	-0.0913	0.4654	-0.0028
11.7500	0.0037	-0.0001	0.0000	0.0020	-0.0167	0.0309	-0.0552	-0.0780	0.0447	-0.0783	-1.0599	0.4654	1.6398	-0.0865	-0.3963	0.0019
11.8000	0.0038	-0.0001	0.0000	0.0040	0.0465	-0.0084	-0.0295	0.0633	0.0297	-2.4471	0.9271	0.4311	0.7253	-0.4166	0.1766	0.1668
11.8500	0.0040	-0.0001	0.0000	0.0020	0.0175	0.0381	-0.0016	-0.0583	0.0933	-2.0011	-0.2928	1.2225	-0.7754	-0.4312	0.1080	0.4590
11.9000	0.0041	-0.0001	0.0000	0.0040	-0.0394	-0.0668	0.0295	0.0936	-0.1724	-0.9415	-0.5154	-1.8358	1.3379	-0.5623	0.3235	0.5249
11.9500	0.0043	-0.0001	0.0000	0.0040	0.0079	-0.0378	-0.0377	0.0831	-0.0674	-0.6348	-0.0540	0.8960	0.6542	0.3505	0.1032	0.0961
12.0000	0.0045	-0.0001	0.0000	0.0040	-0.0308	0.0065	0.0219	-0.0438	-0.0178	-2.4649	1.3399	0.5293	1.6486	-0.4021	0.4263	-0.3751
12.0500	0.0047	-0.0001	0.0000	0.0040	0.0014	0.1014	-0.0273	-0.2004	0.2031	-1.2591	-0.3353	1.2929	0.6009	0.6418	0.1326	0.2045
12.1000	0.0049	-0.0001	0.0000	0.0060	0.0429	0.0619	-0.0677	-0.0802	0.1660	0.5675	1.0799	0.2727	-1.0684	1.1808	-0.1710	-0.1866
12.1500	0.0052	-0.0001	0.0000	0.0040	-0.0330	-0.0046	-0.0207	-0.0238	-0.0422	-0.0818	-0.3811	1.0510	-0.9885	-0.9216	0.0934	-0.4646
12.2000	0.0054	-0.0001	0.0000	0.0040	-0.0059	-0.0184	0.0251	0.0306	-0.0424	-1.1556	0.6361	-0.1091	-0.8198	-0.3632	-0.5773	-0.1159
12.2500	0.0056	-0.0001	0.0000	0.0040	0.0716	-0.0017	-0.0235	0.0750	0.0681	-1.3590	-1.0466	0.0569	-0.2426	-0.4360	0.4165	-0.1960
12.3000	0.0058	-0.0001	0.0000	0.0060	-0.0099	0.0479	-0.0486	-0.1051	0.0853	-1.2021	0.0743	-0.5792	-1.1128	0.6952	0.0150	-0.1678
12.3500	0.0061	-0.0001	0.0000	0.0060	-0.0704	-0.0029	0.0071	-0.0646	-0.0761	-1.0486	0.2456	1.5851	0.1925	0.1806	-0.9886	-0.1065
12.4000	0.0064	-0.0001	0.0000	0.0040	-0.0444	-0.0434	0.0131	0.0419	-0.1308	-2.3829	-0.7145	-1.0768	-0.0207	-0.0962	0.1276	0.3930
12.4500	0.0066	-0.0001	0.0000	0.0060	0.0270	-0.0453	-0.0257	0.1172	-0.0632	-1.8335	-2.0236	-0.4297	0.8940	-0.5380	-0.2591	0.5485
12.5000	0.0069	-0.0001	0.0000	0.0060	0.0244	-0.0159	0.0262	0.0561	-0.0073	-1.8620	-0.6206	-1.4899	-0.4468	0.2388	-0.2052	-0.2149
12.5500	0.0072	-0.0001	0.0000	0.0080	-0.0005	0.1167	0.0099	-0.2326	0.2316	-2.1724	-0.6281	0.8072	0.7962	0.1417	0.1815	-0.3610
12.6000	0.0076	-0.0001	0.0000	0.0060	-0.0033	0.0523	0.0279	-0.1073	0.1007	-1.9440	1.1387	0.5274	-1.7344	0.7341	0.8424	-0.1913
12.6500	0.0079	-0.0001	0.0000	0.0060	-0.0041	0.0095	-0.0317	-0.0229	0.0148	0.3570	0.2361	1.4634	0.8495	-0.8681	-1.0522	0.5768
12.7000	0.0082	-0.0001	0.0000	0.0080	0.0337	0.0399	0.0131	-0.0458	0.1132	-0.6348	0.9179	-0.1119	-0.0473	-0.0962	-0.2542	0.6993
12.7500	0.0086	-0.0001	0.0000	0.0080	0.0296	-0.0002	-0.0038	0.0299	0.0292	-1.0665	-0.4854	1.3697	-1.5124	0.4040	1.1019	0.1480
12.8000	0.0090	-0.0001	0.0000	0.0060	-0.0289	0.0090	-0.0306	-0.0468	-0.0111	-0.5206	-0.0704	-0.6659	-1.3436	0.1563	-0.1906	0.3459
12.8500	0.0093	-0.0001	0.0000	0.0080	-0.0042	0.0694	0.0033	-0.1423	0.1339	-0.1032	-0.4624	0.6617	0.7696	0.2534	-0.0241	0.7511
12.9000	0.0097	-0.0001	0.0000	0.0080	0.0038	0.0381	-0.0027	-0.0720	0.0796	-1.9976	1.0426	0.1798	-1.2904	0.0349	0.2745	0.9773
12.9500	0.0101	-0.0001	0.0000	0.0080	-0.0091	-0.0432	-0.0284	0.0769	-0.0951	-2.8003	-1.4268	-0.6276	-0.1805	0.7729	-0.4403	0.0772
13.0000	0.0105	-0.0001	0.0000	0.0100	0.0001	0.0053	0.0126	-0.0106	0.0107	-1.7622	0.8337	0.0017	-0.7754	0.0204	-0.0877	-0.3280
13.0500	0.0110	-0.0001	0.0000	0.0080	0.0224	-0.0596	0.0213	0.1409	-0.0962	-3.2640	-1.2629	-0.7186	-1.4946	0.0494	-0.2542	-0.1678
13.1000	0.0114	-0.0001	0.0000	0.0100	0.0217	0.0403	-0.0552	-0.0584	0.1019	-4.1845	0.7667	0.4133	1.4356	-0.5720	-0.0780	-0.2290
13.1500	0.0119	-0.0001	0.0000	0.0100	0.0044	0.0093	0.0273	-0.0140	0.0229	-1.9084	-0.6170	-0.3622	-0.5445	-0.3195	-0.1269	-0.0500
13.2000	0.0124	-0.0001	0.0000	0.0100	0.0485	0.0569	0.0148	-0.0648	0.1618	-1.5017	1.2755	0.8592	0.6986	0.3456	0.0787	-0.4741
13.2500	0.0129	-0.0001	0.0000	0.0120	0.0923	0.0308	-0.0388	0.0311	0.1535	-1.1592	-0.7245	-0.3560	0.0415	-0.2272	0.1276	0.9396
13.3000	0.0135	-0.0001	0.0000	0.0100	0.0528	0.0077	-0.0011	0.0374	0.0681	-0.0069	-0.5089	-1.2111	-1.4147	0.2971	-0.7537	-0.0547
13.3500	0.0140	-0.0001	0.0000	0.0100	0.0329	0.0069	0.0339	0.0193	0.0466	0.4069	-0.8543	-0.9055	-2.1517	-0.6060	0.2011	0.3506
13.4000	0.0145	-0.0001	0.0000	0.0120	-0.0221	0.0966	0.0202	-0.2143	0.1701	-0.5848	-1.6351	-0.4116	-0.3580	-0.3147	0.2794	-0.2668
13.4500	0.0151	-0.0001	0.0000	0.0100	-0.0064	0.0661	-0.0453	-0.1379	0.1252	1.0990	0.8884	-0.0287	-1.2104	-0.1496	-0.1563	-0.0311
13.5000	0.0156	-0.0001	0.0000	0.0120	-0.0193	0.0658	-0.0093	-0.1503	0.1116	-1.0985	0.2654	1.8014	0.9028	-0.5865	0.1718	-0.1866
13.5500	0.0162	-0.0001	0.0000	0.0100	0.0460	0.0719	0.0667	-0.0972	0.1891	-1.5481	0.7445	-0.1426	-1.4680	-0.5332	0.3871	0.1574
13.6000	0.0167	-0.0001	0.0000	0.0120	0.0046	0.0479	-0.0491	-0.0908	0.1000	-3.1427	0.3176	0.1949	-0.8642	-0.3195	0.2941	0.0725
13.6500	0.0173	-0.0001	0.0000	0.0140	-0.0698	0.0390	0.0251	-0.1474	0.0078	-4.2808	-0.7736	-0.9103	1.2668	0.1709	1.0922	-0.4646
13.7000	0.0180	-0.0001	0.0000	0.0120	-0.0041	0.0573	0.0437	-0.1181	0.1099	-3.2390	-0.9707	-0.6269	-1.0773	-0.1544	1.1362	0.1621
13.7500	0.0186	-0.0001	0.0000	0.0140	-0.0123	0.0391	-0.0535	-0.0900	0.0654	-2.2366	0.7865	0.6296	-0.1361	0.5010	-0.3178	0.2752
13.8000	0.0193	-0.0001	0.0000	0.0140	-0.0596	0.0106	-0.0595	-0.0808	-0.0384	-3.0036	-1.0495	-0.6768	0.5831	0.1611	-0.0486	-0.3044
13.8500	0.0200	-0.0001	0.0000	0.0140	-0.0639	-0.0296	0.0219	-0.0050	-0.1228	-2.0832	-0.5986	0.7240	2.5366	-0.1059	0.3284	0.2799
13.9000	0.0207	-0.0001	0.0000	0.0140	0.0016	-0.0120	0.0180	0.0255	-0.0223	-0.1210	1.2237	0.3867	-1.1128	-0.4798	-0.1856	-0.6484
13.9500	0.0214	-0.0001	0.0000	0.0140	-0.0475	0.0493	-0.0546	-0.1455	0.0506	-0.0676	-1.6076	-0.0191	1.6043	-0.2758	-1.0229	-0.2620
14.0000	0.0221	-0.0001	0.0000	0.0140	-0.0520	-0.0038	0.0421	-0.0445	-0.0595	-0.1425	-0.4002	-1.6658	-0.9175	0.3069	-0.2248	0.3553
14.0500	0.0228	-0.0001	0.0000	0.0160	-0.0204	-0.0195	0.0295	0.0183	-0.0592	-1.2662	-1.0315	-0.4060	-0.7399	0.0058	-0.3178	-0.8181
14.1000	0.0236	-0.0001	0.0000	0.0160	-0.0418	0.0079	-0.0754	-0.0575	-0.0261	-2.2758	0.6896	0.3090	1.7552	0.4719	-0.4207	-0.5824
14.1500	0.0244	-0.0001	0.0000	0.0160	-0.0137	0.0469	0.0241	-0.1071	0.0797	-3.9990	-1.2144	-0.5584	0.8762	-0.4360	0.2844	-0.0735
14.2000	0.0252	-0.0001	0.0000	0.0160	-0.0642	0.0811	0.0088	-0.2256	0.0971	-4.7195	0.7983	-0.1457	-0.0207	0.4233	0.5096	0.0584
14.2500	0.0260	-0.0001	0.0000	0.0180	0.0287	0.0736	0.0191	-0.1176	0.1751	-4.9942	-0.7476	0.3521	-0.5890	0.3262	-0.8026	-0.5636
14.3000	0.0269	-0.0001	0.0000	0.0180	0.0239	0.0615	-0.0180	-0.0985	0.1464	-2.1617	1.8247	0.4739	-1.1395	0.6224	0.1080	-0.2290
14.3500	0.0278	-0.0001	0.0000	0.0180	0.0558	0.0605	0.0312	-0.0646	0.1762	-3.7136	-0.8415	-0.4715	1.1603	-0.6788	0.7887	0.6851
14.4000	0.0287	-0.0001	0.0000	0.0200	0.0566	0.0937	0.0191	-0.1299	0.2431	-4.4448	-0.4770	-0.9547	-0.6777	-0.0088	-0.0437	-0.0547
14.4500	0.0297	-0.0001	0.0000	0.0180	-0.0223	0.0626	-0.0169	-0.1468	0.1023	-0.4528	-1.1311	-0.6448	1.2047	0.2582	-0.1318	-0.3563
14.5000	0.0306	-0.0001	0.0000	0.0200	0.0210	0.0437	-0.0672	-0.0661	0.1080	1.7233	-0.3987	-1.2990	0.2812	-0.1156	-0.0633	0.4118
14.5500	0.0316	-0.0001	0.0000	0.0200	0.0554	0.0575	0.0082	-0.0591	0.1698	-1.0700	0.0337	0.6735	-0.5090	-0.2127	0.3528	0.3694
14.6000	0.0326	-0.0001	0.0000	0.0180	0.0715	0.0632	0.0688	-0.0542	0.1973	-3.3389	1.7390	0.2207	-0.8109	-0.4555	-0.0192	0.2375
