# time 	x0 	y0 	psi 	u 	heave 	trim 	roll 	z_VF 	z_VA 	X 	Y 	N 	WG1 	WG2 	WG3 	WG4 	
# s 	m 	m 	deg 	m/s 	mm 	mm/m 	Nm 	mm 	mm 	N 	N 	Nm 	mm 	mm 	mm 	mm 	
201.2000	57.3705	-0.0001	0.0000	0.2760	0.6966	-0.2280	0.0497	1.1504	0.2429	-0.3637	-0.2228	0.3080	-0.1449	-0.1933	0.3578	-1.5720
201.2500	57.3843	-0.0001	0.0000	0.2760	0.6939	-0.1736	0.0230	1.0394	0.3485	3.0005	0.1801	-0.5310	-1.0151	0.3408	0.2060	-0.8086
201.3000	57.3981	-0.0001	0.0000	0.2760	0.6952	-0.1601	-0.0033	1.0138	0.3766	6.0436	1.4294	0.2523	1.0981	-0.0234	-0.1955	-0.7380
201.3500	57.4119	-0.0001	0.0000	0.2740	0.6856	-0.1527	-0.0207	0.9895	0.3818	-0.2174	2.1461	0.9036	-1.8942	0.8458	0.3578	-0.7050
201.4000	57.4256	-0.0001	0.0000	0.2740	0.6231	-0.1689	0.0033	0.9592	0.2871	1.3737	1.9848	0.9130	-0.8731	-0.3632	-0.2151	-0.6955
201.4500	57.4393	-0.0001	0.0000	0.2720	0.6624	-0.1601	0.0377	0.9809	0.3438	6.8890	0.4116	1.0183	0.7253	0.3797	-0.5969	-1.3599
201.5000	57.4529	-0.0001	0.0000	0.2720	0.6320	-0.1681	0.0683	0.9665	0.2976	11.9443	-0.4629	1.5042	-1.4768	0.5884	0.0150	-1.5249
201.5500	57.4665	-0.0001	0.0000	0.2700	0.6284	-0.2090	-0.0311	1.0442	0.2125	2.2763	1.5623	-0.1223	1.3024	0.2097	0.3333	-1.3977
201.6000	57.4800	-0.0001	0.0000	0.2700	0.5806	-0.1424	0.0426	0.8640	0.2971	-4.2558	1.4435	-0.1833	0.6009	-0.3632	0.1522	-1.5908
201.6500	57.4935	-0.0001	0.0000	0.2700	0.6506	-0.2463	0.0612	1.1408	0.1604	0.6638	0.1489	0.8434	0.3345	-0.3243	0.1080	-1.5202
201.7000	57.5070	-0.0001	0.0000	0.2680	0.6703	-0.1854	-0.0125	1.0393	0.3013	9.0082	-1.3352	-0.1437	-1.1927	0.3894	0.4802	-0.4977
201.7500	57.5204	-0.0001	0.0000	0.2700	0.6098	-0.2176	-0.0093	1.0428	0.1769	3.8710	-0.2386	-0.8599	-0.5445	-0.3535	-0.5578	-0.9736
201.8000	57.5339	-0.0001	0.0000	0.2680	0.7118	-0.1787	0.0377	1.0675	0.3561	-8.6474	-1.0947	-0.5247	0.3789	0.3602	-0.3668	-0.7992
201.8500	57.5473	-0.0001	0.0000	0.2680	0.6806	-0.2190	-0.0284	1.1164	0.2447	-1.4731	1.4359	0.8770	-0.1006	-0.3486	-0.5725	-1.2092
201.9000	57.5607	-0.0001	0.0000	0.2660	0.6316	-0.1852	-0.0109	1.0001	0.2631	10.1641	-1.3592	-0.6451	-0.3226	-0.4749	-0.6312	-0.7144
201.9500	57.5740	-0.0001	0.0000	0.2680	0.6240	-0.1863	0.0290	0.9947	0.2532	7.1067	-1.2522	-1.0454	-1.2194	0.5981	-0.3228	-1.1196
202.0000	57.5874	-0.0001	0.0000	0.2640	0.6437	-0.2159	-0.0426	1.0733	0.2142	-3.2748	-2.2098	-0.8944	0.2902	0.2485	0.5389	-1.3552
202.0500	57.6006	-0.0001	0.0000	0.2660	0.6073	-0.1139	0.0219	0.8340	0.3805	0.6388	-1.2493	-1.5484	-0.8909	0.6273	-0.1906	-0.8511
202.1000	57.6139	-0.0001	0.0000	0.2640	0.6253	-0.1999	0.0437	1.0231	0.2274	11.0524	-0.6378	1.1067	2.1015	-0.3730	-0.5039	-1.4825
202.1500	57.6271	-0.0001	0.0000	0.2620	0.5998	-0.1968	0.0268	0.9915	0.2081	12.6149	0.0177	-0.0730	0.2457	0.6078	0.1130	-1.4401
202.2000	57.6402	-0.0001	0.0000	0.2620	0.6406	-0.2315	0.0115	1.1013	0.1798	-0.6419	-1.4094	0.4858	1.6043	0.2291	0.5781	-1.3458
202.2500	57.6533	-0.0001	0.0000	0.2620	0.6416	-0.2016	-0.0175	1.0429	0.2403	-3.3747	-0.4569	-1.1597	-0.8909	0.0737	-0.6116	-1.1809
202.3000	57.6664	-0.0001	0.0000	0.2600	0.6429	-0.1788	-0.0683	0.9988	0.2870	3.9780	0.0432	2.0318	-1.3082	-0.7759	-0.3570	-1.7652
202.3500	57.6794	-0.0001	0.0000	0.2620	0.6262	-0.1540	0.0432	0.9325	0.3198	10.7634	1.4288	-0.1418	0.7608	-0.2176	-0.2689	-0.7662
202.4000	57.6925	-0.0001	0.0000	0.2600	0.5760	-0.2044	0.0372	0.9826	0.1693	0.4462	-0.2785	2.0234	-0.4912	0.2777	0.3284	-1.1479
202.4500	57.7055	-0.0001	0.0000	0.2580	0.6467	-0.2246	0.0246	1.0937	0.1997	-4.8801	-0.8528	-1.7754	1.5777	0.8361	0.3088	-1.2092
202.5000	57.7184	-0.0001	0.0000	0.2600	0.6031	-0.1449	0.0426	0.8914	0.3148	2.7116	-1.8203	0.3330	1.5510	-0.6740	0.1326	-0.8981
202.5500	57.7314	-0.0001	0.0000	0.2600	0.6751	-0.2242	-0.0038	1.1212	0.2290	7.6133	-1.0443	-2.0767	-0.2959	-0.1884	0.4459	-1.4071
202.6000	57.7444	-0.0001	0.0000	0.2580	0.6333	-0.2660	0.0230	1.1625	0.1040	1.8054	-1.2702	-0.0795	0.9561	-0.3147	-0.8074	-0.5919
202.6500	57.7573	-0.0001	0.0000	0.2580	0.5887	-0.2586	-0.0448	1.1032	0.0741	1.4522	-0.8129	-1.7641	1.7552	0.4816	-0.1172	-1.5060
202.7000	57.7702	-0.0001	0.0000	0.2560	0.6403	-0.2353	0.0011	1.1087	0.1720	4.6451	-0.5623	-0.3926	-0.8997	0.3699	-0.2004	-0.7709
202.7500	57.7830	-0.0001	0.0000	0.2560	0.6184	-0.1378	0.0421	0.8925	0.3442	7.4741	0.4361	0.6772	-0.9263	-0.3827	-0.4354	-0.4882
202.8000	57.7958	-0.0001	0.0000	0.2520	0.6746	-0.1559	-0.0382	0.9848	0.3644	6.5073	0.8639	1.5491	-0.7399	-0.3681	0.0249	-0.7380
202.8500	57.8084	-0.0001	0.0000	0.2540	0.6045	-0.1786	-0.0016	0.9599	0.2491	3.5285	2.4064	-0.4977	-1.5746	-0.8633	0.2745	-0.9076
202.9000	57.8211	-0.0001	0.0000	0.2540	0.5924	-0.2086	0.0432	1.0074	0.1774	-1.8585	-0.0798	0.4491	0.8584	-0.1593	0.2256	-2.2600
202.9500	57.8338	-0.0001	0.0000	0.2520	0.5718	-0.1915	0.0404	0.9529	0.1908	3.4286	-0.1019	1.1298	-1.1040	0.6273	0.5732	-1.8736
203.0000	57.8464	-0.0001	0.0000	0.2520	0.6972	-0.1964	-0.0797	1.0881	0.3063	8.2875	0.1231	-0.8403	-0.5179	-0.4409	0.9306	-1.4683
203.0500	57.8590	-0.0001	0.0000	0.2520	0.5323	-0.2474	-0.0382	1.0247	0.0399	2.2763	1.2675	-0.1324	-1.0063	-0.1254	0.5683	-1.9254
203.1000	57.8716	-0.0001	0.0000	0.2500	0.6433	-0.2152	0.0650	1.0715	0.2151	-3.4460	-0.5301	-0.5576	-1.1838	-0.0476	0.2598	-1.5344
203.1500	57.8841	-0.0001	0.0000	0.2520	0.6329	-0.1977	-0.0202	1.0264	0.2394	2.4689	-0.3520	0.1523	1.2313	0.2049	-0.0046	-1.2610
203.2000	57.8967	-0.0001	0.0000	0.2500	0.6164	-0.2330	0.0333	1.0800	0.1528	7.6989	-2.0275	-1.1361	1.2313	0.7098	-0.2102	-0.9029
203.2500	57.9092	-0.0001	0.0000	0.2480	0.5888	-0.2561	0.0208	1.0985	0.0792	4.9769	-0.8708	0.4272	0.2013	-0.5380	-0.0094	-0.9076
203.3000	57.9216	-0.0001	0.0000	0.2500	0.6538	-0.1937	0.0148	1.0393	0.2683	0.2072	1.9216	0.7944	-0.6955	-0.3778	0.1276	-0.6108
203.3500	57.9341	-0.0001	0.0000	0.2480	0.6387	-0.1992	0.0328	1.0352	0.2423	3.7354	0.1238	0.7905	0.9916	-0.2710	-0.0535	-1.2233
203.4000	57.9465	-0.0001	0.0000	0.2440	0.5903	-0.1586	0.0770	0.9060	0.2747	12.6613	-0.8127	1.9459	0.7696	0.3748	0.0885	-0.3563
203.4500	57.9587	-0.0001	0.0000	0.2460	0.6390	-0.2249	-0.0650	1.0865	0.1915	5.2730	-1.0115	-1.8476	1.0360	0.8458	-0.3277	-0.7521
203.5000	57.9710	-0.0001	0.0000	0.2460	0.5506	-0.2227	-0.0257	0.9938	0.1074	-4.4984	1.3613	-1.7822	-0.9352	-0.6643	-0.5089	-0.9971
203.5500	57.9833	-0.0001	0.0000	0.2440	0.5712	-0.2182	0.0328	1.0055	0.1369	-1.7514	-0.4326	0.1570	-0.3936	-0.4117	-0.2542	-1.3552
203.6000	57.9955	-0.0001	0.0000	0.2440	0.5465	-0.2063	0.0246	0.9571	0.1359	9.3935	-2.1595	0.4480	-0.2071	-0.8488	-0.4647	-0.7945
203.6500	58.0077	-0.0001	0.0000	0.2440	0.6252	-0.2293	0.0257	1.0815	0.1689	5.5870	-2.0222	-1.2994	-1.0241	-0.5332	-0.1808	-1.6238
203.7000	58.0199	-0.0001	0.0000	0.2420	0.5522	-0.2088	-0.0169	0.9678	0.1366	-4.6089	-0.6044	1.7299	0.2812	0.5010	-0.0241	-1.5391
203.7500	58.0320	-0.0001	0.0000	0.2420	0.6351	-0.2157	-0.0273	1.0643	0.2059	-0.3494	0.8665	0.2309	-0.0828	0.0835	-0.0143	-1.4872
203.8000	58.0441	-0.0001	0.0000	0.2420	0.6137	-0.1796	0.0071	0.9711	0.2562	9.0510	-3.2869	0.4594	-1.2104	0.3117	0.1276	-0.6625
203.8500	58.0562	-0.0001	0.0000	0.2420	0.6213	-0.2155	0.0667	1.0502	0.1925	8.1662	-0.4288	-0.3732	1.5510	-0.5234	-0.4892	-0.2997
203.9000	58.0683	-0.0001	0.0000	0.2380	0.5489	-0.1838	-0.0328	0.9146	0.1831	3.8495	-3.4199	0.8341	-0.9974	0.1806	0.1423	-0.4269
203.9500	58.0802	-0.0001	0.0000	0.2380	0.5980	-0.1389	-0.0322	0.8743	0.3216	5.0554	0.1308	-0.6641	-0.7399	-0.0719	0.0738	-1.3317
204.0000	58.0921	-0.0001	0.0000	0.2360	0.6526	-0.2125	-0.0453	1.0755	0.2296	5.2160	-1.0555	-0.9074	0.3079	-0.1351	-0.9642	-0.8981
204.0500	58.1039	-0.0001	0.0000	0.2360	0.5452	-0.1990	0.0027	0.9411	0.1493	4.2491	-2.0606	-0.9439	1.2758	0.0106	0.6026	-0.8887
204.1000	58.1157	-0.0001	0.0000	0.2360	0.5817	-0.2290	0.0683	1.0374	0.1259	2.6794	-0.4635	1.1101	-0.0207	0.1465	-0.2052	-0.7427
204.1500	58.1275	-0.0001	0.0000	0.2360	0.5755	-0.2006	-0.0251	0.9746	0.1763	2.9184	0.6760	1.1388	-0.8376	0.0252	0.3137	-0.4929
204.2000	58.1393	-0.0001	0.0000	0.2340	0.6109	-0.1629	-0.1223	0.9351	0.2867	3.2788	1.9561	-1.5042	1.1869	0.4233	0.5683	-0.8369
204.2500	58.1510	-0.0001	0.0000	0.2340	0.5396	-0.1831	0.0366	0.9040	0.1752	1.2525	-0.6050	1.3358	0.7785	0.2874	-0.4011	-0.9453
204.3000	58.1627	-0.0001	0.0000	0.2340	0.5786	-0.2313	0.0312	1.0389	0.1184	1.9731	0.5559	-0.9470	1.6220	0.1854	-1.0131	-0.8322
204.3500	58.1744	-0.0001	0.0000	0.2340	0.4888	-0.1647	-0.0918	0.8164	0.1611	2.8292	-0.3938	0.6169	0.2635	-0.1739	0.0053	-0.6155
204.4000	58.1861	-0.0001	0.0000	0.2340	0.6413	-0.1936	-0.0306	1.0267	0.2560	3.2324	1.4852	-1.4632	-0.7044	0.9332	-0.6899	-0.4599
204.4500	58.1978	-0.0001	0.0000	0.2320	0.5813	-0.1976	-0.0005	0.9747	0.1880	2.0979	-1.3429	-0.3199	0.4322	-0.2467	0.0200	-1.1762
204.5000	58.2094	-0.0001	0.0000	0.2320	0.5626	-0.1609	0.0525	0.8829	0.2424	5.4264	1.0630	-0.4465	1.0893	-0.2613	0.5976	-0.6108
204.5500	58.2210	-0.0001	0.0000	0.2300	0.5664	-0.1844	0.0339	0.9334	0.1994	7.4848	-1.4442	0.7324	-1.2993	-0.6060	-0.3228	-0.8369
204.6000	58.2325	-0.0001	0.0000	0.2280	0.6043	-0.2393	-0.0770	1.0806	0.1280	11.4020	1.0158	1.4179	-0.8109	-0.2515	-0.1073	-1.5673
204.6500	58.2439	-0.0001	0.0000	0.2280	0.5553	-0.1564	-0.0666	0.8666	0.2440	5.0982	2.8300	-1.1475	-1.4236	-0.1011	-0.0143	-0.5589
204.7000	58.2553	-0.0001	0.0000	0.2300	0.6204	-0.1918	0.0727	1.0022	0.2387	-3.8241	-0.2790	-1.2653	-1.0684	-0.2613	-0.3424	-1.3788
204.7500	58.2668	-0.0001	0.0000	0.2240	0.5491	-0.2331	0.0104	1.0129	0.0853	8.5195	-2.2721	0.1964	-0.3847	-0.6594	0.2941	-1.0489
204.8000	58.2780	-0.0001	0.0000	0.2260	0.4940	-0.2588	-0.0164	1.0091	-0.0211	13.9884	-0.1348	-0.3360	0.0060	-0.1254	0.1423	-1.3505
204.8500	58.2893	-0.0001	0.0000	0.2260	0.5631	-0.1841	-0.1289	0.9294	0.1968	-1.6266	2.4294	0.0310	-0.4025	-0.5865	0.2941	-0.7191
204.9000	58.3006	-0.0001	0.0000	0.2240	0.5778	-0.2255	0.0246	1.0265	0.1291	-10.7986	0.9283	1.2192	-1.3792	-0.3147	-0.3620	-0.9311
204.9500	58.3118	-0.0001	0.0000	0.2240	0.5366	-0.1772	0.0973	0.8891	0.1841	8.1698	0.4990	-0.0195	-0.8819	0.1417	-0.0143	-1.0207
205.0000	58.3230	-0.0001	0.0000	0.2240	0.5059	-0.2889	-0.0814	1.0809	-0.0690	14.8553	0.2048	0.3645	-0.1539	-0.3389	0.0249	-1.2657
205.0500	58.3342	-0.0001	0.0000	0.2240	0.5206	-0.2301	0.0235	0.9785	0.0627	-1.8228	1.2959	1.4695	-0.4380	0.2923	0.0689	-0.9170
205.1000	58.3454	-0.0001	0.0000	0.2220	0.5489	-0.1924	0.0519	0.9319	0.1659	-9.1612	1.2914	0.3691	0.7874	-0.5137	0.0738	-0.8417
205.1500	58.3565	-0.0001	0.0000	0.2220	0.5000	-0.2365	0.0366	0.9706	0.0295	9.3757	-0.2575	-1.1034	1.3201	0.4184	0.2598	-1.2751
205.2000	58.3676	-0.0001	0.0000	0.2180	0.5021	-0.1620	0.0148	0.8245	0.1798	18.9080	0.3664	1.1704	-0.5978	-0.2564	-0.9396	-1.2421
205.2500	58.3785	-0.0001	0.0000	0.2200	0.4867	-0.1411	-0.0382	0.7675	0.2059	6.9212	1.1416	0.0245	1.7197	0.2923	-0.3717	-1.1243
205.3000	58.3895	-0.0001	0.0000	0.2180	0.4277	-0.2218	-0.0153	0.8690	-0.0136	-4.4699	3.4475	-1.1564	-0.9352	0.5010	-0.1416	-1.5249
205.3500	58.4004	-0.0001	0.0000	0.2180	0.5448	-0.1772	-0.0628	0.8975	0.1921	4.8877	1.3204	1.1284	-0.3226	0.0204	0.1375	-0.1678
205.4000	58.4113	-0.0001	0.0000	0.2160	0.4841	-0.1440	0.0590	0.7706	0.1975	13.2821	-0.1755	0.9167	1.1159	0.5690	-0.1073	-0.4977
205.4500	58.4221	-0.0001	0.0000	0.2160	0.4754	-0.1957	-0.0049	0.8648	0.0860	5.4764	1.2524	0.3306	0.6986	-0.2030	0.0150	-0.1348
205.5000	58.4329	-0.0001	0.0000	0.2160	0.5127	-0.1595	-0.0978	0.8301	0.1952	-6.7816	1.5925	0.1884	1.5865	0.4865	0.1619	-1.0301
205.5500	58.4437	-0.0001	0.0000	0.2140	0.4764	-0.1872	-0.0065	0.8489	0.1039	0.2963	1.1738	-0.1404	-0.6689	-0.1593	-0.2738	-0.3610
205.6000	58.4544	-0.0001	0.0000	0.2160	0.4166	-0.1678	0.1136	0.7505	0.0827	9.8858	-2.1719	-0.4075	-1.7344	0.4768	-0.3081	0.6851
205.6500	58.4652	-0.0001	0.0000	0.2140	0.4924	-0.1850	-0.0475	0.8606	0.1241	3.7461	-0.2072	-0.9977	-0.7222	-0.3730	0.0591	-0.6767
205.7000	58.4759	-0.0001	0.0000	0.2140	0.4669	-0.1966	0.0153	0.8582	0.0757	-2.8895	-1.5662	0.3590	-1.1749	0.3554	-0.5578	-0.6861
205.7500	58.4866	-0.0001	0.0000	0.2120	0.4595	-0.1851	-0.0082	0.8277	0.0912	5.0554	1.6844	-2.6435	0.2279	-0.0185	0.5046	-0.7286
205.8000	58.4972	-0.0001	0.0000	0.2120	0.4983	-0.1246	-0.0830	0.7463	0.2503	11.6374	-2.9197	-0.1056	-1.1040	-0.1982	0.1130	-0.3610
205.8500	58.5078	-0.0001	0.0000	0.2100	0.4757	-0.2224	0.0918	0.9181	0.0332	9.5148	-1.1069	-0.5646	0.5743	-0.0913	-0.1661	-0.6437
205.9000	58.5183	-0.0001	0.0000	0.2100	0.3931	-0.1552	0.0667	0.7020	0.0843	3.5998	-0.1675	0.6716	0.5743	0.3020	-0.2640	-0.3704
205.9500	58.5288	-0.0001	0.0000	0.2080	0.4603	-0.2338	-0.0737	0.9255	-0.0050	2.8613	4.4789	-0.2788	0.7785	-0.1884	-0.5529	-0.3751
206.0000	58.5392	-0.0001	0.0000	0.2060	0.4728	-0.1635	-0.0093	0.7982	0.1474	6.1078	0.2556	2.1010	-0.6955	-0.2758	-0.1759	-0.4411
206.0500	58.5495	-0.0001	0.0000	0.2080	0.4582	-0.1602	0.0503	0.7770	0.1394	2.7721	-0.6611	-1.8952	1.8174	-0.4895	-0.6557	-0.2809
206.1000	58.5599	-0.0001	0.0000	0.2060	0.5035	-0.1508	-0.0311	0.8036	0.2035	1.7591	-1.6618	2.0633	0.8584	0.6175	-0.0926	-0.7662
206.1500	58.5702	-0.0001	0.0000	0.2060	0.5188	-0.2159	-0.1092	0.9484	0.0892	4.4596	1.1963	-0.0059	0.4677	-0.3147	0.6466	-0.9595
206.2000	58.5805	-0.0001	0.0000	0.2040	0.3703	-0.1879	0.0191	0.7442	-0.0037	6.2148	-0.7695	-0.6251	0.3700	0.1368	-0.6508	-0.4081
206.2500	58.5907	-0.0001	0.0000	0.2040	0.4520	-0.2169	0.1158	0.8837	0.0203	2.7187	0.6766	0.2962	1.6309	0.5836	0.3333	-0.4458
206.3000	58.6009	-0.0001	0.0000	0.2040	0.4533	-0.1928	0.0104	0.8370	0.0695	2.7187	-0.6799	0.3345	-1.6455	-0.5575	-0.2346	-1.2798
206.3500	58.6111	-0.0001	0.0000	0.2020	0.4410	-0.2326	0.0880	0.9038	-0.0218	8.9118	0.3552	1.1031	-1.1661	0.4233	0.0738	-0.9359
206.4000	58.6212	-0.0001	0.0000	0.2020	0.4135	-0.1853	-0.0442	0.7823	0.0447	9.5183	0.2526	0.1307	0.2546	-0.4798	0.0200	-0.3751
206.4500	58.6313	-0.0001	0.0000	0.2000	0.5105	-0.1870	-0.1163	0.8826	0.1385	1.9909	0.3260	-0.8928	-0.8819	0.5544	-0.0241	-0.5165
206.5000	58.6413	-0.0001	0.0000	0.2000	0.4627	-0.1922	0.0437	0.8452	0.0803	-0.7490	-0.3985	1.1743	-0.6866	0.4573	-0.9200	-0.6437
206.5500	58.6513	-0.0001	0.0000	0.1980	0.3961	-0.2571	0.1568	0.9077	-0.1154	7.1531	-1.3054	-0.6482	-1.6811	0.0592	-0.0192	-0.6202
206.6000	58.6612	-0.0001	0.0000	0.1980	0.4153	-0.2371	-0.0721	0.8871	-0.0565	9.2829	-0.8628	0.1821	-0.2781	-0.5818	0.4067	-0.1960
206.6500	58.6711	-0.0001	0.0000	0.1980	0.5033	-0.2440	-0.0115	0.9889	0.0178	0.6460	1.2905	-0.8403	0.2546	0.5301	-0.4403	-0.6155
206.7000	58.6810	-0.0001	0.0000	0.1980	0.4415	-0.2142	0.0481	0.8678	0.0153	-3.0393	-0.9961	-1.4952	-1.1483	-0.3389	-0.3130	-0.7756
206.7500	58.6909	-0.0001	0.0000	0.1980	0.4481	-0.1961	-0.0175	0.8384	0.0578	5.7011	-2.2446	-0.6478	-1.0507	0.2049	-0.2444	-0.4788
206.8000	58.7008	-0.0001	0.0000	0.1960	0.5024	-0.2237	0.0481	0.9475	0.0574	11.1344	-0.8906	0.2109	-0.4025	-0.1302	0.1668	-0.2526
206.8500	58.7106	-0.0001	0.0000	0.1960	0.4918	-0.1665	-0.0027	0.8232	0.1604	3.8495	1.4855	0.5888	-0.9175	0.0009	0.0934	-0.7945
206.9000	58.7204	-0.0001	0.0000	0.1920	0.4334	-0.2001	-0.0819	0.8316	0.0353	1.9124	1.9402	1.4592	0.7519	-0.2079	-0.4746	-0.8746
206.9500	58.7300	-0.0001	0.0000	0.1940	0.3754	-0.2095	-0.0251	0.7923	-0.0414	7.7488	0.2030	0.4190	-0.6067	0.3020	0.4459	0.0207
207.0000	58.7397	-0.0001	0.0000	0.1920	0.4380	-0.2021	0.0956	0.8401	0.0359	11.2985	-1.9480	-0.6923	-1.2104	-0.6836	0.2990	-0.9170
207.0500	58.7493	-0.0001	0.0000	0.1900	0.4384	-0.1679	0.0339	0.7725	0.1043	3.3252	-0.7706	-0.1766	0.4677	0.2242	-0.9347	-0.3421
207.1000	58.7588	-0.0001	0.0000	0.1900	0.4080	-0.1757	-0.0879	0.7577	0.0583	-0.3958	2.7382	-1.2102	0.3523	-0.1351	-0.2199	-0.9029
207.1500	58.7683	-0.0001	0.0000	0.1900	0.3751	-0.2077	-0.0005	0.7885	-0.0383	3.1931	-0.6232	-0.1716	-0.4380	-0.1205	0.2207	-1.2469
207.2000	58.7778	-0.0001	0.0000	0.1900	0.5048	-0.1801	0.0940	0.8631	0.1464	8.9262	1.7600	-0.0116	-0.9175	-0.3924	-0.5676	-0.5919
207.2500	58.7873	-0.0001	0.0000	0.1880	0.4358	-0.1752	-0.0546	0.7845	0.0871	5.7582	-1.6472	0.7850	-1.4591	0.0155	-0.0290	-0.7709
207.3000	58.7967	-0.0001	0.0000	0.1860	0.3741	-0.2163	0.0383	0.8045	-0.0562	1.1169	2.1594	-0.7415	-0.3580	-0.5623	-0.4500	-0.5447
207.3500	58.8060	-0.0001	0.0000	0.1880	0.4170	-0.2190	-0.0104	0.8527	-0.0188	1.4665	1.5933	-1.0754	0.5565	-0.1254	0.5046	0.1150
207.4000	58.8154	-0.0001	0.0000	0.1860	0.4352	-0.2271	0.0279	0.8871	-0.0168	5.4229	1.5827	0.4880	-1.0417	-0.1302	0.3235	-0.2007
207.4500	58.8247	-0.0001	0.0000	0.1860	0.4605	-0.2013	0.1546	0.8611	0.0599	5.0376	-2.3394	-0.2074	-0.7843	0.6661	0.0396	-0.6155
207.5000	58.8340	-0.0001	0.0000	0.1840	0.4260	-0.1718	0.0699	0.7680	0.0841	4.1599	-1.5769	-0.5509	0.7430	-0.0913	-0.7683	-2.0715
207.5500	58.8432	-0.0001	0.0000	0.1840	0.4845	-0.1973	-0.1245	0.8771	0.0918	5.9580	0.5164	-0.1428	-0.2426	-0.2661	-0.1465	-0.4882
207.6000	58.8524	-0.0001	0.0000	0.1820	0.4257	-0.2095	0.0290	0.8427	0.0087	3.4964	0.8301	-1.1261	-0.9530	0.7001	0.2745	-0.4081
207.6500	58.8615	-0.0001	0.0000	0.1820	0.4590	-0.2014	0.1410	0.8598	0.0582	7.1674	-0.9563	1.4107	-0.0739	0.1611	-0.3325	-1.1432
207.7000	58.8706	-0.0001	0.0000	0.1820	0.2707	-0.2087	0.0650	0.6860	-0.1446	3.5606	-4.4052	-0.2228	0.8407	0.2728	-0.0633	-0.3327
207.7500	58.8797	-0.0001	0.0000	0.1800	0.4027	-0.2020	0.0798	0.8048	0.0006	5.3408	1.0816	-1.0184	0.6187	-0.1496	0.8229	-0.2762
207.8000	58.8887	-0.0001	0.0000	0.1780	0.4100	-0.2139	-0.0076	0.8357	-0.0156	3.9637	-1.0354	-1.1124	1.3557	0.3213	-0.6361	-0.9971
207.8500	58.8976	-0.0001	0.0000	0.1780	0.4009	-0.2030	0.0038	0.8050	-0.0031	3.4857	0.5770	0.0574	-0.5179	0.7147	0.0396	-1.1102
207.9000	58.9065	-0.0001	0.0000	0.1780	0.4010	-0.2003	0.0705	0.7995	0.0025	4.0458	0.1723	0.9507	1.5777	-0.0380	0.7740	-0.5636
207.9500	58.9154	-0.0001	0.0000	0.1780	0.3759	-0.1877	0.0530	0.7493	0.0024	4.7700	-0.7346	0.3649	-0.8553	0.4330	-0.0437	-0.9359
208.0000	58.9243	-0.0001	0.0000	0.1780	0.3935	-0.2337	-0.1163	0.8586	-0.0715	5.3729	2.2811	0.0532	1.9505	-0.0719	0.0101	-0.1490
208.0500	58.9332	-0.0001	0.0000	0.1740	0.3891	-0.1078	-0.0426	0.6037	0.1745	2.5582	2.3931	-1.3259	0.7608	0.2582	-0.4942	-1.2327
208.1000	58.9419	-0.0001	0.0000	0.1760	0.3551	-0.2071	-0.0120	0.7671	-0.0570	4.8913	-0.7258	-1.1440	-0.9885	-0.6692	0.5292	-0.1960
208.1500	58.9507	-0.0001	0.0000	0.1740	0.3429	-0.1904	0.1186	0.7217	-0.0359	8.0985	-2.4199	-1.8606	-1.0329	-0.1447	-0.2395	-0.1631
208.2000	58.9594	-0.0001	0.0000	0.1720	0.3800	-0.2461	-0.0218	0.8698	-0.1098	5.3479	0.8447	1.7269	1.3113	0.1465	0.1815	-0.3044
208.2500	58.9680	-0.0001	0.0000	0.1740	0.3452	-0.1619	-0.1070	0.6673	0.0231	0.4854	4.5652	-0.8683	1.4267	-0.3243	-0.3913	0.1668
208.3000	58.9767	-0.0001	0.0000	0.1700	0.3756	-0.1954	0.0099	0.7645	-0.0133	3.7212	-1.4673	0.2038	1.4533	-0.1690	-0.1269	-0.0359
208.3500	58.9852	-0.0001	0.0000	0.1720	0.3773	-0.2398	0.0322	0.8546	-0.0999	9.7431	-2.1528	-1.8218	0.5743	0.0204	0.7641	0.1433
208.4000	58.9938	-0.0001	0.0000	0.1700	0.3594	-0.2380	0.0191	0.8330	-0.1141	6.1185	-2.6381	0.3128	-0.4025	0.1709	-0.3424	-0.0876
208.4500	59.0023	-0.0001	0.0000	0.1680	0.3607	-0.2239	0.0448	0.8062	-0.0847	-0.0283	-0.3402	-1.8596	0.5298	-0.5429	-0.2004	-0.1725
208.5000	59.0107	-0.0001	0.0000	0.1700	0.3004	-0.1952	-0.0519	0.6888	-0.0881	0.6424	0.5758	-0.7307	0.5921	0.5447	0.5732	-0.6060
208.5500	59.0192	-0.0001	0.0000	0.1680	0.3794	-0.2389	0.0044	0.8548	-0.0959	6.9997	-0.8802	0.3054	-1.6100	0.3213	0.2697	-0.5165
208.6000	59.0276	-0.0001	0.0000	0.1660	0.3196	-0.1907	0.1573	0.6991	-0.0598	6.6929	-1.0597	1.7021	-0.4824	-0.2613	-0.2591	-0.1348
208.6500	59.0359	-0.0001	0.0000	0.1660	0.3601	-0.1967	-0.0552	0.7515	-0.0313	0.1644	-1.9350	-0.6794	-0.1272	0.3020	-0.1856	-0.0782
208.7000	59.0442	-0.0001	0.0000	0.1660	0.2635	-0.1670	-0.0388	0.5959	-0.0688	3.1967	-0.3892	0.0593	1.8618	-0.1739	0.2109	-0.4599
